Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Silicon Labs,SIL-MCU390000,8051,16,128,64,2.0,"I2C, SPI, UART",10.22,0.104,9,3.3,BGA,2020,Industrial
Renesas,REN-MCU390001,ARM Cortex-M0,8,64,128,0.5,"UART, CAN",2.93,1.021,87,3.3,BGA,2022,IoT
Espressif,ESP-MCU390002,MIPS32,16,1024,2,0.5,"PWM, USB, Ethernet",6.06,1.466,74,5.0,LQFP,2019,Consumer
NXP,NXP-MCU390003,AVR 8-bit,168,2048,16,0.0,"USB, SPI, PWM, CAN, UART",2.13,1.2,34,5.0,DIP,2012,Wearable
Renesas,REN-MCU390004,AVR 8-bit,200,512,16,0.0,"CAN, PWM, I2C, Ethernet",10.3,0.996,78,3.3,DIP,2020,Medical
Espressif,ESP-MCU390005,RISC-V,32,32,512,0.0,"USB, I2C",1.99,0.229,38,3.3,LQFP,2005,IoT
Microchip,MIC-MCU390006,AVR 8-bit,72,16,128,4.0,"I2C, SPI",0.7,1.142,63,1.8,DIP,2010,IoT
Silicon Labs,SIL-MCU390007,ARM Cortex-M0,240,32,256,8.0,"CAN, USB, I2C, SPI, UART",6.24,0.309,20,2.5,DIP,2015,Industrial
Nordic Semiconductor,NOR-MCU390008,ARM Cortex-M7,240,512,128,1.0,"I2C, CAN, SPI",5.36,1.139,61,3.3,TSSOP,2024,IoT
Espressif,ESP-MCU390009,ARM Cortex-M0,120,16,1,2.0,"USB, CAN",5.68,1.02,83,1.8,TSSOP,2018,Wearable
Silicon Labs,SIL-MCU390010,AVR 8-bit,168,128,128,8.0,"Ethernet, PWM",7.04,0.365,51,1.8,LQFP,2016,Consumer
Espressif,ESP-MCU390011,ARM Cortex-M0,72,2048,32,2.0,"I2C, USB, Ethernet, UART",9.22,0.877,64,1.8,SOIC,2015,Automotive
NXP,NXP-MCU390012,MIPS32,16,128,8,2.0,"SPI, UART, Ethernet",0.52,0.962,94,5.0,LQFP,2012,Automotive
Texas Instruments,TEX-MCU390013,8051,240,2048,4,4.0,"CAN, Ethernet, I2C, USB, UART",3.46,1.342,68,5.0,BGA,2023,Medical
Nordic Semiconductor,NOR-MCU390014,ARM Cortex-M4,480,32,256,0.5,"PWM, Ethernet, UART, I2C, CAN",1.38,1.309,83,3.3,BGA,2018,Medical
Microchip,MIC-MCU390015,8051,200,64,32,1.0,"PWM, SPI",9.02,0.744,18,2.5,SOIC,2009,Consumer
Texas Instruments,TEX-MCU390016,ARM Cortex-M7,16,32,256,2.0,"CAN, UART",2.27,1.436,13,3.3,SOIC,2015,Industrial
Texas Instruments,TEX-MCU390017,ARM Cortex-M0,48,128,1,0.0,"UART, SPI, CAN, I2C",5.96,0.581,16,3.3,BGA,2005,Consumer
Nordic Semiconductor,NOR-MCU390018,AVR 8-bit,168,64,16,2.0,"UART, Ethernet, CAN, USB",5.92,0.757,51,2.5,TSSOP,2013,Consumer
STMicroelectronics,STM-MCU390019,ARM Cortex-M3,240,2048,1,1.0,"I2C, USB, Ethernet, UART, SPI",9.39,0.384,86,2.5,SOIC,2007,Consumer
Espressif,ESP-MCU390020,AVR 8-bit,32,32,16,0.5,"PWM, Ethernet",10.77,0.021,14,2.5,SOIC,2012,Medical
Infineon,INF-MCU390021,ARM Cortex-M3,480,2048,16,4.0,"SPI, Ethernet, I2C",1.37,0.671,67,2.5,DIP,2017,Automotive
Silicon Labs,SIL-MCU390022,ARM Cortex-M7,32,1024,1,1.0,"PWM, USB",5.24,1.035,16,2.5,TSSOP,2017,Wearable
Texas Instruments,TEX-MCU390023,ARM Cortex-M3,72,1024,2,2.0,"SPI, UART, I2C, Ethernet, USB",7.51,0.373,79,1.8,SOIC,2016,Wearable
Infineon,INF-MCU390024,ARM Cortex-M0,16,512,512,0.0,"SPI, PWM, I2C",6.45,0.653,47,1.8,QFN,2009,IoT
NXP,NXP-MCU390025,8051,168,16,64,1.0,"USB, UART",9.59,1.392,8,3.3,LQFP,2018,Wearable
Infineon,INF-MCU390026,ARM Cortex-M3,168,512,16,0.5,"USB, CAN, Ethernet, PWM, I2C",10.66,1.27,8,5.0,DIP,2011,Automotive
STMicroelectronics,STM-MCU390027,ARM Cortex-M7,48,1024,16,2.0,"Ethernet, PWM, CAN, USB, I2C",4.43,1.494,78,3.3,BGA,2017,Industrial
Espressif,ESP-MCU390028,MIPS32,240,32,16,0.5,"PWM, I2C, SPI, Ethernet, USB",1.36,1.338,14,3.3,QFN,2007,Industrial
Infineon,INF-MCU390029,ARM Cortex-M7,168,32,128,1.0,"PWM, UART, SPI, Ethernet, CAN",8.07,1.432,98,5.0,LQFP,2024,Automotive
Renesas,REN-MCU390030,AVR 8-bit,168,128,32,0.5,"CAN, PWM, USB, UART, SPI",5.61,0.963,71,5.0,BGA,2017,Automotive
Silicon Labs,SIL-MCU390031,AVR 8-bit,200,2048,16,0.5,"CAN, I2C, Ethernet, SPI",6.72,0.662,6,1.8,LQFP,2024,Medical
Microchip,MIC-MCU390032,MIPS32,48,64,256,4.0,"UART, PWM, SPI",3.96,0.636,17,1.8,LQFP,2023,Wearable
Renesas,REN-MCU390033,RISC-V,72,64,32,4.0,"USB, PWM, I2C, Ethernet, CAN",4.1,1.321,55,3.3,DIP,2017,Wearable
Texas Instruments,TEX-MCU390034,ARM Cortex-M7,480,128,512,4.0,"Ethernet, CAN",2.95,1.452,21,2.5,LQFP,2007,Medical
