Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
NXP,NXP-MCU85000,8051,480,1024,1,2.0,"UART, USB, SPI",0.71,0.611,8,3.3,SOIC,2018,Wearable
NXP,NXP-MCU85001,ARM Cortex-M3,48,64,32,4.0,"PWM, SPI",4.37,0.638,59,2.5,BGA,2013,Medical
Microchip,MIC-MCU85002,AVR 8-bit,240,512,2,8.0,"SPI, PWM, USB, Ethernet, CAN",10.89,0.49,43,5.0,SOIC,2020,Industrial
Espressif,ESP-MCU85003,AVR 8-bit,32,512,16,0.5,"Ethernet, USB, CAN, UART, SPI",11.91,0.97,18,1.8,LQFP,2005,Consumer
Microchip,MIC-MCU85004,AVR 8-bit,48,64,64,1.0,"I2C, UART, Ethernet, CAN",9.09,0.594,90,2.5,BGA,2005,IoT
STMicroelectronics,STM-MCU85005,8051,120,64,128,0.0,"SPI, I2C, UART, Ethernet, USB",4.75,0.667,85,5.0,LQFP,2006,IoT
Nordic Semiconductor,NOR-MCU85006,RISC-V,480,16,16,2.0,"PWM, Ethernet, USB",7.78,1.348,70,5.0,SOIC,2020,IoT
Renesas,REN-MCU85007,8051,240,256,64,4.0,"Ethernet, CAN, USB, UART, PWM",6.36,0.011,12,3.3,SOIC,2016,Automotive
Analog Devices,ANA-MCU85008,RISC-V,72,32,256,8.0,"PWM, CAN, Ethernet, I2C, SPI",11.63,0.245,53,3.3,DIP,2012,Medical
STMicroelectronics,STM-MCU85009,8051,8,512,2,2.0,"USB, UART, I2C, PWM, Ethernet",10.55,0.143,47,2.5,BGA,2020,Automotive
Silicon Labs,SIL-MCU85010,ARM Cortex-M0,200,32,2,2.0,"PWM, Ethernet, UART, I2C",8.58,1.206,11,2.5,BGA,2012,Wearable
Infineon,INF-MCU85011,AVR 8-bit,200,1024,32,4.0,"I2C, SPI, UART",3.44,0.025,35,5.0,TSSOP,2020,Industrial
Nordic Semiconductor,NOR-MCU85012,8051,240,16,128,0.0,"Ethernet, USB, UART",4.46,0.23,76,5.0,QFN,2023,Wearable
Analog Devices,ANA-MCU85013,ARM Cortex-M3,32,2048,8,0.5,"Ethernet, USB, CAN, UART, SPI",10.2,1.413,29,5.0,SOIC,2021,IoT
Analog Devices,ANA-MCU85014,MIPS32,48,64,128,4.0,"CAN, Ethernet, PWM, SPI",1.8,0.665,20,3.3,LQFP,2014,IoT
Nordic Semiconductor,NOR-MCU85015,AVR 8-bit,200,512,256,1.0,"SPI, I2C",5.74,1.035,31,5.0,BGA,2020,Wearable
STMicroelectronics,STM-MCU85016,8051,200,16,64,0.0,"PWM, I2C, SPI",10.96,0.901,17,5.0,QFN,2007,Industrial
Analog Devices,ANA-MCU85017,AVR 8-bit,240,512,4,1.0,"USB, CAN, PWM, SPI",4.62,1.209,7,2.5,SOIC,2019,IoT
Espressif,ESP-MCU85018,AVR 8-bit,72,512,256,4.0,"USB, SPI",10.07,0.022,20,2.5,SOIC,2016,IoT
Infineon,INF-MCU85019,ARM Cortex-M7,240,32,256,2.0,"PWM, UART, SPI, USB, I2C",11.3,0.365,6,1.8,DIP,2008,Wearable
Renesas,REN-MCU85020,ARM Cortex-M4,48,64,2,8.0,"CAN, I2C, USB, SPI",7.39,1.378,22,2.5,TSSOP,2012,IoT
NXP,NXP-MCU85021,RISC-V,480,32,128,2.0,"Ethernet, SPI, CAN, I2C",11.03,0.091,97,2.5,SOIC,2023,Consumer
Silicon Labs,SIL-MCU85022,ARM Cortex-M0,200,64,32,0.0,"I2C, CAN, PWM",11.93,1.351,27,5.0,SOIC,2024,Automotive
Espressif,ESP-MCU85023,ARM Cortex-M0,168,32,4,1.0,"PWM, Ethernet, I2C",7.28,0.795,77,3.3,QFN,2012,Wearable
Nordic Semiconductor,NOR-MCU85024,ARM Cortex-M4,32,256,1,0.0,"UART, I2C",8.01,0.069,61,5.0,QFN,2007,Medical
Espressif,ESP-MCU85025,RISC-V,480,128,1,0.0,"I2C, SPI, Ethernet, USB",2.8,1.161,23,3.3,BGA,2020,Consumer
Microchip,MIC-MCU85026,ARM Cortex-M7,8,2048,16,0.0,"I2C, SPI, UART, Ethernet",6.61,0.169,32,2.5,SOIC,2015,Industrial
Analog Devices,ANA-MCU85027,AVR 8-bit,48,256,1,4.0,"SPI, I2C, USB, Ethernet",10.31,1.369,52,3.3,LQFP,2019,Automotive
Silicon Labs,SIL-MCU85028,ARM Cortex-M0,32,16,128,2.0,"UART, I2C, USB, Ethernet",10.17,0.743,71,2.5,LQFP,2024,Medical
Texas Instruments,TEX-MCU85029,ARM Cortex-M7,200,32,32,0.5,"PWM, Ethernet, USB, SPI",11.33,1.134,47,2.5,LQFP,2024,Industrial
Nordic Semiconductor,NOR-MCU85030,RISC-V,120,128,32,1.0,"SPI, UART, CAN, PWM, USB",11.75,0.19,15,3.3,TSSOP,2005,IoT
Infineon,INF-MCU85031,ARM Cortex-M0,8,1024,32,4.0,"PWM, CAN",3.88,0.251,13,1.8,DIP,2013,Industrial
STMicroelectronics,STM-MCU85032,ARM Cortex-M4,8,64,1,0.0,"I2C, SPI, UART, CAN",8.89,0.058,15,1.8,TSSOP,2016,IoT
Renesas,REN-MCU85033,MIPS32,240,64,32,0.0,"SPI, Ethernet, USB",7.85,0.333,51,2.5,SOIC,2017,IoT
STMicroelectronics,STM-MCU85034,ARM Cortex-M7,32,1024,64,1.0,"I2C, SPI, UART, USB, PWM",4.9,0.313,80,1.8,BGA,2007,Consumer
STMicroelectronics,STM-MCU85035,RISC-V,168,32,64,2.0,"PWM, CAN, I2C, UART, USB",9.74,1.46,56,5.0,TSSOP,2016,Industrial
Silicon Labs,SIL-MCU85036,RISC-V,8,16,256,0.5,"SPI, I2C, PWM, UART",3.76,0.544,22,5.0,QFN,2024,Wearable
Silicon Labs,SIL-MCU85037,8051,48,32,32,2.0,"Ethernet, USB",4.59,0.359,96,5.0,BGA,2012,Medical
Infineon,INF-MCU85038,RISC-V,240,32,2,8.0,"USB, Ethernet, I2C, PWM",1.46,0.259,76,2.5,LQFP,2017,IoT
Renesas,REN-MCU85039,ARM Cortex-M7,120,256,32,0.5,"I2C, CAN, PWM",2.59,0.824,18,2.5,DIP,2005,Medical
Renesas,REN-MCU85040,ARM Cortex-M0,168,128,256,4.0,"UART, SPI, CAN, I2C",8.49,0.158,30,1.8,LQFP,2023,Industrial
STMicroelectronics,STM-MCU85041,ARM Cortex-M0,32,16,2,4.0,"PWM, CAN, UART",7.73,1.163,50,1.8,DIP,2011,IoT
Infineon,INF-MCU85042,ARM Cortex-M3,200,32,32,2.0,"CAN, Ethernet",1.24,1.21,78,5.0,DIP,2006,Medical
STMicroelectronics,STM-MCU85043,MIPS32,72,128,64,2.0,"Ethernet, I2C, SPI",10.67,0.532,54,3.3,DIP,2024,IoT
Infineon,INF-MCU85044,MIPS32,240,512,64,8.0,"CAN, USB, I2C",5.93,0.207,78,3.3,DIP,2015,Medical
Nordic Semiconductor,NOR-MCU85045,8051,32,32,1,1.0,"SPI, Ethernet",10.67,1.437,10,2.5,DIP,2013,Industrial
Infineon,INF-MCU85046,ARM Cortex-M3,72,32,64,0.5,"Ethernet, USB, I2C, UART, SPI",4.44,0.888,8,1.8,LQFP,2021,IoT
Espressif,ESP-MCU85047,ARM Cortex-M7,480,2048,32,1.0,"Ethernet, I2C, USB",5.38,1.16,63,5.0,DIP,2013,Consumer
Espressif,ESP-MCU85048,ARM Cortex-M3,8,256,64,8.0,"PWM, CAN, UART, USB, Ethernet",3.53,0.123,36,2.5,QFN,2011,Medical
Infineon,INF-MCU85049,ARM Cortex-M0,32,32,16,0.5,"UART, Ethernet, CAN, SPI, USB",4.83,0.819,14,2.5,QFN,2024,Medical
STMicroelectronics,STM-MCU85050,ARM Cortex-M3,8,256,4,8.0,"USB, SPI, CAN",1.97,0.11,24,3.3,SOIC,2013,Industrial
Espressif,ESP-MCU85051,ARM Cortex-M3,200,64,2,0.0,"USB, I2C, SPI, CAN, PWM",2.66,0.296,59,1.8,LQFP,2014,Industrial
Nordic Semiconductor,NOR-MCU85052,ARM Cortex-M7,48,16,64,8.0,"SPI, PWM",3.25,1.077,78,5.0,DIP,2023,Industrial
Microchip,MIC-MCU85053,MIPS32,72,512,8,4.0,"SPI, Ethernet, USB",5.44,0.124,15,5.0,LQFP,2013,Automotive
Espressif,ESP-MCU85054,8051,480,32,1,0.5,"I2C, PWM, CAN",6.8,1.175,42,3.3,SOIC,2020,Automotive
STMicroelectronics,STM-MCU85055,ARM Cortex-M4,48,2048,4,0.0,"I2C, PWM, UART",6.95,0.769,90,1.8,LQFP,2006,Wearable
Renesas,REN-MCU85056,ARM Cortex-M7,8,16,1,0.5,"USB, PWM, I2C, UART",3.42,0.577,48,2.5,BGA,2020,IoT
Silicon Labs,SIL-MCU85057,RISC-V,480,128,8,0.0,"I2C, UART",3.89,0.688,20,1.8,QFN,2008,IoT
Espressif,ESP-MCU85058,MIPS32,200,2048,512,1.0,"USB, Ethernet, I2C",2.85,0.554,51,2.5,LQFP,2014,Wearable
Nordic Semiconductor,NOR-MCU85059,MIPS32,120,32,1,1.0,"USB, CAN",7.51,0.234,6,1.8,LQFP,2022,Consumer
Infineon,INF-MCU85060,MIPS32,200,32,4,8.0,"USB, PWM, CAN, SPI, I2C",0.58,0.303,20,1.8,DIP,2021,Medical
STMicroelectronics,STM-MCU85061,8051,8,1024,4,1.0,"I2C, USB, CAN, UART",8.22,0.27,83,5.0,LQFP,2009,Wearable
Texas Instruments,TEX-MCU85062,ARM Cortex-M7,32,2048,16,8.0,"SPI, CAN, UART",7.64,0.693,8,2.5,TSSOP,2015,Medical
