Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Texas Instruments,TEX-MCU150000,8051,32,64,32,0.5,"I2C, CAN, SPI",6.1,0.952,29,1.8,DIP,2008,Industrial
Texas Instruments,TEX-MCU150001,8051,48,2048,64,4.0,"I2C, SPI, USB",6.54,1.277,45,5.0,LQFP,2021,Medical
Infineon,INF-MCU150002,MIPS32,120,512,64,2.0,"I2C, UART, CAN, Ethernet, PWM",1.38,0.114,94,5.0,SOIC,2018,Consumer
Texas Instruments,TEX-MCU150003,ARM Cortex-M7,32,2048,512,0.5,"CAN, Ethernet, UART",6.15,0.146,54,2.5,LQFP,2020,IoT
NXP,NXP-MCU150004,RISC-V,240,1024,8,1.0,"USB, SPI, PWM, Ethernet, CAN",8.97,0.152,13,5.0,DIP,2014,Medical
NXP,NXP-MCU150005,RISC-V,120,512,4,2.0,"UART, SPI, USB, CAN, I2C",5.43,1.036,49,1.8,DIP,2005,Automotive
Microchip,MIC-MCU150006,ARM Cortex-M4,120,16,256,1.0,"Ethernet, I2C",2.11,0.445,72,1.8,LQFP,2009,Medical
Microchip,MIC-MCU150007,8051,72,2048,512,0.0,"USB, PWM, SPI, I2C",1.18,0.578,77,2.5,DIP,2005,Wearable
Nordic Semiconductor,NOR-MCU150008,ARM Cortex-M7,72,16,8,8.0,"Ethernet, UART, SPI, PWM",8.09,1.165,80,1.8,SOIC,2015,Automotive
Espressif,ESP-MCU150009,MIPS32,72,128,1,0.0,"PWM, Ethernet, USB, SPI",7.65,0.422,76,2.5,QFN,2018,Consumer
Espressif,ESP-MCU150010,ARM Cortex-M7,16,2048,2,0.5,"PWM, USB",4.33,0.141,45,2.5,QFN,2007,Medical
STMicroelectronics,STM-MCU150011,MIPS32,120,1024,256,2.0,"PWM, I2C, Ethernet",10.42,0.225,46,5.0,SOIC,2013,Automotive
