Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Espressif,ESP-MCU425000,ARM Cortex-M0,48,32,128,0.5,"I2C, SPI",4.39,0.313,37,2.5,LQFP,2022,Wearable
Silicon Labs,SIL-MCU425001,RISC-V,16,256,4,0.0,"Ethernet, CAN, SPI, I2C",4.55,1.354,51,5.0,BGA,2011,Wearable
Renesas,REN-MCU425002,8051,48,128,1,4.0,"USB, I2C",2.97,1.211,47,5.0,LQFP,2011,IoT
STMicroelectronics,STM-MCU425003,RISC-V,48,512,8,2.0,"UART, PWM, CAN, Ethernet, USB",2.73,0.908,30,1.8,QFN,2022,Wearable
Renesas,REN-MCU425004,ARM Cortex-M3,480,32,1,8.0,"PWM, UART, CAN",11.07,0.368,45,1.8,DIP,2019,Wearable
Analog Devices,ANA-MCU425005,RISC-V,480,128,32,2.0,"PWM, Ethernet",4.19,0.646,10,2.5,DIP,2021,IoT
NXP,NXP-MCU425006,8051,480,1024,512,0.5,"PWM, CAN, SPI, I2C, USB",7.61,0.911,76,1.8,LQFP,2022,Medical
Renesas,REN-MCU425007,ARM Cortex-M0,168,16,64,2.0,"CAN, UART, I2C, PWM, SPI",3.2,0.509,22,5.0,SOIC,2016,Wearable
Espressif,ESP-MCU425008,MIPS32,240,512,2,8.0,"I2C, USB, Ethernet, PWM, CAN",3.86,0.709,95,5.0,QFN,2014,Medical
NXP,NXP-MCU425009,ARM Cortex-M7,16,16,32,2.0,"PWM, SPI",4.7,0.959,43,2.5,SOIC,2023,Consumer
Infineon,INF-MCU425010,RISC-V,8,32,256,0.0,"PWM, SPI, CAN, USB",4.22,0.762,37,2.5,SOIC,2012,IoT
NXP,NXP-MCU425011,AVR 8-bit,48,64,4,0.0,"I2C, Ethernet, SPI, CAN",8.87,1.107,75,2.5,QFN,2012,Automotive
Analog Devices,ANA-MCU425012,RISC-V,120,1024,16,0.0,"USB, Ethernet, CAN",8.58,0.61,87,5.0,QFN,2012,Consumer
Microchip,MIC-MCU425013,ARM Cortex-M3,120,2048,8,4.0,"USB, I2C, CAN",2.25,0.114,19,3.3,DIP,2023,Wearable
Infineon,INF-MCU425014,ARM Cortex-M7,240,16,32,4.0,"CAN, I2C",4.41,1.41,7,1.8,QFN,2021,IoT
Microchip,MIC-MCU425015,ARM Cortex-M0,480,16,1,2.0,"SPI, USB, UART, CAN, Ethernet",0.59,0.527,97,3.3,SOIC,2009,Medical
Renesas,REN-MCU425016,RISC-V,168,32,32,0.5,"UART, SPI, PWM",10.54,0.187,90,1.8,BGA,2009,Industrial
Analog Devices,ANA-MCU425017,ARM Cortex-M0,48,512,1,4.0,"CAN, UART, I2C, USB, PWM",5.67,0.712,83,5.0,SOIC,2016,Consumer
Infineon,INF-MCU425018,8051,32,256,4,1.0,"I2C, Ethernet",11.71,0.012,94,5.0,TSSOP,2016,IoT
Analog Devices,ANA-MCU425019,8051,240,16,8,2.0,"CAN, PWM, Ethernet, UART, SPI",10.69,0.041,6,3.3,TSSOP,2014,Automotive
STMicroelectronics,STM-MCU425020,ARM Cortex-M3,480,128,1,0.0,"Ethernet, PWM, UART, SPI, CAN",11.68,0.424,92,2.5,BGA,2008,Medical
Espressif,ESP-MCU425021,AVR 8-bit,48,32,32,0.5,"I2C, USB, PWM",7.26,0.878,30,2.5,TSSOP,2019,Consumer
Infineon,INF-MCU425022,ARM Cortex-M0,240,64,16,1.0,"CAN, UART, I2C",2.08,0.56,20,1.8,TSSOP,2013,Industrial
Texas Instruments,TEX-MCU425023,AVR 8-bit,200,64,4,0.0,"PWM, CAN, I2C",0.66,1.003,33,1.8,LQFP,2022,Consumer
Silicon Labs,SIL-MCU425024,ARM Cortex-M4,32,128,1,2.0,"USB, I2C, SPI, Ethernet",3.64,0.19,24,3.3,BGA,2010,IoT
Renesas,REN-MCU425025,ARM Cortex-M7,32,256,32,8.0,"Ethernet, I2C",10.34,0.131,16,5.0,LQFP,2009,Wearable
Espressif,ESP-MCU425026,ARM Cortex-M4,8,1024,1,8.0,"SPI, PWM",9.79,1.119,85,3.3,BGA,2006,Industrial
Analog Devices,ANA-MCU425027,RISC-V,120,16,16,0.0,"PWM, UART, CAN, USB",3.65,0.787,32,5.0,QFN,2020,IoT
STMicroelectronics,STM-MCU425028,ARM Cortex-M4,240,256,64,4.0,"CAN, SPI, Ethernet",8.46,1.011,29,5.0,TSSOP,2018,Medical
Analog Devices,ANA-MCU425029,RISC-V,120,512,8,8.0,"I2C, Ethernet, UART",6.12,0.633,93,5.0,SOIC,2013,Industrial
Nordic Semiconductor,NOR-MCU425030,8051,72,128,8,1.0,"USB, SPI, Ethernet",3.06,1.306,92,1.8,QFN,2019,Industrial
Silicon Labs,SIL-MCU425031,AVR 8-bit,72,2048,16,2.0,"USB, SPI, CAN",8.62,0.897,55,1.8,BGA,2022,Wearable
