Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Infineon,INF-MCU05000,AVR 8-bit,8,128,256,0.0,"Ethernet, SPI",8.04,1.175,86,3.3,DIP,2007,Wearable
Analog Devices,ANA-MCU05001,ARM Cortex-M4,480,16,256,2.0,"USB, PWM, I2C, UART, SPI",0.98,0.535,20,1.8,QFN,2009,IoT
Infineon,INF-MCU05002,MIPS32,480,256,64,8.0,"CAN, SPI",8.44,1.019,84,2.5,LQFP,2020,Medical
Silicon Labs,SIL-MCU05003,RISC-V,240,1024,4,0.0,"SPI, USB, UART, I2C, Ethernet",5.92,0.766,65,5.0,BGA,2005,Industrial
Infineon,INF-MCU05004,AVR 8-bit,168,128,64,4.0,"Ethernet, SPI, PWM",3.87,0.598,95,1.8,QFN,2009,Automotive
Microchip,MIC-MCU05005,ARM Cortex-M0,72,256,4,0.0,"CAN, I2C",3.75,0.27,62,3.3,SOIC,2019,Consumer
Infineon,INF-MCU05006,RISC-V,120,64,1,2.0,"Ethernet, PWM",4.88,0.632,38,2.5,DIP,2017,Medical
Texas Instruments,TEX-MCU05007,8051,32,2048,512,0.5,"Ethernet, CAN, UART, SPI",6.35,0.512,84,3.3,BGA,2014,Industrial
Texas Instruments,TEX-MCU05008,ARM Cortex-M0,168,256,8,8.0,"I2C, UART, USB, PWM, SPI",7.61,1.274,16,3.3,TSSOP,2011,IoT
Espressif,ESP-MCU05009,AVR 8-bit,48,1024,8,2.0,"Ethernet, CAN, UART, SPI, I2C",3.68,0.609,15,3.3,BGA,2016,Industrial
NXP,NXP-MCU05010,AVR 8-bit,32,128,128,1.0,"USB, I2C, SPI, Ethernet",1.38,1.121,65,5.0,QFN,2021,Consumer
Renesas,REN-MCU05011,RISC-V,480,128,32,8.0,"CAN, Ethernet, USB, SPI",2.04,1.448,46,2.5,LQFP,2011,Consumer
Infineon,INF-MCU05012,ARM Cortex-M4,72,256,1,1.0,"Ethernet, SPI",8.92,1.234,72,5.0,SOIC,2012,Automotive
