Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
NXP,NXP-MCU290000,8051,16,512,1,0.5,"SPI, USB, Ethernet",1.84,0.323,32,5.0,DIP,2007,Industrial
STMicroelectronics,STM-MCU290001,ARM Cortex-M0,8,16,256,2.0,"CAN, SPI, USB, I2C, UART",3.74,0.575,94,2.5,SOIC,2019,Industrial
Nordic Semiconductor,NOR-MCU290002,8051,120,32,2,2.0,"CAN, USB",7.75,0.139,92,1.8,QFN,2018,IoT
Texas Instruments,TEX-MCU290003,MIPS32,120,2048,64,0.5,"USB, Ethernet, CAN, SPI",11.56,0.717,17,2.5,QFN,2024,Consumer
NXP,NXP-MCU290004,8051,48,512,128,8.0,"SPI, UART",4.0,0.542,53,2.5,BGA,2008,Consumer
STMicroelectronics,STM-MCU290005,RISC-V,48,32,2,4.0,"CAN, PWM, SPI, USB",6.94,0.693,88,1.8,LQFP,2007,Wearable
Texas Instruments,TEX-MCU290006,ARM Cortex-M7,200,128,256,0.5,"CAN, USB",5.65,0.613,26,1.8,LQFP,2006,Medical
Silicon Labs,SIL-MCU290007,ARM Cortex-M0,32,32,4,2.0,"UART, I2C, USB",4.05,0.554,80,5.0,SOIC,2017,Consumer
Analog Devices,ANA-MCU290008,RISC-V,32,32,512,0.0,"Ethernet, CAN, SPI",3.84,0.536,89,1.8,LQFP,2017,Consumer
NXP,NXP-MCU290009,MIPS32,32,16,512,1.0,"PWM, Ethernet, I2C, SPI, USB",0.9,0.213,38,3.3,SOIC,2007,IoT
Renesas,REN-MCU290010,ARM Cortex-M7,72,512,512,2.0,"CAN, PWM, Ethernet, UART",5.53,0.591,57,3.3,LQFP,2013,Wearable
Renesas,REN-MCU290011,ARM Cortex-M0,200,128,16,0.5,"PWM, I2C, Ethernet, SPI, CAN",10.93,1.166,18,2.5,TSSOP,2005,Automotive
Texas Instruments,TEX-MCU290012,MIPS32,32,64,4,2.0,"PWM, Ethernet, CAN, SPI",9.77,1.375,66,2.5,QFN,2015,Automotive
STMicroelectronics,STM-MCU290013,RISC-V,200,128,1,1.0,"I2C, SPI, UART",7.1,1.172,28,2.5,TSSOP,2010,Wearable
Renesas,REN-MCU290014,MIPS32,72,256,64,4.0,"Ethernet, SPI",7.21,0.164,68,1.8,LQFP,2021,Automotive
Infineon,INF-MCU290015,8051,72,16,16,2.0,"Ethernet, SPI",3.01,0.367,68,3.3,LQFP,2015,Medical
STMicroelectronics,STM-MCU290016,ARM Cortex-M3,480,32,1,4.0,"I2C, SPI, USB, CAN, Ethernet",4.07,0.322,60,3.3,LQFP,2016,Medical
Nordic Semiconductor,NOR-MCU290017,8051,8,64,16,2.0,"PWM, UART",7.3,0.552,11,1.8,LQFP,2015,Wearable
Renesas,REN-MCU290018,AVR 8-bit,168,256,4,2.0,"PWM, CAN, SPI, Ethernet, USB",2.4,0.686,85,3.3,QFN,2024,Automotive
NXP,NXP-MCU290019,ARM Cortex-M0,240,2048,64,2.0,"I2C, USB, CAN",11.29,0.475,78,3.3,LQFP,2011,Automotive
NXP,NXP-MCU290020,RISC-V,8,2048,32,0.0,"USB, UART, PWM, SPI, I2C",5.12,1.012,41,3.3,TSSOP,2009,IoT
