Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Silicon Labs,SIL-MCU260000,ARM Cortex-M3,240,256,4,4.0,"SPI, CAN, USB, PWM, UART",6.8,0.448,93,1.8,SOIC,2007,Wearable
Nordic Semiconductor,NOR-MCU260001,ARM Cortex-M7,32,32,128,1.0,"UART, USB, CAN, Ethernet, I2C",5.77,0.252,12,1.8,DIP,2020,Wearable
Infineon,INF-MCU260002,AVR 8-bit,8,2048,32,2.0,"I2C, PWM, Ethernet",10.73,1.371,55,3.3,LQFP,2023,Automotive
Nordic Semiconductor,NOR-MCU260003,ARM Cortex-M7,16,64,256,1.0,"CAN, I2C",11.72,1.201,96,5.0,QFN,2013,Consumer
Espressif,ESP-MCU260004,ARM Cortex-M4,32,32,4,2.0,"PWM, Ethernet, SPI, I2C",0.65,0.839,29,5.0,DIP,2006,Consumer
STMicroelectronics,STM-MCU260005,AVR 8-bit,120,32,256,1.0,"Ethernet, SPI, I2C, UART",8.53,0.465,92,3.3,SOIC,2020,Consumer
Texas Instruments,TEX-MCU260006,MIPS32,240,2048,32,8.0,"UART, Ethernet, PWM",8.01,0.04,9,2.5,TSSOP,2023,Industrial
Texas Instruments,TEX-MCU260007,ARM Cortex-M7,32,1024,32,0.0,"PWM, SPI, CAN",0.85,1.427,14,2.5,TSSOP,2018,Wearable
Renesas,REN-MCU260008,ARM Cortex-M3,480,2048,16,2.0,"SPI, Ethernet, I2C",1.27,1.4,45,5.0,DIP,2022,Consumer
Nordic Semiconductor,NOR-MCU260009,ARM Cortex-M4,200,2048,128,0.5,"SPI, USB, I2C, UART",8.67,0.264,70,1.8,BGA,2012,Consumer
Infineon,INF-MCU260010,8051,200,1024,128,8.0,"SPI, PWM, I2C, Ethernet",5.54,0.996,41,3.3,DIP,2007,Consumer
Nordic Semiconductor,NOR-MCU260011,RISC-V,32,32,1,8.0,"CAN, SPI, USB, PWM, UART",11.3,0.095,24,1.8,LQFP,2019,Medical
NXP,NXP-MCU260012,AVR 8-bit,168,16,256,8.0,"SPI, USB",1.8,1.116,51,2.5,SOIC,2005,Industrial
NXP,NXP-MCU260013,ARM Cortex-M0,72,32,256,0.0,"PWM, CAN",6.78,0.653,22,5.0,BGA,2012,Wearable
NXP,NXP-MCU260014,8051,32,1024,16,0.0,"UART, SPI, CAN",8.28,0.276,44,1.8,BGA,2017,Automotive
Analog Devices,ANA-MCU260015,ARM Cortex-M7,480,512,16,0.0,"PWM, Ethernet, SPI",4.36,0.099,52,1.8,LQFP,2021,Medical
Espressif,ESP-MCU260016,RISC-V,168,16,4,0.5,"CAN, UART, Ethernet, PWM",0.92,0.732,21,2.5,DIP,2021,Automotive
Analog Devices,ANA-MCU260017,AVR 8-bit,200,256,16,4.0,"Ethernet, USB, CAN, UART, SPI",2.26,0.883,44,1.8,SOIC,2017,Industrial
Microchip,MIC-MCU260018,ARM Cortex-M0,240,1024,1,0.0,"USB, UART",11.27,0.636,99,5.0,TSSOP,2006,Wearable
Silicon Labs,SIL-MCU260019,MIPS32,48,1024,2,0.5,"UART, USB, CAN",4.94,0.12,66,5.0,BGA,2014,Automotive
Analog Devices,ANA-MCU260020,MIPS32,48,1024,128,8.0,"CAN, Ethernet, USB, UART",1.32,0.976,96,3.3,SOIC,2013,Medical
NXP,NXP-MCU260021,MIPS32,200,512,64,4.0,"SPI, PWM, I2C, UART",1.89,1.454,33,3.3,TSSOP,2020,Medical
Espressif,ESP-MCU260022,ARM Cortex-M0,48,128,128,4.0,"PWM, SPI, I2C, Ethernet",11.5,1.464,67,5.0,QFN,2019,IoT
Silicon Labs,SIL-MCU260023,ARM Cortex-M0,240,2048,512,0.5,"Ethernet, SPI, UART, CAN, PWM",10.9,1.006,22,3.3,DIP,2016,Consumer
Texas Instruments,TEX-MCU260024,AVR 8-bit,16,16,16,0.0,"CAN, USB, UART, Ethernet, PWM",10.03,1.184,77,1.8,SOIC,2011,Automotive
STMicroelectronics,STM-MCU260025,8051,16,2048,32,0.5,"PWM, Ethernet, SPI, UART, I2C",6.75,1.033,82,1.8,BGA,2015,Wearable
Texas Instruments,TEX-MCU260026,RISC-V,200,512,4,4.0,"USB, PWM, Ethernet, UART, SPI",11.34,0.391,37,3.3,BGA,2017,Wearable
Analog Devices,ANA-MCU260027,RISC-V,240,32,1,0.0,"I2C, Ethernet, CAN, PWM, UART",8.46,0.828,36,2.5,LQFP,2021,Wearable
Silicon Labs,SIL-MCU260028,ARM Cortex-M7,120,1024,2,8.0,"USB, SPI",3.68,0.878,91,2.5,DIP,2017,Automotive
Nordic Semiconductor,NOR-MCU260029,AVR 8-bit,8,512,1,0.0,"SPI, CAN",4.36,0.069,37,1.8,SOIC,2023,Automotive
Infineon,INF-MCU260030,ARM Cortex-M4,32,1024,32,2.0,"Ethernet, USB, UART, PWM, I2C",6.82,0.824,65,5.0,DIP,2022,Wearable
Microchip,MIC-MCU260031,RISC-V,200,1024,4,0.5,"I2C, USB, PWM, Ethernet",8.01,0.498,6,5.0,BGA,2018,Automotive
Microchip,MIC-MCU260032,8051,48,512,512,0.0,"USB, PWM, CAN, SPI",11.36,1.208,93,3.3,SOIC,2010,Medical
Espressif,ESP-MCU260033,ARM Cortex-M7,120,64,4,4.0,"I2C, UART, USB, SPI, CAN",3.5,0.733,31,2.5,TSSOP,2011,Wearable
Renesas,REN-MCU260034,AVR 8-bit,48,32,128,0.5,"I2C, UART",5.36,1.467,6,2.5,LQFP,2010,Consumer
Infineon,INF-MCU260035,ARM Cortex-M0,8,32,64,4.0,"UART, PWM, Ethernet, CAN",5.51,0.12,83,1.8,DIP,2020,IoT
NXP,NXP-MCU260036,RISC-V,240,16,1,4.0,"I2C, UART",11.31,1.054,59,5.0,QFN,2015,Wearable
NXP,NXP-MCU260037,ARM Cortex-M4,72,1024,128,0.5,"Ethernet, SPI, PWM",11.49,1.304,39,1.8,SOIC,2020,Medical
Renesas,REN-MCU260038,ARM Cortex-M0,200,16,64,1.0,"USB, I2C, UART, Ethernet, SPI",2.03,0.781,52,5.0,QFN,2011,Automotive
Texas Instruments,TEX-MCU260039,8051,32,16,4,4.0,"I2C, USB, UART, SPI",8.18,1.398,49,5.0,QFN,2006,IoT
Texas Instruments,TEX-MCU260040,ARM Cortex-M7,120,256,256,4.0,"USB, UART, SPI, PWM, Ethernet",7.09,1.434,11,3.3,TSSOP,2006,Wearable
Texas Instruments,TEX-MCU260041,ARM Cortex-M0,16,1024,4,1.0,"SPI, CAN, Ethernet, I2C, PWM",1.85,1.45,25,3.3,BGA,2015,Automotive
Silicon Labs,SIL-MCU260042,AVR 8-bit,168,128,512,8.0,"CAN, SPI, PWM, UART, Ethernet",1.64,0.975,38,2.5,TSSOP,2010,Automotive
Analog Devices,ANA-MCU260043,ARM Cortex-M0,48,256,16,8.0,"I2C, CAN",10.83,0.493,91,1.8,DIP,2013,Automotive
Nordic Semiconductor,NOR-MCU260044,ARM Cortex-M3,16,2048,512,0.5,"UART, USB, Ethernet",1.97,0.147,66,1.8,DIP,2014,Consumer
STMicroelectronics,STM-MCU260045,ARM Cortex-M0,32,128,16,1.0,"Ethernet, CAN",10.58,0.139,23,5.0,BGA,2011,Industrial
Renesas,REN-MCU260046,ARM Cortex-M7,120,1024,64,4.0,"PWM, CAN, USB, UART, SPI",7.19,1.022,53,5.0,TSSOP,2020,Consumer
STMicroelectronics,STM-MCU260047,AVR 8-bit,120,16,64,0.5,"Ethernet, UART, CAN, USB, I2C",2.81,0.386,22,3.3,LQFP,2016,Wearable
Renesas,REN-MCU260048,MIPS32,16,128,64,2.0,"Ethernet, SPI, PWM",6.37,1.48,73,2.5,DIP,2019,Wearable
STMicroelectronics,STM-MCU260049,8051,168,512,2,4.0,"SPI, CAN",10.99,0.134,64,2.5,LQFP,2010,Medical
