Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Nordic Semiconductor,NOR-MCU155000,ARM Cortex-M0,240,16,2,0.0,"SPI, I2C",7.74,0.419,9,1.8,BGA,2021,Industrial
NXP,NXP-MCU155001,ARM Cortex-M3,120,128,4,0.5,"PWM, SPI",6.5,0.28,49,2.5,DIP,2021,Wearable
Microchip,MIC-MCU155002,ARM Cortex-M7,480,2048,512,0.5,"Ethernet, CAN, I2C, SPI",7.64,1.042,60,3.3,LQFP,2009,IoT
Renesas,REN-MCU155003,8051,48,128,2,0.5,"Ethernet, I2C",1.22,1.442,79,1.8,SOIC,2008,Consumer
Texas Instruments,TEX-MCU155004,AVR 8-bit,120,256,64,0.0,"PWM, USB, Ethernet, I2C, UART",6.71,0.093,28,3.3,DIP,2005,Industrial
NXP,NXP-MCU155005,ARM Cortex-M0,480,32,512,0.5,"USB, I2C, Ethernet",6.2,0.543,56,3.3,DIP,2022,Consumer
NXP,NXP-MCU155006,MIPS32,72,1024,8,0.0,"SPI, PWM, Ethernet",11.66,0.657,94,5.0,SOIC,2019,Consumer
NXP,NXP-MCU155007,MIPS32,480,128,1,4.0,"PWM, SPI, Ethernet, CAN",11.2,0.581,76,2.5,LQFP,2013,Industrial
Renesas,REN-MCU155008,AVR 8-bit,32,256,2,0.0,"UART, CAN, PWM",2.69,0.382,41,2.5,QFN,2015,Industrial
Espressif,ESP-MCU155009,ARM Cortex-M7,168,32,2,0.0,"UART, I2C",8.46,0.531,75,2.5,QFN,2006,Medical
STMicroelectronics,STM-MCU155010,ARM Cortex-M4,8,16,2,1.0,"PWM, CAN, USB, UART, I2C",7.44,0.911,90,3.3,LQFP,2007,Medical
NXP,NXP-MCU155011,ARM Cortex-M0,16,512,128,0.5,"Ethernet, CAN, PWM",0.98,0.31,22,1.8,TSSOP,2012,Industrial
