Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Microchip,MIC-MCU280000,RISC-V,240,2048,512,2.0,"CAN, PWM, SPI",5.44,0.723,87,2.5,LQFP,2018,Medical
NXP,NXP-MCU280001,RISC-V,200,32,64,4.0,"PWM, CAN, SPI",9.28,0.951,31,3.3,SOIC,2006,Automotive
Espressif,ESP-MCU280002,ARM Cortex-M0,72,16,64,1.0,"USB, UART, CAN",6.53,1.255,73,1.8,QFN,2022,Consumer
Nordic Semiconductor,NOR-MCU280003,AVR 8-bit,200,32,16,1.0,"USB, PWM",6.83,0.545,82,5.0,SOIC,2019,Medical
STMicroelectronics,STM-MCU280004,8051,200,32,8,0.0,"PWM, Ethernet, SPI, UART, CAN",1.28,0.249,21,2.5,BGA,2021,IoT
STMicroelectronics,STM-MCU280005,ARM Cortex-M3,168,1024,64,0.0,"USB, CAN, Ethernet, PWM, SPI",7.95,1.009,17,3.3,SOIC,2020,Consumer
Infineon,INF-MCU280006,ARM Cortex-M3,168,32,8,0.0,"CAN, USB",3.44,0.353,45,3.3,DIP,2005,Automotive
Nordic Semiconductor,NOR-MCU280007,ARM Cortex-M7,16,2048,16,1.0,"CAN, PWM, SPI, I2C, Ethernet",7.55,0.235,74,5.0,SOIC,2014,Industrial
Nordic Semiconductor,NOR-MCU280008,ARM Cortex-M7,480,2048,32,4.0,"USB, UART, Ethernet",7.09,0.443,48,3.3,SOIC,2014,IoT
STMicroelectronics,STM-MCU280009,8051,72,2048,512,0.0,"I2C, USB, UART, PWM, Ethernet",8.26,0.187,97,2.5,SOIC,2022,Automotive
NXP,NXP-MCU280010,8051,240,16,128,1.0,"I2C, USB, PWM",8.2,1.46,62,2.5,QFN,2019,Wearable
Nordic Semiconductor,NOR-MCU280011,8051,168,128,1,0.0,"PWM, UART, USB, Ethernet, I2C",4.39,1.328,27,2.5,DIP,2023,Automotive
Nordic Semiconductor,NOR-MCU280012,ARM Cortex-M7,16,128,16,0.5,"Ethernet, USB, PWM, CAN, I2C",6.29,0.067,59,3.3,SOIC,2022,Industrial
STMicroelectronics,STM-MCU280013,ARM Cortex-M0,32,16,64,0.0,"SPI, I2C, Ethernet, CAN, USB",8.22,0.535,60,5.0,BGA,2012,IoT
Silicon Labs,SIL-MCU280014,8051,16,16,8,1.0,"CAN, I2C",3.42,0.812,56,3.3,SOIC,2020,Medical
Infineon,INF-MCU280015,MIPS32,32,16,4,2.0,"CAN, USB, PWM",10.47,0.513,59,5.0,LQFP,2019,Consumer
Espressif,ESP-MCU280016,AVR 8-bit,120,2048,8,0.0,"USB, I2C, PWM, Ethernet, CAN",9.92,0.941,82,3.3,LQFP,2016,Medical
Renesas,REN-MCU280017,AVR 8-bit,16,2048,64,0.5,"USB, Ethernet",9.43,1.114,65,5.0,DIP,2008,Medical
Infineon,INF-MCU280018,RISC-V,32,1024,16,0.5,"I2C, UART",9.67,0.634,43,2.5,TSSOP,2018,Medical
Analog Devices,ANA-MCU280019,ARM Cortex-M3,120,512,4,4.0,"USB, UART",6.47,1.36,6,5.0,BGA,2008,Medical
Renesas,REN-MCU280020,ARM Cortex-M0,168,2048,2,4.0,"Ethernet, SPI, CAN, PWM, I2C",10.09,0.261,57,5.0,SOIC,2014,Wearable
Analog Devices,ANA-MCU280021,ARM Cortex-M4,72,32,1,2.0,"USB, CAN",0.91,0.582,59,3.3,LQFP,2023,Automotive
Renesas,REN-MCU280022,8051,8,512,32,4.0,"CAN, SPI, I2C, PWM",6.66,0.819,67,5.0,TSSOP,2005,Automotive
Silicon Labs,SIL-MCU280023,ARM Cortex-M7,200,16,1,4.0,"PWM, CAN, UART, SPI, USB",1.71,1.496,41,5.0,QFN,2015,Medical
Analog Devices,ANA-MCU280024,ARM Cortex-M3,200,16,128,1.0,"I2C, UART",11.87,0.563,47,3.3,SOIC,2006,Wearable
Renesas,REN-MCU280025,RISC-V,16,2048,16,0.0,"Ethernet, SPI, UART, PWM, USB",4.25,0.057,68,1.8,LQFP,2015,IoT
Espressif,ESP-MCU280026,ARM Cortex-M7,168,32,512,1.0,"PWM, I2C, UART, CAN, SPI",9.77,1.058,82,3.3,TSSOP,2009,IoT
Renesas,REN-MCU280027,ARM Cortex-M3,72,1024,16,2.0,"PWM, USB, Ethernet",5.65,1.468,65,2.5,LQFP,2021,Medical
Silicon Labs,SIL-MCU280028,ARM Cortex-M3,72,512,16,4.0,"Ethernet, I2C, USB, PWM, CAN",9.09,0.458,95,3.3,LQFP,2022,IoT
NXP,NXP-MCU280029,ARM Cortex-M7,48,1024,128,0.0,"PWM, I2C, UART, SPI, CAN",2.63,1.173,78,5.0,LQFP,2013,Industrial
Infineon,INF-MCU280030,MIPS32,8,512,4,8.0,"PWM, Ethernet, CAN",8.18,0.965,35,5.0,QFN,2021,IoT
STMicroelectronics,STM-MCU280031,ARM Cortex-M0,72,256,32,1.0,"UART, CAN, PWM",3.79,1.401,15,2.5,BGA,2021,Industrial
Nordic Semiconductor,NOR-MCU280032,ARM Cortex-M4,72,1024,1,4.0,"PWM, I2C, UART",7.98,0.047,93,2.5,TSSOP,2023,Industrial
NXP,NXP-MCU280033,RISC-V,48,256,1,1.0,"PWM, UART, Ethernet",6.87,1.075,29,2.5,TSSOP,2018,IoT
STMicroelectronics,STM-MCU280034,MIPS32,8,1024,2,4.0,"PWM, USB, UART, SPI, Ethernet",2.0,1.492,54,2.5,TSSOP,2017,Medical
Nordic Semiconductor,NOR-MCU280035,ARM Cortex-M4,48,512,8,1.0,"USB, UART, Ethernet",3.66,1.426,76,5.0,BGA,2015,Medical
NXP,NXP-MCU280036,ARM Cortex-M7,168,128,64,1.0,"SPI, I2C",1.95,0.118,95,1.8,DIP,2013,Medical
Texas Instruments,TEX-MCU280037,ARM Cortex-M3,8,512,256,2.0,"USB, UART, I2C",3.52,0.359,85,1.8,DIP,2014,Wearable
STMicroelectronics,STM-MCU280038,ARM Cortex-M0,8,16,8,0.5,"I2C, UART",8.94,0.249,22,1.8,BGA,2014,Medical
Espressif,ESP-MCU280039,ARM Cortex-M7,200,1024,32,0.0,"PWM, SPI, UART, I2C",11.23,0.271,81,2.5,BGA,2007,Automotive
Analog Devices,ANA-MCU280040,ARM Cortex-M3,480,32,512,0.5,"Ethernet, CAN, PWM, SPI, I2C",4.97,0.469,95,1.8,LQFP,2014,Industrial
Nordic Semiconductor,NOR-MCU280041,8051,120,2048,4,4.0,"SPI, UART, PWM, I2C",11.88,1.184,94,1.8,QFN,2009,IoT
Microchip,MIC-MCU280042,ARM Cortex-M7,200,128,8,2.0,"UART, SPI, Ethernet, USB",4.81,0.628,90,5.0,DIP,2023,Wearable
Analog Devices,ANA-MCU280043,ARM Cortex-M0,480,64,8,1.0,"Ethernet, SPI",6.93,0.106,38,1.8,LQFP,2010,Medical
Infineon,INF-MCU280044,ARM Cortex-M7,168,1024,4,4.0,"UART, USB",6.14,0.878,60,5.0,DIP,2012,Consumer
Microchip,MIC-MCU280045,RISC-V,32,32,16,0.0,"PWM, USB, SPI, I2C, CAN",4.35,0.425,35,2.5,SOIC,2009,Medical
STMicroelectronics,STM-MCU280046,ARM Cortex-M4,120,64,1,0.5,"Ethernet, PWM, I2C",5.93,1.063,29,5.0,LQFP,2023,Automotive
Espressif,ESP-MCU280047,8051,16,2048,64,1.0,"PWM, SPI, CAN",5.57,0.486,95,5.0,BGA,2006,IoT
Espressif,ESP-MCU280048,ARM Cortex-M4,8,32,64,0.5,"UART, SPI, USB",2.66,0.274,76,1.8,LQFP,2013,Industrial
Silicon Labs,SIL-MCU280049,ARM Cortex-M7,72,64,512,1.0,"Ethernet, CAN, SPI, I2C, USB",8.52,0.248,44,3.3,SOIC,2010,Automotive
NXP,NXP-MCU280050,MIPS32,72,2048,512,0.5,"PWM, UART, I2C, Ethernet, USB",3.22,1.467,52,1.8,TSSOP,2022,Industrial
Infineon,INF-MCU280051,8051,480,32,64,8.0,"UART, SPI",1.62,0.238,83,1.8,DIP,2014,Industrial
Microchip,MIC-MCU280052,ARM Cortex-M7,48,256,8,0.0,"I2C, CAN",5.07,1.379,22,3.3,LQFP,2012,IoT
Espressif,ESP-MCU280053,ARM Cortex-M7,120,64,128,8.0,"CAN, Ethernet, USB, UART, I2C",4.13,0.468,20,3.3,SOIC,2015,Industrial
Texas Instruments,TEX-MCU280054,ARM Cortex-M3,72,16,128,4.0,"PWM, Ethernet",11.81,1.062,6,1.8,TSSOP,2006,Automotive
Analog Devices,ANA-MCU280055,AVR 8-bit,72,16,256,8.0,"CAN, PWM, SPI, Ethernet",8.54,0.931,72,3.3,QFN,2013,Industrial
Texas Instruments,TEX-MCU280056,ARM Cortex-M4,32,1024,1,0.0,"Ethernet, PWM, USB",2.24,1.418,91,2.5,BGA,2009,Consumer
Analog Devices,ANA-MCU280057,ARM Cortex-M0,48,512,32,0.0,"USB, SPI, Ethernet",6.4,0.486,27,5.0,SOIC,2023,Wearable
Analog Devices,ANA-MCU280058,ARM Cortex-M4,8,1024,2,0.0,"PWM, I2C",1.76,0.373,15,5.0,SOIC,2022,Automotive
NXP,NXP-MCU280059,ARM Cortex-M0,72,32,4,8.0,"PWM, USB, Ethernet, I2C, UART",0.61,0.894,59,5.0,BGA,2012,Consumer
Renesas,REN-MCU280060,ARM Cortex-M4,480,512,8,0.5,"UART, CAN",6.38,1.298,66,5.0,SOIC,2022,Automotive
STMicroelectronics,STM-MCU280061,ARM Cortex-M0,200,2048,8,4.0,"USB, I2C, CAN, PWM",1.87,0.162,89,1.8,QFN,2009,Wearable
Renesas,REN-MCU280062,8051,72,32,512,0.5,"USB, SPI",8.48,0.991,97,1.8,QFN,2009,Automotive
Microchip,MIC-MCU280063,ARM Cortex-M7,480,128,512,0.5,"USB, SPI",9.21,0.849,20,1.8,QFN,2006,Automotive
Renesas,REN-MCU280064,ARM Cortex-M3,72,2048,512,0.5,"UART, I2C, Ethernet, USB, CAN",9.27,0.549,6,5.0,SOIC,2020,IoT
Texas Instruments,TEX-MCU280065,8051,8,1024,128,0.0,"UART, I2C, CAN, USB, Ethernet",6.51,0.864,80,2.5,TSSOP,2018,IoT
NXP,NXP-MCU280066,8051,480,16,256,0.0,"UART, CAN, PWM, SPI",11.46,1.047,87,3.3,LQFP,2005,Medical
Texas Instruments,TEX-MCU280067,ARM Cortex-M4,48,512,1,0.5,"PWM, I2C, CAN, SPI, UART",3.55,0.105,35,5.0,SOIC,2023,Medical
NXP,NXP-MCU280068,ARM Cortex-M4,48,16,4,4.0,"CAN, PWM, USB, Ethernet, UART",5.75,0.652,83,2.5,QFN,2022,Medical
Infineon,INF-MCU280069,ARM Cortex-M4,200,16,16,4.0,"SPI, CAN, PWM",6.35,0.655,42,5.0,BGA,2017,IoT
Renesas,REN-MCU280070,RISC-V,8,512,128,8.0,"PWM, I2C, UART, CAN, Ethernet",10.07,0.528,57,3.3,DIP,2006,Consumer
Espressif,ESP-MCU280071,ARM Cortex-M3,8,1024,1,0.5,"SPI, UART, CAN",9.5,0.522,51,1.8,LQFP,2021,Industrial
NXP,NXP-MCU280072,8051,120,256,1,4.0,"Ethernet, USB, I2C, CAN, UART",4.37,0.849,83,3.3,SOIC,2011,Medical
Espressif,ESP-MCU280073,MIPS32,240,512,128,0.0,"I2C, USB",10.92,0.734,30,5.0,SOIC,2014,Wearable
Infineon,INF-MCU280074,RISC-V,72,32,64,0.5,"PWM, USB, I2C",8.87,0.657,8,5.0,TSSOP,2005,IoT
Analog Devices,ANA-MCU280075,ARM Cortex-M7,240,2048,32,0.0,"I2C, PWM, UART, USB, CAN",0.69,0.114,74,3.3,LQFP,2010,Wearable
Renesas,REN-MCU280076,MIPS32,168,256,256,8.0,"CAN, UART, Ethernet",6.41,1.252,55,3.3,TSSOP,2012,Wearable
Nordic Semiconductor,NOR-MCU280077,AVR 8-bit,200,16,4,0.5,"SPI, Ethernet, UART",8.32,0.254,87,2.5,DIP,2024,Wearable
Renesas,REN-MCU280078,AVR 8-bit,200,2048,64,0.5,"Ethernet, USB, PWM",2.87,0.886,74,5.0,QFN,2022,Wearable
Nordic Semiconductor,NOR-MCU280079,MIPS32,240,64,16,2.0,"Ethernet, USB, CAN, PWM, UART",3.22,1.391,60,3.3,TSSOP,2013,Consumer
Analog Devices,ANA-MCU280080,ARM Cortex-M4,120,64,4,4.0,"PWM, I2C, Ethernet, SPI, USB",4.73,0.724,16,2.5,TSSOP,2020,Wearable
Nordic Semiconductor,NOR-MCU280081,ARM Cortex-M7,240,2048,256,1.0,"Ethernet, SPI",8.9,1.32,14,5.0,QFN,2021,Consumer
STMicroelectronics,STM-MCU280082,ARM Cortex-M0,48,256,16,8.0,"SPI, Ethernet, USB, I2C, PWM",6.82,0.602,93,1.8,DIP,2015,IoT
Texas Instruments,TEX-MCU280083,ARM Cortex-M7,240,512,2,8.0,"CAN, USB, UART",7.85,0.069,9,3.3,BGA,2014,Industrial
Renesas,REN-MCU280084,MIPS32,240,1024,2,0.0,"I2C, UART, CAN, SPI",5.6,1.109,68,2.5,SOIC,2020,Wearable
Nordic Semiconductor,NOR-MCU280085,ARM Cortex-M3,8,64,512,2.0,"UART, PWM, I2C",7.61,0.098,66,3.3,TSSOP,2008,Industrial
Infineon,INF-MCU280086,8051,48,256,512,0.0,"I2C, CAN, SPI, USB",8.68,0.513,15,3.3,BGA,2012,Automotive
Espressif,ESP-MCU280087,MIPS32,168,64,64,4.0,"PWM, SPI",1.15,0.91,51,5.0,TSSOP,2024,Medical
STMicroelectronics,STM-MCU280088,8051,200,64,8,8.0,"UART, USB, SPI",11.06,0.13,94,3.3,DIP,2008,Medical
Nordic Semiconductor,NOR-MCU280089,ARM Cortex-M0,16,2048,2,0.5,"I2C, PWM",7.7,0.317,61,3.3,SOIC,2016,IoT
Nordic Semiconductor,NOR-MCU280090,ARM Cortex-M4,72,256,1,4.0,"USB, CAN, PWM, Ethernet, UART",3.66,0.849,99,3.3,BGA,2005,Consumer
Infineon,INF-MCU280091,ARM Cortex-M4,48,16,8,0.0,"Ethernet, USB, I2C, CAN",4.32,0.935,94,5.0,TSSOP,2008,IoT
Analog Devices,ANA-MCU280092,AVR 8-bit,32,128,4,4.0,"Ethernet, PWM, USB, CAN, I2C",7.43,0.063,51,1.8,DIP,2022,Consumer
STMicroelectronics,STM-MCU280093,ARM Cortex-M3,168,2048,256,1.0,"Ethernet, SPI",1.91,0.149,23,3.3,SOIC,2015,IoT
Espressif,ESP-MCU280094,AVR 8-bit,8,16,4,4.0,"UART, USB",3.88,0.573,72,1.8,QFN,2020,IoT
Microchip,MIC-MCU280095,ARM Cortex-M0,32,512,128,0.0,"SPI, CAN",11.53,0.808,49,5.0,TSSOP,2023,Automotive
Analog Devices,ANA-MCU280096,AVR 8-bit,32,1024,128,8.0,"USB, SPI, PWM, Ethernet, CAN",9.97,0.139,33,3.3,LQFP,2020,Wearable
Espressif,ESP-MCU280097,ARM Cortex-M4,120,64,32,0.0,"I2C, UART, CAN, Ethernet, USB",6.14,1.21,37,3.3,BGA,2023,Wearable
Espressif,ESP-MCU280098,ARM Cortex-M7,16,2048,16,1.0,"SPI, CAN",11.64,1.491,28,1.8,DIP,2019,IoT
Silicon Labs,SIL-MCU280099,ARM Cortex-M7,16,16,2,1.0,"I2C, PWM, Ethernet, CAN, SPI",9.97,0.516,98,5.0,BGA,2017,IoT
Espressif,ESP-MCU280100,8051,48,64,4,0.5,"UART, I2C, Ethernet",3.92,0.092,80,2.5,SOIC,2005,Medical
Texas Instruments,TEX-MCU280101,AVR 8-bit,120,64,1,0.5,"UART, I2C, USB, SPI",11.99,0.643,63,3.3,DIP,2012,Medical
Renesas,REN-MCU280102,ARM Cortex-M7,200,512,2,8.0,"I2C, CAN, USB",8.09,0.208,40,3.3,LQFP,2007,Automotive
Espressif,ESP-MCU280103,ARM Cortex-M4,480,512,512,2.0,"Ethernet, CAN",5.52,0.812,17,1.8,LQFP,2020,Medical
STMicroelectronics,STM-MCU280104,ARM Cortex-M0,200,16,256,1.0,"CAN, SPI, UART, I2C, PWM",11.19,0.616,67,3.3,QFN,2018,Wearable
Silicon Labs,SIL-MCU280105,ARM Cortex-M7,120,32,8,4.0,"I2C, USB, SPI",7.1,1.246,56,3.3,TSSOP,2005,Wearable
Renesas,REN-MCU280106,8051,168,32,1,2.0,"CAN, PWM, USB, I2C, SPI",3.42,0.318,47,2.5,BGA,2016,Automotive
Microchip,MIC-MCU280107,AVR 8-bit,8,32,8,0.5,"I2C, USB",7.83,0.243,16,1.8,LQFP,2010,Automotive
Espressif,ESP-MCU280108,AVR 8-bit,480,64,32,4.0,"I2C, UART, USB, CAN",10.96,1.258,31,2.5,DIP,2009,Medical
Analog Devices,ANA-MCU280109,ARM Cortex-M3,48,2048,512,8.0,"I2C, UART, SPI, USB, PWM",11.54,1.218,40,3.3,DIP,2017,Automotive
Infineon,INF-MCU280110,RISC-V,200,512,16,2.0,"PWM, SPI, UART",4.55,0.563,53,1.8,QFN,2016,Wearable
STMicroelectronics,STM-MCU280111,ARM Cortex-M4,72,16,512,4.0,"Ethernet, UART, I2C, SPI",8.05,0.707,73,1.8,SOIC,2016,Wearable
Analog Devices,ANA-MCU280112,8051,16,16,16,0.0,"CAN, UART, PWM, I2C, SPI",7.17,0.539,98,2.5,BGA,2014,Wearable
Espressif,ESP-MCU280113,MIPS32,72,128,128,4.0,"PWM, I2C, USB, UART",11.85,1.469,82,1.8,BGA,2012,Medical
NXP,NXP-MCU280114,MIPS32,120,1024,16,0.5,"CAN, Ethernet",1.57,0.809,89,5.0,TSSOP,2019,Automotive
Infineon,INF-MCU280115,ARM Cortex-M7,120,64,128,8.0,"CAN, USB, PWM",8.3,0.163,47,1.8,LQFP,2011,Automotive
STMicroelectronics,STM-MCU280116,ARM Cortex-M4,32,1024,512,8.0,"USB, PWM, CAN",11.51,1.427,96,3.3,DIP,2013,Automotive
Silicon Labs,SIL-MCU280117,RISC-V,168,128,256,2.0,"Ethernet, I2C",10.83,0.357,22,1.8,LQFP,2011,Automotive
Espressif,ESP-MCU280118,8051,72,16,1,1.0,"Ethernet, UART, I2C, PWM, SPI",9.92,0.068,52,5.0,TSSOP,2005,Wearable
Silicon Labs,SIL-MCU280119,ARM Cortex-M4,48,16,8,0.0,"UART, I2C, Ethernet, SPI",6.01,0.705,86,1.8,BGA,2009,Industrial
Microchip,MIC-MCU280120,RISC-V,32,1024,512,0.5,"Ethernet, UART, USB, I2C, PWM",10.2,0.162,93,1.8,LQFP,2011,Automotive
Nordic Semiconductor,NOR-MCU280121,MIPS32,120,16,128,8.0,"SPI, CAN, PWM, Ethernet, I2C",3.87,0.392,46,1.8,BGA,2011,IoT
