Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Silicon Labs,SIL-MCU430000,MIPS32,240,2048,1,4.0,"Ethernet, UART",10.87,0.461,30,3.3,SOIC,2019,Industrial
NXP,NXP-MCU430001,ARM Cortex-M7,480,512,32,0.5,"USB, UART, Ethernet",3.7,0.595,24,2.5,SOIC,2023,Medical
Texas Instruments,TEX-MCU430002,8051,16,16,128,8.0,"PWM, I2C, UART, Ethernet",10.16,0.931,79,3.3,TSSOP,2008,Automotive
Renesas,REN-MCU430003,8051,200,512,512,0.0,"I2C, USB, CAN",3.61,1.403,76,1.8,DIP,2013,IoT
Espressif,ESP-MCU430004,MIPS32,200,64,512,1.0,"SPI, PWM",7.36,1.12,72,5.0,LQFP,2006,Industrial
Renesas,REN-MCU430005,MIPS32,200,256,32,0.0,"SPI, I2C, Ethernet, PWM",0.51,0.859,93,3.3,LQFP,2024,Automotive
Renesas,REN-MCU430006,ARM Cortex-M4,480,2048,2,2.0,"Ethernet, PWM, CAN, UART",10.66,1.395,48,1.8,BGA,2012,Medical
Espressif,ESP-MCU430007,ARM Cortex-M4,480,512,8,0.5,"CAN, Ethernet, UART",4.92,0.75,79,1.8,SOIC,2011,Automotive
Microchip,MIC-MCU430008,AVR 8-bit,240,1024,64,0.0,"UART, I2C, CAN, USB, PWM",8.88,0.627,74,5.0,LQFP,2012,Consumer
Microchip,MIC-MCU430009,RISC-V,32,32,64,8.0,"UART, PWM, USB, I2C",7.35,0.641,73,2.5,DIP,2008,Medical
Analog Devices,ANA-MCU430010,ARM Cortex-M3,32,64,512,0.5,"I2C, USB, Ethernet, SPI",4.09,1.074,87,2.5,BGA,2010,IoT
STMicroelectronics,STM-MCU430011,MIPS32,48,1024,8,0.5,"CAN, PWM, I2C",7.53,1.035,27,5.0,QFN,2009,Consumer
Nordic Semiconductor,NOR-MCU430012,ARM Cortex-M7,32,64,128,2.0,"UART, CAN, PWM",6.09,1.378,41,5.0,SOIC,2019,Medical
NXP,NXP-MCU430013,ARM Cortex-M7,480,1024,4,2.0,"PWM, I2C, SPI",8.57,1.084,73,5.0,TSSOP,2009,Consumer
Texas Instruments,TEX-MCU430014,MIPS32,120,16,1,4.0,"I2C, UART",5.48,1.317,69,5.0,DIP,2015,IoT
Nordic Semiconductor,NOR-MCU430015,MIPS32,32,512,4,0.5,"CAN, PWM, USB",1.82,0.068,12,2.5,BGA,2023,Industrial
NXP,NXP-MCU430016,AVR 8-bit,16,256,16,4.0,"SPI, Ethernet",3.61,0.882,8,5.0,SOIC,2014,IoT
Infineon,INF-MCU430017,RISC-V,200,16,32,8.0,"USB, UART",3.04,0.649,93,5.0,LQFP,2013,IoT
STMicroelectronics,STM-MCU430018,AVR 8-bit,48,2048,512,0.0,"CAN, Ethernet",10.25,0.193,75,3.3,DIP,2016,Consumer
Analog Devices,ANA-MCU430019,AVR 8-bit,16,512,256,0.0,"PWM, CAN, Ethernet, I2C",11.5,0.787,13,1.8,QFN,2009,Medical
STMicroelectronics,STM-MCU430020,AVR 8-bit,480,16,32,0.5,"UART, USB, SPI",10.78,0.959,93,2.5,LQFP,2008,Consumer
STMicroelectronics,STM-MCU430021,ARM Cortex-M4,168,32,8,8.0,"I2C, UART, USB",1.74,0.446,12,3.3,QFN,2009,Wearable
Analog Devices,ANA-MCU430022,ARM Cortex-M4,200,1024,256,8.0,"I2C, CAN, USB",4.87,0.649,79,2.5,DIP,2010,Industrial
STMicroelectronics,STM-MCU430023,RISC-V,16,512,16,0.0,"USB, I2C, Ethernet, CAN",7.94,1.443,41,3.3,SOIC,2015,Medical
Nordic Semiconductor,NOR-MCU430024,8051,16,128,256,2.0,"Ethernet, I2C, CAN, SPI, USB",9.81,1.012,41,2.5,LQFP,2019,Consumer
NXP,NXP-MCU430025,MIPS32,120,256,16,8.0,"Ethernet, USB",4.9,0.714,66,2.5,DIP,2007,IoT
Nordic Semiconductor,NOR-MCU430026,ARM Cortex-M4,200,16,32,0.0,"USB, PWM, SPI",6.75,0.059,91,5.0,SOIC,2011,Medical
Microchip,MIC-MCU430027,ARM Cortex-M4,120,128,2,4.0,"Ethernet, CAN, UART, I2C",4.6,0.823,72,3.3,SOIC,2019,Medical
Nordic Semiconductor,NOR-MCU430028,RISC-V,32,64,128,1.0,"SPI, UART",4.13,0.844,76,5.0,LQFP,2005,Wearable
Analog Devices,ANA-MCU430029,ARM Cortex-M3,168,256,256,8.0,"PWM, I2C, UART, Ethernet, USB",9.57,0.512,45,5.0,QFN,2010,Wearable
NXP,NXP-MCU430030,ARM Cortex-M0,168,16,64,0.0,"UART, CAN, PWM, I2C, USB",4.38,0.66,64,2.5,TSSOP,2009,Wearable
Microchip,MIC-MCU430031,ARM Cortex-M0,240,1024,512,0.5,"CAN, UART, USB",11.89,0.705,51,2.5,QFN,2024,Medical
NXP,NXP-MCU430032,ARM Cortex-M3,120,1024,2,4.0,"USB, SPI, Ethernet, I2C",9.06,0.557,44,5.0,BGA,2006,Industrial
Analog Devices,ANA-MCU430033,ARM Cortex-M4,16,64,1,4.0,"Ethernet, UART, USB",4.66,0.604,25,1.8,SOIC,2021,Wearable
Texas Instruments,TEX-MCU430034,MIPS32,8,2048,1,1.0,"UART, PWM, Ethernet",1.09,0.348,95,1.8,QFN,2022,Industrial
Microchip,MIC-MCU430035,8051,32,128,512,2.0,"I2C, UART, CAN",1.47,1.132,29,5.0,TSSOP,2009,Industrial
Renesas,REN-MCU430036,8051,32,512,128,1.0,"PWM, UART",1.04,0.894,54,1.8,BGA,2016,Wearable
Nordic Semiconductor,NOR-MCU430037,8051,72,1024,4,1.0,"Ethernet, SPI, CAN, PWM",9.93,0.655,7,2.5,TSSOP,2015,Wearable
Renesas,REN-MCU430038,ARM Cortex-M7,48,64,1,2.0,"I2C, Ethernet, USB, SPI",6.05,0.511,38,1.8,BGA,2005,Wearable
Microchip,MIC-MCU430039,AVR 8-bit,240,1024,1,4.0,"I2C, SPI, PWM, USB",4.82,0.481,49,5.0,TSSOP,2012,Wearable
Infineon,INF-MCU430040,AVR 8-bit,240,1024,2,1.0,"Ethernet, SPI, PWM",10.25,1.303,16,1.8,QFN,2013,Consumer
Silicon Labs,SIL-MCU430041,MIPS32,480,256,512,4.0,"I2C, USB, PWM",11.98,1.167,94,3.3,LQFP,2016,IoT
Texas Instruments,TEX-MCU430042,ARM Cortex-M4,168,512,1,0.0,"USB, UART",7.19,1.347,96,5.0,QFN,2011,Industrial
Infineon,INF-MCU430043,ARM Cortex-M0,32,32,1,4.0,"Ethernet, SPI, CAN",3.34,0.609,50,3.3,TSSOP,2012,Industrial
NXP,NXP-MCU430044,ARM Cortex-M7,48,256,8,8.0,"USB, Ethernet",11.06,1.262,26,2.5,LQFP,2022,IoT
Silicon Labs,SIL-MCU430045,RISC-V,32,128,2,1.0,"UART, CAN, SPI, USB, PWM",2.72,0.709,82,2.5,BGA,2006,Wearable
Analog Devices,ANA-MCU430046,ARM Cortex-M0,480,2048,64,1.0,"I2C, USB, UART, PWM",7.53,1.377,87,5.0,SOIC,2016,Automotive
STMicroelectronics,STM-MCU430047,ARM Cortex-M0,168,32,2,2.0,"SPI, USB, CAN",2.42,1.176,9,1.8,QFN,2017,Medical
Nordic Semiconductor,NOR-MCU430048,ARM Cortex-M0,16,128,128,2.0,"PWM, Ethernet, UART, CAN, USB",2.61,1.291,71,5.0,TSSOP,2007,Medical
Infineon,INF-MCU430049,AVR 8-bit,168,64,512,0.0,"USB, UART",0.54,0.402,64,2.5,TSSOP,2011,IoT
Espressif,ESP-MCU430050,ARM Cortex-M3,8,16,32,2.0,"PWM, SPI, UART",8.32,0.985,36,1.8,LQFP,2022,Consumer
NXP,NXP-MCU430051,ARM Cortex-M4,16,1024,64,0.0,"Ethernet, I2C",5.81,0.91,39,5.0,DIP,2018,Medical
Infineon,INF-MCU430052,RISC-V,120,2048,512,1.0,"Ethernet, UART, USB, I2C, SPI",6.32,1.088,25,2.5,SOIC,2014,IoT
Texas Instruments,TEX-MCU430053,8051,480,16,256,4.0,"PWM, Ethernet, USB, CAN, SPI",2.55,1.211,10,1.8,LQFP,2013,Industrial
Nordic Semiconductor,NOR-MCU430054,8051,48,512,4,0.0,"CAN, UART, Ethernet, SPI",4.72,0.659,55,3.3,QFN,2022,Wearable
STMicroelectronics,STM-MCU430055,MIPS32,168,512,4,0.0,"UART, Ethernet, SPI",10.89,0.518,61,5.0,LQFP,2005,Medical
Silicon Labs,SIL-MCU430056,ARM Cortex-M7,16,16,256,8.0,"UART, I2C, SPI, USB, PWM",8.75,1.112,78,3.3,BGA,2014,Industrial
Silicon Labs,SIL-MCU430057,ARM Cortex-M3,120,128,512,0.5,"PWM, SPI, UART, USB, CAN",8.07,1.233,24,2.5,TSSOP,2008,Industrial
Infineon,INF-MCU430058,ARM Cortex-M0,120,64,32,4.0,"PWM, SPI",2.84,1.225,27,1.8,DIP,2020,IoT
