Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Renesas,REN-MCU320000,ARM Cortex-M3,240,2048,4,8.0,"PWM, CAN, USB",3.75,0.305,6,5.0,TSSOP,2009,Medical
Analog Devices,ANA-MCU320001,AVR 8-bit,8,512,512,4.0,"USB, I2C",3.29,0.685,15,5.0,DIP,2013,Industrial
Infineon,INF-MCU320002,MIPS32,168,512,2,2.0,"SPI, USB, PWM",2.55,1.094,96,2.5,SOIC,2015,IoT
STMicroelectronics,STM-MCU320003,ARM Cortex-M4,120,16,1,1.0,"CAN, USB, SPI",10.03,0.291,94,5.0,BGA,2015,Wearable
Espressif,ESP-MCU320004,ARM Cortex-M0,48,2048,4,0.0,"USB, I2C, SPI, PWM, Ethernet",8.2,0.819,23,1.8,SOIC,2024,IoT
Analog Devices,ANA-MCU320005,MIPS32,200,128,128,1.0,"SPI, PWM, CAN, UART",9.02,0.336,50,3.3,TSSOP,2021,Industrial
Infineon,INF-MCU320006,ARM Cortex-M7,72,128,32,0.5,"UART, USB, CAN, SPI, I2C",9.18,0.277,54,3.3,SOIC,2013,Wearable
STMicroelectronics,STM-MCU320007,MIPS32,200,512,256,1.0,"Ethernet, PWM",11.16,0.985,98,2.5,TSSOP,2018,Wearable
Infineon,INF-MCU320008,8051,32,16,4,8.0,"I2C, UART, CAN, PWM",10.9,0.346,54,3.3,DIP,2017,IoT
Silicon Labs,SIL-MCU320009,RISC-V,200,2048,1,4.0,"I2C, USB, PWM, UART",5.37,1.306,57,5.0,SOIC,2024,Medical
Renesas,REN-MCU320010,ARM Cortex-M4,48,128,16,4.0,"PWM, Ethernet, CAN, USB",4.89,0.321,68,3.3,QFN,2005,Medical
Silicon Labs,SIL-MCU320011,AVR 8-bit,48,256,128,8.0,"USB, Ethernet, PWM",0.68,0.707,91,2.5,BGA,2020,Wearable
Renesas,REN-MCU320012,MIPS32,8,2048,8,8.0,"PWM, SPI",11.35,1.326,29,5.0,DIP,2007,Wearable
Renesas,REN-MCU320013,ARM Cortex-M0,200,16,1,1.0,"Ethernet, UART",10.95,0.551,49,5.0,BGA,2011,Consumer
Analog Devices,ANA-MCU320014,MIPS32,200,64,32,1.0,"I2C, SPI, UART",11.2,1.213,88,3.3,LQFP,2020,IoT
Microchip,MIC-MCU320015,ARM Cortex-M4,480,128,512,0.5,"CAN, USB",0.53,1.11,9,5.0,QFN,2022,Medical
Infineon,INF-MCU320016,8051,8,16,256,8.0,"Ethernet, CAN, PWM, USB, SPI",1.71,1.41,16,5.0,SOIC,2006,Automotive
STMicroelectronics,STM-MCU320017,ARM Cortex-M4,48,2048,1,0.5,"Ethernet, PWM",11.39,0.566,72,3.3,DIP,2007,Medical
Texas Instruments,TEX-MCU320018,ARM Cortex-M0,480,16,64,0.5,"PWM, UART",8.99,0.941,83,2.5,LQFP,2024,Automotive
Infineon,INF-MCU320019,RISC-V,168,64,256,8.0,"PWM, I2C, CAN, Ethernet, UART",8.55,1.235,42,2.5,SOIC,2013,Consumer
Renesas,REN-MCU320020,ARM Cortex-M4,32,32,2,0.5,"UART, PWM",2.44,0.045,60,3.3,LQFP,2006,Consumer
Espressif,ESP-MCU320021,ARM Cortex-M7,16,16,16,4.0,"Ethernet, I2C, SPI, CAN",11.9,0.157,43,5.0,BGA,2007,Automotive
NXP,NXP-MCU320022,MIPS32,72,1024,2,4.0,"UART, CAN, PWM, Ethernet, USB",5.64,0.38,78,5.0,BGA,2011,Medical
Nordic Semiconductor,NOR-MCU320023,MIPS32,200,32,4,2.0,"I2C, USB, Ethernet, UART",8.58,1.177,53,1.8,QFN,2021,Wearable
Nordic Semiconductor,NOR-MCU320024,ARM Cortex-M0,480,512,256,0.5,"CAN, UART, I2C, USB",8.81,1.14,16,2.5,SOIC,2015,Wearable
NXP,NXP-MCU320025,ARM Cortex-M0,120,512,64,0.0,"USB, CAN, UART",8.21,1.332,46,5.0,QFN,2023,IoT
Infineon,INF-MCU320026,ARM Cortex-M0,240,16,32,1.0,"SPI, PWM, USB, UART, Ethernet",2.94,1.209,64,5.0,BGA,2012,Consumer
Espressif,ESP-MCU320027,ARM Cortex-M4,120,256,128,2.0,"UART, CAN",1.5,0.448,62,5.0,LQFP,2009,IoT
Silicon Labs,SIL-MCU320028,ARM Cortex-M7,72,1024,8,0.5,"SPI, I2C",8.17,0.581,88,5.0,LQFP,2007,IoT
NXP,NXP-MCU320029,8051,120,2048,8,8.0,"USB, CAN",4.28,0.272,42,5.0,QFN,2023,Medical
Analog Devices,ANA-MCU320030,MIPS32,72,1024,128,8.0,"SPI, Ethernet, CAN, USB, PWM",10.93,1.204,51,5.0,TSSOP,2006,IoT
STMicroelectronics,STM-MCU320031,ARM Cortex-M4,32,32,8,0.0,"Ethernet, PWM, SPI",9.19,0.711,51,2.5,LQFP,2014,Industrial
Renesas,REN-MCU320032,ARM Cortex-M7,200,512,64,0.0,"CAN, UART",10.79,0.442,95,3.3,DIP,2022,IoT
NXP,NXP-MCU320033,ARM Cortex-M0,16,64,64,8.0,"UART, USB, CAN",8.31,0.921,54,5.0,SOIC,2015,Automotive
Microchip,MIC-MCU320034,ARM Cortex-M0,240,32,128,0.0,"USB, CAN",7.94,1.328,96,2.5,TSSOP,2019,Consumer
Espressif,ESP-MCU320035,ARM Cortex-M4,48,32,8,1.0,"SPI, PWM, CAN, UART, USB",2.49,0.924,12,5.0,QFN,2016,Wearable
Analog Devices,ANA-MCU320036,ARM Cortex-M7,16,1024,2,0.0,"UART, Ethernet",1.92,0.979,98,2.5,QFN,2017,Industrial
Infineon,INF-MCU320037,RISC-V,168,256,4,2.0,"CAN, USB, Ethernet, PWM",8.04,1.135,91,1.8,DIP,2024,IoT
Silicon Labs,SIL-MCU320038,AVR 8-bit,16,32,64,4.0,"Ethernet, CAN, USB",7.75,0.294,37,3.3,TSSOP,2021,Consumer
Espressif,ESP-MCU320039,ARM Cortex-M0,32,64,32,4.0,"USB, UART",11.47,0.41,26,5.0,SOIC,2019,Industrial
Infineon,INF-MCU320040,MIPS32,72,1024,4,0.5,"Ethernet, PWM, CAN",10.03,1.079,6,3.3,LQFP,2006,IoT
Microchip,MIC-MCU320041,ARM Cortex-M4,72,64,2,0.0,"I2C, Ethernet, SPI, UART",7.58,0.297,70,2.5,TSSOP,2009,Medical
Renesas,REN-MCU320042,AVR 8-bit,200,256,4,4.0,"Ethernet, CAN, I2C, USB, PWM",1.41,1.012,42,5.0,LQFP,2011,Wearable
NXP,NXP-MCU320043,ARM Cortex-M0,72,256,64,4.0,"Ethernet, I2C",5.11,1.319,51,5.0,SOIC,2009,Automotive
Microchip,MIC-MCU320044,ARM Cortex-M4,480,64,16,0.5,"PWM, CAN",3.92,1.215,27,3.3,BGA,2019,Consumer
Espressif,ESP-MCU320045,MIPS32,16,128,256,0.0,"Ethernet, PWM",8.72,0.9,73,5.0,QFN,2022,IoT
Silicon Labs,SIL-MCU320046,ARM Cortex-M3,120,16,128,4.0,"UART, Ethernet, I2C",8.41,0.433,74,3.3,BGA,2008,Industrial
Silicon Labs,SIL-MCU320047,8051,8,32,2,0.5,"I2C, PWM, CAN, SPI, USB",9.61,0.041,67,1.8,DIP,2017,Automotive
NXP,NXP-MCU320048,8051,16,512,512,0.5,"Ethernet, CAN",11.36,1.336,81,2.5,LQFP,2024,IoT
Nordic Semiconductor,NOR-MCU320049,ARM Cortex-M4,168,128,4,1.0,"SPI, Ethernet, USB",4.28,0.062,34,2.5,QFN,2009,Consumer
Nordic Semiconductor,NOR-MCU320050,ARM Cortex-M3,32,128,4,8.0,"PWM, I2C, SPI",8.54,0.183,11,5.0,TSSOP,2013,Industrial
Renesas,REN-MCU320051,ARM Cortex-M7,240,16,1,4.0,"UART, USB, Ethernet, I2C, CAN",3.81,0.245,62,1.8,TSSOP,2015,IoT
NXP,NXP-MCU320052,ARM Cortex-M7,200,64,512,1.0,"PWM, SPI, UART, I2C, CAN",3.21,0.964,50,1.8,LQFP,2011,Medical
Renesas,REN-MCU320053,MIPS32,32,128,512,1.0,"CAN, UART",2.3,1.288,42,3.3,BGA,2019,IoT
Espressif,ESP-MCU320054,ARM Cortex-M7,72,256,2,8.0,"USB, PWM",4.32,1.478,43,3.3,TSSOP,2013,Wearable
Texas Instruments,TEX-MCU320055,ARM Cortex-M3,480,256,8,8.0,"Ethernet, SPI",11.19,1.085,44,3.3,BGA,2015,Industrial
Espressif,ESP-MCU320056,ARM Cortex-M3,48,512,16,0.5,"PWM, I2C, Ethernet",2.2,1.162,58,3.3,TSSOP,2016,Medical
Microchip,MIC-MCU320057,8051,32,32,128,1.0,"I2C, CAN",5.27,0.408,71,5.0,QFN,2006,Industrial
Microchip,MIC-MCU320058,ARM Cortex-M7,480,1024,128,0.0,"CAN, USB",12.0,1.469,76,1.8,LQFP,2009,Medical
Texas Instruments,TEX-MCU320059,MIPS32,32,256,1,0.5,"I2C, USB, UART",6.88,0.73,23,5.0,DIP,2005,Industrial
Microchip,MIC-MCU320060,RISC-V,72,16,256,0.0,"SPI, I2C, USB",11.96,1.084,89,2.5,QFN,2020,Wearable
Espressif,ESP-MCU320061,MIPS32,480,16,2,1.0,"Ethernet, USB, I2C, CAN",7.78,0.395,6,5.0,DIP,2021,Consumer
Texas Instruments,TEX-MCU320062,ARM Cortex-M7,72,2048,16,2.0,"UART, PWM, USB",9.75,0.25,36,2.5,BGA,2024,Automotive
Nordic Semiconductor,NOR-MCU320063,AVR 8-bit,480,256,32,8.0,"I2C, UART, Ethernet",5.45,0.634,70,5.0,DIP,2006,Wearable
Espressif,ESP-MCU320064,8051,72,1024,4,0.5,"USB, CAN",4.65,0.094,93,1.8,BGA,2008,Wearable
Texas Instruments,TEX-MCU320065,8051,8,16,4,8.0,"Ethernet, UART",9.02,0.535,84,1.8,BGA,2007,IoT
Renesas,REN-MCU320066,RISC-V,168,64,4,2.0,"USB, CAN, UART, PWM, SPI",11.24,0.528,95,2.5,TSSOP,2016,IoT
Espressif,ESP-MCU320067,8051,8,32,256,0.5,"SPI, CAN",11.74,0.862,63,3.3,BGA,2006,IoT
Espressif,ESP-MCU320068,ARM Cortex-M4,168,256,128,0.0,"I2C, CAN, Ethernet, PWM, UART",9.18,0.382,51,5.0,QFN,2013,Industrial
Espressif,ESP-MCU320069,ARM Cortex-M4,48,32,16,0.5,"UART, SPI, PWM, Ethernet",5.35,1.21,27,3.3,TSSOP,2024,Wearable
Infineon,INF-MCU320070,AVR 8-bit,32,1024,64,8.0,"CAN, Ethernet, SPI, PWM",1.77,1.434,7,2.5,DIP,2020,Industrial
Infineon,INF-MCU320071,ARM Cortex-M7,168,512,16,4.0,"Ethernet, CAN, USB",5.74,1.011,53,2.5,DIP,2019,Automotive
Espressif,ESP-MCU320072,MIPS32,240,256,2,8.0,"CAN, UART, PWM, USB",2.52,1.01,11,5.0,BGA,2023,Wearable
Texas Instruments,TEX-MCU320073,ARM Cortex-M7,168,64,32,0.0,"UART, Ethernet, USB",10.43,0.384,7,1.8,SOIC,2009,Industrial
Infineon,INF-MCU320074,ARM Cortex-M4,72,64,8,4.0,"USB, I2C, CAN, PWM",9.22,0.914,30,3.3,TSSOP,2022,Medical
Texas Instruments,TEX-MCU320075,ARM Cortex-M3,32,256,1,0.5,"Ethernet, USB, CAN, UART",7.26,0.905,92,3.3,TSSOP,2022,IoT
Analog Devices,ANA-MCU320076,ARM Cortex-M0,480,256,16,1.0,"PWM, Ethernet, UART",0.67,1.395,6,5.0,TSSOP,2011,Medical
Microchip,MIC-MCU320077,RISC-V,200,128,8,2.0,"USB, PWM, CAN, I2C",1.6,0.496,33,5.0,SOIC,2023,Consumer
Analog Devices,ANA-MCU320078,ARM Cortex-M7,240,2048,32,4.0,"USB, SPI",10.26,1.444,48,5.0,DIP,2024,Wearable
Texas Instruments,TEX-MCU320079,RISC-V,8,1024,256,4.0,"Ethernet, PWM, CAN",5.81,1.081,62,5.0,BGA,2015,Automotive
Analog Devices,ANA-MCU320080,MIPS32,200,512,1,4.0,"SPI, I2C, PWM, Ethernet, UART",5.08,0.53,99,1.8,DIP,2022,Automotive
Infineon,INF-MCU320081,MIPS32,120,2048,256,0.5,"SPI, USB, Ethernet, UART, CAN",4.29,0.216,49,1.8,BGA,2019,IoT
Espressif,ESP-MCU320082,AVR 8-bit,480,256,128,4.0,"Ethernet, UART, SPI",10.94,0.208,78,5.0,QFN,2022,Automotive
Analog Devices,ANA-MCU320083,ARM Cortex-M4,480,2048,4,0.0,"I2C, SPI, CAN, USB, UART",3.69,1.425,57,1.8,TSSOP,2020,IoT
Infineon,INF-MCU320084,RISC-V,168,128,4,4.0,"I2C, PWM",8.6,0.995,72,3.3,DIP,2022,Medical
Espressif,ESP-MCU320085,ARM Cortex-M7,480,2048,2,0.5,"UART, SPI",6.66,1.16,71,1.8,BGA,2018,Consumer
Renesas,REN-MCU320086,ARM Cortex-M0,168,32,4,0.0,"CAN, PWM",5.06,0.06,97,3.3,LQFP,2009,IoT
NXP,NXP-MCU320087,MIPS32,16,512,1,2.0,"USB, CAN, UART, SPI, PWM",2.37,0.713,71,2.5,LQFP,2014,Automotive
Infineon,INF-MCU320088,MIPS32,168,16,2,2.0,"Ethernet, I2C",11.87,0.151,52,5.0,QFN,2019,Medical
Microchip,MIC-MCU320089,ARM Cortex-M0,480,16,1,1.0,"CAN, I2C, UART",8.78,1.358,54,3.3,QFN,2019,IoT
Analog Devices,ANA-MCU320090,RISC-V,480,128,32,4.0,"USB, PWM, SPI, I2C",8.71,0.516,75,3.3,SOIC,2017,Wearable
Nordic Semiconductor,NOR-MCU320091,RISC-V,240,1024,256,8.0,"I2C, CAN, SPI",4.51,1.446,88,3.3,BGA,2021,IoT
Infineon,INF-MCU320092,AVR 8-bit,72,512,128,8.0,"UART, USB, PWM",3.85,0.884,70,1.8,LQFP,2013,Consumer
Silicon Labs,SIL-MCU320093,AVR 8-bit,168,512,64,4.0,"CAN, USB",4.5,0.62,24,5.0,TSSOP,2021,Industrial
Texas Instruments,TEX-MCU320094,ARM Cortex-M4,32,32,16,1.0,"SPI, UART, CAN",10.9,0.089,65,5.0,QFN,2022,Wearable
STMicroelectronics,STM-MCU320095,ARM Cortex-M4,16,256,32,1.0,"UART, Ethernet, USB, SPI, PWM",5.2,0.308,28,5.0,BGA,2019,Industrial
Espressif,ESP-MCU320096,RISC-V,48,32,8,2.0,"SPI, CAN",11.8,0.221,79,5.0,QFN,2023,Industrial
Espressif,ESP-MCU320097,ARM Cortex-M7,72,2048,4,0.0,"I2C, UART, Ethernet, CAN, PWM",5.26,0.566,90,1.8,BGA,2011,Automotive
NXP,NXP-MCU320098,RISC-V,480,512,2,1.0,"PWM, I2C, CAN, USB, SPI",2.65,1.471,60,5.0,BGA,2012,IoT
STMicroelectronics,STM-MCU320099,8051,168,64,256,0.5,"I2C, USB, SPI, UART, Ethernet",7.31,1.231,12,2.5,BGA,2020,Consumer
Analog Devices,ANA-MCU320100,ARM Cortex-M4,16,128,256,0.5,"UART, CAN",2.35,0.805,40,1.8,DIP,2012,Consumer
Microchip,MIC-MCU320101,8051,168,32,8,0.0,"PWM, UART, CAN",1.84,0.737,26,5.0,BGA,2016,Consumer
Espressif,ESP-MCU320102,ARM Cortex-M3,200,128,256,8.0,"CAN, Ethernet, SPI",3.84,0.3,66,5.0,LQFP,2005,Automotive
Analog Devices,ANA-MCU320103,8051,168,64,32,2.0,"PWM, SPI",7.28,1.45,20,2.5,TSSOP,2012,Consumer
NXP,NXP-MCU320104,ARM Cortex-M3,480,512,32,2.0,"SPI, USB, UART, CAN",11.98,0.016,56,2.5,QFN,2016,Automotive
Renesas,REN-MCU320105,ARM Cortex-M0,240,2048,2,8.0,"CAN, Ethernet, PWM",9.41,0.571,69,3.3,SOIC,2018,Wearable
Texas Instruments,TEX-MCU320106,ARM Cortex-M4,480,256,4,0.5,"Ethernet, CAN, USB, I2C",10.89,0.408,84,3.3,TSSOP,2020,Medical
Infineon,INF-MCU320107,RISC-V,48,1024,32,0.5,"Ethernet, UART, USB, SPI, PWM",2.99,1.478,31,5.0,SOIC,2015,IoT
Nordic Semiconductor,NOR-MCU320108,ARM Cortex-M0,16,2048,4,0.0,"Ethernet, USB, I2C, SPI, UART",6.81,0.044,63,3.3,BGA,2007,Wearable
STMicroelectronics,STM-MCU320109,MIPS32,480,16,128,0.5,"USB, I2C, CAN",2.96,1.48,23,2.5,LQFP,2017,Industrial
