Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Espressif,ESP-MCU345000,ARM Cortex-M0,32,2048,128,0.5,"UART, USB, I2C",3.54,1.001,8,2.5,DIP,2012,IoT
Silicon Labs,SIL-MCU345001,8051,48,1024,8,4.0,"USB, UART, SPI, CAN",8.01,1.135,32,5.0,TSSOP,2013,Automotive
Analog Devices,ANA-MCU345002,RISC-V,48,256,512,1.0,"CAN, Ethernet, I2C, SPI, UART",0.73,0.81,87,2.5,LQFP,2006,Medical
STMicroelectronics,STM-MCU345003,MIPS32,48,512,512,2.0,"I2C, SPI, USB, CAN, UART",6.29,0.845,28,5.0,TSSOP,2023,Wearable
Espressif,ESP-MCU345004,ARM Cortex-M3,72,256,16,0.0,"PWM, I2C",11.59,0.886,76,5.0,SOIC,2020,Industrial
Texas Instruments,TEX-MCU345005,8051,240,512,64,0.0,"PWM, USB, I2C",9.1,0.543,11,1.8,LQFP,2024,IoT
Microchip,MIC-MCU345006,MIPS32,240,2048,128,0.0,"USB, PWM",3.37,0.537,77,2.5,QFN,2017,Industrial
Texas Instruments,TEX-MCU345007,ARM Cortex-M0,32,32,16,0.0,"UART, SPI",1.14,0.088,15,3.3,QFN,2006,Consumer
Renesas,REN-MCU345008,ARM Cortex-M0,32,64,1,1.0,"CAN, USB, I2C, Ethernet",7.66,0.385,50,3.3,TSSOP,2010,Wearable
Microchip,MIC-MCU345009,ARM Cortex-M4,120,512,64,1.0,"USB, UART",4.69,0.952,33,3.3,SOIC,2007,IoT
Infineon,INF-MCU345010,RISC-V,8,128,64,8.0,"PWM, I2C, CAN, USB",9.46,0.253,37,1.8,QFN,2018,Consumer
NXP,NXP-MCU345011,ARM Cortex-M3,168,16,16,2.0,"Ethernet, USB, SPI",11.1,0.074,69,1.8,SOIC,2007,Consumer
Infineon,INF-MCU345012,MIPS32,16,128,16,4.0,"Ethernet, I2C",8.55,0.676,28,1.8,SOIC,2019,Wearable
Texas Instruments,TEX-MCU345013,8051,32,16,8,0.5,"CAN, Ethernet, UART, I2C",4.06,0.358,19,1.8,LQFP,2011,Consumer
NXP,NXP-MCU345014,ARM Cortex-M4,16,32,32,0.0,"SPI, Ethernet",9.49,0.209,27,5.0,TSSOP,2013,Medical
NXP,NXP-MCU345015,ARM Cortex-M0,168,1024,1,0.0,"CAN, SPI, USB, I2C, Ethernet",1.05,0.777,65,3.3,TSSOP,2017,Industrial
Espressif,ESP-MCU345016,ARM Cortex-M7,240,2048,16,0.0,"CAN, UART, USB",10.1,1.027,33,2.5,DIP,2014,Medical
Espressif,ESP-MCU345017,AVR 8-bit,72,1024,32,1.0,"CAN, PWM, SPI",3.23,1.205,34,2.5,TSSOP,2010,IoT
Renesas,REN-MCU345018,8051,32,128,32,8.0,"UART, CAN",3.3,1.06,23,5.0,BGA,2012,Medical
Espressif,ESP-MCU345019,ARM Cortex-M3,168,16,64,2.0,"USB, I2C, Ethernet, CAN, PWM",6.37,0.968,21,1.8,DIP,2018,IoT
NXP,NXP-MCU345020,MIPS32,8,256,1,1.0,"UART, SPI, CAN, Ethernet",5.02,0.787,82,5.0,BGA,2024,Industrial
Espressif,ESP-MCU345021,AVR 8-bit,32,64,128,0.0,"Ethernet, CAN, UART, PWM",7.88,0.189,75,1.8,TSSOP,2014,IoT
Nordic Semiconductor,NOR-MCU345022,MIPS32,200,1024,64,8.0,"I2C, Ethernet, PWM, UART",11.81,1.143,35,5.0,TSSOP,2010,Medical
Silicon Labs,SIL-MCU345023,ARM Cortex-M3,240,32,16,2.0,"I2C, USB, CAN, Ethernet",2.39,0.123,18,2.5,TSSOP,2023,Wearable
