Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Nordic Semiconductor,NOR-MCU105000,AVR 8-bit,480,256,1,4.0,"Ethernet, CAN",4.46,1.211,13,5.0,BGA,2013,Industrial
STMicroelectronics,STM-MCU105001,RISC-V,8,1024,16,4.0,"CAN, SPI, I2C",3.95,0.307,59,1.8,BGA,2006,Industrial
Analog Devices,ANA-MCU105002,AVR 8-bit,120,64,64,1.0,"I2C, PWM, CAN, UART",2.93,1.2,93,5.0,QFN,2008,Consumer
Silicon Labs,SIL-MCU105003,ARM Cortex-M4,200,256,256,0.0,"SPI, CAN, I2C, Ethernet",6.25,1.336,50,1.8,DIP,2018,Wearable
NXP,NXP-MCU105004,ARM Cortex-M0,48,512,8,8.0,"SPI, USB, UART, CAN",9.55,0.222,26,2.5,DIP,2013,IoT
Renesas,REN-MCU105005,ARM Cortex-M3,168,512,2,0.0,"Ethernet, I2C, USB, SPI, UART",9.78,0.085,15,3.3,DIP,2009,Industrial
Analog Devices,ANA-MCU105006,AVR 8-bit,16,512,64,0.0,"Ethernet, PWM, CAN, UART",4.54,0.786,44,5.0,DIP,2010,Automotive
STMicroelectronics,STM-MCU105007,RISC-V,240,16,512,0.0,"UART, PWM, SPI, CAN, Ethernet",11.42,0.515,21,5.0,DIP,2022,Medical
Microchip,MIC-MCU105008,ARM Cortex-M7,32,64,64,0.5,"UART, Ethernet",1.38,0.153,89,5.0,LQFP,2013,Industrial
STMicroelectronics,STM-MCU105009,ARM Cortex-M7,240,512,64,2.0,"I2C, SPI, PWM",0.69,0.573,46,2.5,SOIC,2018,Wearable
Texas Instruments,TEX-MCU105010,8051,240,64,256,4.0,"CAN, Ethernet, SPI, USB",8.31,1.057,38,1.8,BGA,2009,Wearable
Infineon,INF-MCU105011,8051,72,16,8,0.0,"USB, PWM",10.7,1.115,68,5.0,QFN,2008,IoT
STMicroelectronics,STM-MCU105012,ARM Cortex-M4,32,16,32,8.0,"I2C, UART, SPI",9.96,0.84,77,2.5,LQFP,2024,Wearable
Nordic Semiconductor,NOR-MCU105013,ARM Cortex-M3,480,2048,32,4.0,"SPI, UART",11.35,0.968,29,5.0,TSSOP,2014,Medical
STMicroelectronics,STM-MCU105014,ARM Cortex-M4,32,32,64,0.0,"SPI, I2C, UART, Ethernet",3.99,0.887,78,1.8,QFN,2015,Automotive
NXP,NXP-MCU105015,MIPS32,120,2048,128,0.0,"PWM, CAN, I2C",9.72,0.697,38,2.5,LQFP,2018,Automotive
NXP,NXP-MCU105016,RISC-V,120,2048,1,2.0,"Ethernet, UART",9.07,0.255,95,2.5,TSSOP,2010,Industrial
Silicon Labs,SIL-MCU105017,ARM Cortex-M4,240,128,4,2.0,"SPI, Ethernet, I2C, PWM",0.85,0.489,64,3.3,LQFP,2008,IoT
Espressif,ESP-MCU105018,ARM Cortex-M3,200,512,8,0.0,"I2C, CAN, PWM, UART",10.08,1.156,52,5.0,SOIC,2016,Automotive
Infineon,INF-MCU105019,ARM Cortex-M3,240,2048,4,2.0,"I2C, SPI, PWM",7.9,0.163,94,5.0,LQFP,2007,IoT
Silicon Labs,SIL-MCU105020,RISC-V,32,16,8,4.0,"UART, CAN, I2C, USB, SPI",1.09,0.673,72,5.0,SOIC,2009,Wearable
Texas Instruments,TEX-MCU105021,ARM Cortex-M0,120,2048,8,0.5,"Ethernet, UART, CAN",2.89,0.622,18,1.8,DIP,2014,IoT
Silicon Labs,SIL-MCU105022,AVR 8-bit,72,16,4,0.0,"PWM, Ethernet, I2C, CAN",4.66,0.969,82,2.5,LQFP,2023,Medical
Infineon,INF-MCU105023,ARM Cortex-M0,200,32,2,2.0,"UART, PWM, I2C, Ethernet",3.74,0.344,60,5.0,LQFP,2018,Consumer
Analog Devices,ANA-MCU105024,MIPS32,16,256,2,4.0,"UART, USB, Ethernet, CAN",5.09,0.628,30,5.0,LQFP,2007,Wearable
Microchip,MIC-MCU105025,ARM Cortex-M7,48,32,2,4.0,"Ethernet, USB, UART, PWM",10.14,1.102,47,3.3,SOIC,2008,Wearable
Silicon Labs,SIL-MCU105026,ARM Cortex-M4,240,64,1,8.0,"PWM, Ethernet, SPI",3.52,1.239,26,1.8,SOIC,2005,IoT
NXP,NXP-MCU105027,RISC-V,32,512,512,0.5,"SPI, PWM",2.08,1.323,17,1.8,DIP,2019,IoT
Texas Instruments,TEX-MCU105028,RISC-V,32,128,4,0.5,"PWM, I2C, SPI",2.95,0.079,36,5.0,TSSOP,2013,Wearable
Nordic Semiconductor,NOR-MCU105029,MIPS32,120,256,4,8.0,"UART, SPI, CAN",9.19,0.937,7,5.0,DIP,2011,Wearable
Texas Instruments,TEX-MCU105030,AVR 8-bit,120,2048,32,2.0,"USB, UART, SPI",1.07,0.953,18,1.8,DIP,2009,Industrial
Analog Devices,ANA-MCU105031,ARM Cortex-M0,72,32,32,4.0,"USB, SPI",11.41,1.233,15,2.5,DIP,2021,Consumer
Microchip,MIC-MCU105032,RISC-V,8,64,512,4.0,"UART, SPI",2.8,0.338,64,1.8,SOIC,2013,Industrial
Texas Instruments,TEX-MCU105033,ARM Cortex-M3,16,64,16,0.5,"PWM, Ethernet, CAN, UART",3.04,1.184,66,2.5,DIP,2010,Medical
Espressif,ESP-MCU105034,ARM Cortex-M0,48,1024,8,4.0,"USB, SPI, PWM, CAN",11.26,0.601,73,5.0,DIP,2022,Industrial
STMicroelectronics,STM-MCU105035,ARM Cortex-M7,16,16,256,0.0,"USB, SPI, PWM",6.93,0.814,29,1.8,SOIC,2023,Consumer
Analog Devices,ANA-MCU105036,AVR 8-bit,240,32,1,4.0,"USB, UART, PWM, CAN, Ethernet",3.96,0.71,69,1.8,SOIC,2006,IoT
STMicroelectronics,STM-MCU105037,8051,120,128,256,0.0,"PWM, Ethernet",4.76,0.126,90,1.8,TSSOP,2018,Consumer
Nordic Semiconductor,NOR-MCU105038,ARM Cortex-M7,8,64,64,4.0,"UART, PWM",2.82,0.18,97,1.8,DIP,2021,Automotive
Infineon,INF-MCU105039,ARM Cortex-M7,48,64,1,0.0,"CAN, SPI, I2C, Ethernet",6.34,0.716,66,3.3,QFN,2014,Consumer
Infineon,INF-MCU105040,ARM Cortex-M0,8,16,16,2.0,"SPI, UART, USB",1.2,1.17,13,2.5,TSSOP,2015,IoT
Renesas,REN-MCU105041,AVR 8-bit,168,2048,32,2.0,"USB, SPI",7.29,0.21,81,1.8,BGA,2007,IoT
