Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Microchip,MIC-MCU295000,MIPS32,72,32,2,1.0,"USB, SPI, PWM, UART, I2C",4.94,0.518,80,2.5,SOIC,2010,IoT
Infineon,INF-MCU295001,ARM Cortex-M3,72,512,2,2.0,"I2C, PWM, USB",0.54,0.272,28,2.5,SOIC,2020,Industrial
Analog Devices,ANA-MCU295002,ARM Cortex-M4,16,2048,4,1.0,"I2C, SPI, PWM, UART, USB",8.98,1.336,56,3.3,BGA,2009,Wearable
Silicon Labs,SIL-MCU295003,8051,200,16,8,1.0,"UART, Ethernet, USB, I2C, CAN",11.16,0.675,18,5.0,LQFP,2019,IoT
Espressif,ESP-MCU295004,AVR 8-bit,72,16,512,0.5,"CAN, Ethernet, PWM",2.85,0.98,93,5.0,BGA,2020,Consumer
NXP,NXP-MCU295005,MIPS32,120,16,64,4.0,"I2C, USB, SPI, Ethernet, CAN",6.66,1.113,32,5.0,SOIC,2007,Industrial
Renesas,REN-MCU295006,ARM Cortex-M7,72,16,1,0.0,"SPI, UART, I2C, CAN, Ethernet",10.81,0.509,97,3.3,BGA,2017,Automotive
NXP,NXP-MCU295007,ARM Cortex-M0,200,16,1,0.5,"PWM, Ethernet, CAN, I2C, UART",5.9,1.458,18,3.3,DIP,2018,Industrial
Microchip,MIC-MCU295008,AVR 8-bit,480,64,256,1.0,"CAN, I2C",10.64,0.726,12,5.0,SOIC,2017,IoT
Nordic Semiconductor,NOR-MCU295009,ARM Cortex-M3,200,64,32,4.0,"UART, Ethernet, CAN, PWM, USB",3.69,1.422,75,5.0,DIP,2015,Consumer
Nordic Semiconductor,NOR-MCU295010,MIPS32,120,128,512,1.0,"Ethernet, PWM, I2C",10.93,0.481,58,2.5,QFN,2018,Automotive
Silicon Labs,SIL-MCU295011,ARM Cortex-M7,120,1024,32,2.0,"I2C, UART",9.05,0.719,56,5.0,LQFP,2008,Automotive
Renesas,REN-MCU295012,ARM Cortex-M3,200,256,256,0.0,"UART, USB, CAN, SPI",2.42,0.325,16,2.5,TSSOP,2014,Wearable
Texas Instruments,TEX-MCU295013,ARM Cortex-M0,72,256,512,1.0,"USB, I2C",5.78,0.774,70,3.3,QFN,2010,Medical
Silicon Labs,SIL-MCU295014,8051,200,2048,256,0.5,"CAN, SPI, USB",11.78,0.896,69,3.3,TSSOP,2008,Industrial
