Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Analog Devices,ANA-MCU220000,AVR 8-bit,168,2048,64,2.0,"Ethernet, I2C, UART, CAN, PWM",8.51,0.015,99,1.8,SOIC,2017,IoT
Renesas,REN-MCU220001,MIPS32,480,256,1,0.0,"SPI, PWM, USB",9.94,0.238,23,3.3,SOIC,2020,IoT
Microchip,MIC-MCU220002,ARM Cortex-M3,32,256,2,0.5,"SPI, CAN, USB, PWM",6.36,0.313,33,3.3,DIP,2017,Automotive
Texas Instruments,TEX-MCU220003,ARM Cortex-M7,72,256,64,0.5,"UART, CAN, SPI, Ethernet, I2C",2.13,0.366,28,5.0,BGA,2019,Industrial
NXP,NXP-MCU220004,ARM Cortex-M0,16,2048,16,1.0,"Ethernet, UART, PWM",6.15,1.408,47,2.5,LQFP,2023,Medical
Texas Instruments,TEX-MCU220005,ARM Cortex-M3,120,32,512,8.0,"Ethernet, PWM",10.25,0.26,26,5.0,DIP,2007,Automotive
Renesas,REN-MCU220006,MIPS32,8,16,64,2.0,"PWM, SPI, UART, I2C, USB",7.6,0.177,23,3.3,TSSOP,2006,Wearable
Renesas,REN-MCU220007,MIPS32,480,16,4,0.5,"I2C, SPI, PWM",2.03,0.343,96,2.5,TSSOP,2022,Medical
Microchip,MIC-MCU220008,ARM Cortex-M0,200,32,512,1.0,"CAN, UART",11.51,1.22,37,2.5,DIP,2011,Industrial
Analog Devices,ANA-MCU220009,RISC-V,200,128,64,4.0,"USB, UART, PWM, CAN",0.7,1.265,77,1.8,DIP,2007,Industrial
Silicon Labs,SIL-MCU220010,ARM Cortex-M3,168,256,8,2.0,"I2C, CAN, Ethernet, USB",8.11,1.296,10,2.5,QFN,2016,Medical
Espressif,ESP-MCU220011,8051,120,16,64,0.5,"Ethernet, USB, CAN, PWM",6.54,0.295,27,1.8,DIP,2014,IoT
