Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Texas Instruments,TEX-MCU370000,ARM Cortex-M7,8,64,64,1.0,"CAN, USB, SPI, PWM",2.13,0.359,69,5.0,LQFP,2010,Medical
Silicon Labs,SIL-MCU370001,ARM Cortex-M3,200,32,16,2.0,"I2C, UART, USB",4.33,0.05,61,2.5,SOIC,2010,Industrial
Renesas,REN-MCU370002,8051,32,32,64,4.0,"SPI, I2C, PWM",1.84,0.553,74,1.8,DIP,2023,Automotive
Infineon,INF-MCU370003,AVR 8-bit,120,32,8,4.0,"UART, SPI, PWM",6.67,1.482,18,2.5,QFN,2017,Wearable
NXP,NXP-MCU370004,ARM Cortex-M7,120,1024,8,4.0,"CAN, SPI, UART, I2C",6.17,0.253,84,3.3,QFN,2007,Medical
Espressif,ESP-MCU370005,AVR 8-bit,480,64,2,0.5,"UART, CAN, USB, I2C",9.78,0.649,54,5.0,DIP,2024,Medical
Nordic Semiconductor,NOR-MCU370006,ARM Cortex-M3,8,512,128,0.5,"Ethernet, PWM, USB",3.03,0.313,93,1.8,TSSOP,2010,Automotive
STMicroelectronics,STM-MCU370007,ARM Cortex-M4,72,32,64,0.0,"USB, Ethernet, UART, PWM, I2C",8.02,0.168,47,1.8,SOIC,2022,IoT
Microchip,MIC-MCU370008,ARM Cortex-M7,120,512,1,1.0,"UART, SPI, Ethernet",6.13,0.725,34,1.8,LQFP,2024,IoT
Microchip,MIC-MCU370009,ARM Cortex-M7,72,1024,4,0.5,"Ethernet, SPI, USB, UART, I2C",3.76,1.059,13,1.8,BGA,2007,Consumer
Espressif,ESP-MCU370010,ARM Cortex-M0,120,128,2,0.0,"CAN, UART, SPI",9.92,0.832,56,3.3,SOIC,2009,Industrial
Renesas,REN-MCU370011,AVR 8-bit,48,2048,256,0.5,"PWM, SPI, CAN, USB, Ethernet",2.43,1.091,64,1.8,BGA,2016,Automotive
NXP,NXP-MCU370012,ARM Cortex-M3,8,2048,256,2.0,"PWM, I2C, CAN, UART, SPI",4.01,0.47,76,5.0,BGA,2022,IoT
Infineon,INF-MCU370013,RISC-V,240,1024,32,1.0,"UART, Ethernet",8.14,1.241,76,1.8,DIP,2015,IoT
Nordic Semiconductor,NOR-MCU370014,ARM Cortex-M4,480,512,8,4.0,"USB, CAN, UART, I2C",5.59,0.738,18,2.5,QFN,2005,Consumer
Nordic Semiconductor,NOR-MCU370015,AVR 8-bit,240,256,256,0.0,"SPI, CAN, I2C, UART",6.52,0.105,9,1.8,LQFP,2016,Consumer
Analog Devices,ANA-MCU370016,MIPS32,200,2048,256,4.0,"PWM, CAN, SPI, USB, UART",4.55,0.83,50,1.8,LQFP,2022,Consumer
Espressif,ESP-MCU370017,8051,200,2048,64,2.0,"UART, CAN",5.53,1.059,77,2.5,BGA,2020,Automotive
Renesas,REN-MCU370018,RISC-V,72,256,128,0.5,"PWM, UART, I2C, USB, CAN",8.67,0.723,70,5.0,SOIC,2012,Medical
