Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Renesas,REN-MCU385000,AVR 8-bit,200,512,256,0.0,"PWM, SPI, CAN, I2C",3.84,0.697,10,2.5,LQFP,2020,Consumer
Texas Instruments,TEX-MCU385001,AVR 8-bit,120,128,1,0.5,"SPI, PWM, UART",10.32,0.421,90,2.5,LQFP,2012,Wearable
Silicon Labs,SIL-MCU385002,ARM Cortex-M0,120,2048,512,4.0,"USB, SPI, I2C",7.63,1.016,48,5.0,SOIC,2016,Automotive
Texas Instruments,TEX-MCU385003,ARM Cortex-M7,168,1024,128,0.0,"SPI, PWM, UART, Ethernet, USB",11.39,0.126,68,5.0,QFN,2012,Consumer
Nordic Semiconductor,NOR-MCU385004,ARM Cortex-M7,240,32,2,8.0,"PWM, CAN, UART, I2C, Ethernet",5.0,1.014,44,2.5,QFN,2007,Wearable
Texas Instruments,TEX-MCU385005,ARM Cortex-M4,8,16,4,2.0,"Ethernet, I2C, USB, CAN, SPI",7.35,1.464,53,3.3,QFN,2015,Medical
Analog Devices,ANA-MCU385006,AVR 8-bit,120,64,2,0.0,"PWM, CAN, USB, Ethernet",2.13,0.285,99,5.0,DIP,2007,Consumer
Espressif,ESP-MCU385007,ARM Cortex-M0,32,1024,32,4.0,"PWM, I2C, USB, UART",3.46,0.978,34,3.3,SOIC,2022,Medical
NXP,NXP-MCU385008,ARM Cortex-M3,8,128,16,0.0,"UART, PWM, SPI, CAN",5.2,0.153,91,2.5,DIP,2019,IoT
STMicroelectronics,STM-MCU385009,8051,200,1024,16,0.0,"I2C, UART, CAN, Ethernet, USB",1.71,0.748,82,3.3,QFN,2005,Medical
Analog Devices,ANA-MCU385010,AVR 8-bit,120,512,8,4.0,"Ethernet, UART, PWM",1.39,1.296,11,2.5,LQFP,2021,Consumer
Texas Instruments,TEX-MCU385011,ARM Cortex-M4,8,256,1,8.0,"PWM, UART, CAN, Ethernet",1.42,0.511,43,1.8,TSSOP,2005,Industrial
Analog Devices,ANA-MCU385012,8051,240,2048,2,0.0,"PWM, CAN, SPI",8.28,0.404,18,5.0,SOIC,2011,IoT
Nordic Semiconductor,NOR-MCU385013,ARM Cortex-M4,168,64,128,0.5,"PWM, Ethernet, UART",11.61,0.364,90,3.3,TSSOP,2008,IoT
