Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Nordic Semiconductor,NOR-MCU200000,ARM Cortex-M4,8,128,2,2.0,"Ethernet, I2C",3.18,0.839,13,1.8,LQFP,2013,Consumer
Texas Instruments,TEX-MCU200001,RISC-V,480,16,1,0.5,"USB, PWM",4.44,0.939,60,1.8,QFN,2023,Medical
Analog Devices,ANA-MCU200002,AVR 8-bit,120,128,1,1.0,"Ethernet, PWM, SPI",6.1,0.69,92,1.8,SOIC,2006,Wearable
Renesas,REN-MCU200003,ARM Cortex-M3,240,1024,512,2.0,"UART, Ethernet, SPI, CAN, PWM",5.83,1.116,41,2.5,BGA,2006,IoT
Analog Devices,ANA-MCU200004,ARM Cortex-M3,240,2048,64,2.0,"I2C, CAN",4.34,0.84,41,1.8,SOIC,2018,Consumer
Infineon,INF-MCU200005,RISC-V,48,1024,64,2.0,"SPI, UART, CAN",6.37,1.058,88,5.0,BGA,2015,Industrial
Microchip,MIC-MCU200006,ARM Cortex-M7,72,1024,1,0.0,"USB, CAN, I2C, SPI",7.52,0.448,71,1.8,QFN,2024,Wearable
Silicon Labs,SIL-MCU200007,MIPS32,200,64,256,1.0,"SPI, I2C, Ethernet, UART, USB",8.88,1.341,35,2.5,SOIC,2017,Wearable
STMicroelectronics,STM-MCU200008,8051,48,128,1,2.0,"USB, PWM, SPI",10.58,0.565,92,5.0,LQFP,2015,IoT
NXP,NXP-MCU200009,AVR 8-bit,240,16,32,4.0,"I2C, PWM, Ethernet, UART",8.75,1.1,19,1.8,DIP,2015,Industrial
Texas Instruments,TEX-MCU200010,8051,48,1024,1,0.0,"Ethernet, UART",6.28,1.201,10,3.3,DIP,2011,Medical
Infineon,INF-MCU200011,ARM Cortex-M4,168,512,2,0.5,"CAN, PWM, USB, I2C",11.72,0.5,70,3.3,LQFP,2010,IoT
Infineon,INF-MCU200012,AVR 8-bit,168,256,64,1.0,"Ethernet, SPI, USB, CAN",4.54,0.715,22,3.3,SOIC,2006,Industrial
Espressif,ESP-MCU200013,ARM Cortex-M7,120,1024,2,1.0,"USB, I2C, SPI, UART, Ethernet",11.52,1.326,59,2.5,BGA,2007,Medical
Nordic Semiconductor,NOR-MCU200014,ARM Cortex-M7,240,512,256,0.0,"I2C, Ethernet, UART, USB, PWM",7.41,0.2,68,2.5,TSSOP,2020,IoT
NXP,NXP-MCU200015,ARM Cortex-M7,72,512,128,0.0,"Ethernet, SPI, CAN, USB",7.99,1.035,92,3.3,QFN,2023,Consumer
Espressif,ESP-MCU200016,8051,200,64,4,1.0,"I2C, USB",9.82,0.788,64,2.5,TSSOP,2012,Industrial
STMicroelectronics,STM-MCU200017,ARM Cortex-M3,200,512,32,1.0,"Ethernet, CAN",1.79,0.788,93,2.5,SOIC,2012,Consumer
Texas Instruments,TEX-MCU200018,MIPS32,32,1024,2,4.0,"PWM, I2C, Ethernet",7.35,1.166,25,2.5,TSSOP,2015,IoT
Infineon,INF-MCU200019,ARM Cortex-M7,72,16,128,4.0,"I2C, UART, USB",0.75,1.269,96,1.8,QFN,2008,Consumer
NXP,NXP-MCU200020,ARM Cortex-M4,8,128,16,0.5,"SPI, UART, USB, I2C",3.62,1.052,9,1.8,SOIC,2006,IoT
Microchip,MIC-MCU200021,ARM Cortex-M4,8,128,1,0.0,"USB, CAN, PWM",1.46,1.185,74,5.0,TSSOP,2022,Consumer
Infineon,INF-MCU200022,MIPS32,240,1024,4,0.5,"SPI, UART, CAN, I2C, Ethernet",10.23,1.365,9,3.3,TSSOP,2023,Consumer
Analog Devices,ANA-MCU200023,ARM Cortex-M3,32,256,256,2.0,"I2C, UART, PWM",10.53,0.372,40,3.3,TSSOP,2024,Wearable
Texas Instruments,TEX-MCU200024,AVR 8-bit,120,32,128,8.0,"I2C, Ethernet, UART, USB",3.14,0.39,76,3.3,TSSOP,2005,Industrial
Infineon,INF-MCU200025,ARM Cortex-M7,240,64,8,4.0,"UART, SPI",5.51,0.432,36,5.0,BGA,2024,Automotive
Texas Instruments,TEX-MCU200026,8051,8,1024,512,1.0,"USB, I2C, Ethernet, SPI, PWM",7.45,0.508,65,2.5,QFN,2019,Medical
Espressif,ESP-MCU200027,AVR 8-bit,8,32,64,0.5,"SPI, PWM, Ethernet, USB, UART",8.08,0.485,26,5.0,BGA,2013,Medical
Infineon,INF-MCU200028,MIPS32,32,128,128,0.5,"UART, Ethernet",6.14,0.892,28,1.8,QFN,2005,Wearable
NXP,NXP-MCU200029,MIPS32,8,1024,512,2.0,"USB, Ethernet",0.62,1.004,88,2.5,QFN,2012,Automotive
Renesas,REN-MCU200030,ARM Cortex-M0,200,1024,128,2.0,"CAN, USB, Ethernet",6.81,0.781,15,1.8,TSSOP,2009,Automotive
STMicroelectronics,STM-MCU200031,ARM Cortex-M3,32,2048,4,4.0,"CAN, PWM",4.6,1.086,15,2.5,LQFP,2018,Automotive
Microchip,MIC-MCU200032,ARM Cortex-M0,8,16,512,0.5,"PWM, UART",9.75,0.872,69,2.5,QFN,2011,Industrial
Espressif,ESP-MCU200033,ARM Cortex-M0,168,16,4,0.5,"USB, CAN, UART, PWM, Ethernet",4.65,1.426,68,1.8,SOIC,2005,Automotive
Texas Instruments,TEX-MCU200034,ARM Cortex-M3,240,512,1,0.0,"PWM, UART, SPI, CAN, I2C",6.71,0.268,33,2.5,SOIC,2008,Consumer
Infineon,INF-MCU200035,AVR 8-bit,480,256,512,4.0,"UART, PWM, USB, Ethernet, SPI",3.39,0.855,16,1.8,TSSOP,2008,Automotive
Renesas,REN-MCU200036,RISC-V,240,16,512,4.0,"PWM, Ethernet, UART, CAN",9.34,0.571,12,5.0,BGA,2009,Wearable
Texas Instruments,TEX-MCU200037,ARM Cortex-M3,240,128,128,8.0,"UART, PWM, Ethernet, USB, I2C",6.89,0.922,96,5.0,DIP,2020,Medical
Analog Devices,ANA-MCU200038,AVR 8-bit,16,128,16,1.0,"CAN, I2C",2.01,1.007,98,3.3,BGA,2022,Medical
Microchip,MIC-MCU200039,ARM Cortex-M4,16,16,512,2.0,"USB, SPI, UART, Ethernet",9.8,1.072,14,1.8,TSSOP,2021,IoT
Microchip,MIC-MCU200040,ARM Cortex-M7,8,32,1,1.0,"UART, CAN, USB",3.4,0.579,20,3.3,LQFP,2017,Automotive
Espressif,ESP-MCU200041,ARM Cortex-M0,120,32,128,0.5,"Ethernet, UART, PWM",3.06,0.451,52,3.3,TSSOP,2006,Medical
Espressif,ESP-MCU200042,AVR 8-bit,120,512,2,1.0,"USB, I2C, UART, CAN, PWM",8.26,0.252,18,2.5,QFN,2024,Industrial
Texas Instruments,TEX-MCU200043,RISC-V,72,256,512,2.0,"SPI, I2C, CAN",9.79,0.607,96,1.8,TSSOP,2022,Medical
Analog Devices,ANA-MCU200044,8051,48,64,1,8.0,"CAN, PWM, I2C, SPI, Ethernet",2.67,0.437,47,3.3,LQFP,2019,Consumer
STMicroelectronics,STM-MCU200045,RISC-V,168,16,64,1.0,"PWM, SPI, USB, I2C, UART",3.42,0.555,87,5.0,QFN,2013,Industrial
Texas Instruments,TEX-MCU200046,RISC-V,8,64,2,8.0,"USB, Ethernet, CAN, I2C",4.6,1.466,36,5.0,QFN,2020,Automotive
Renesas,REN-MCU200047,ARM Cortex-M3,200,64,8,2.0,"Ethernet, UART, USB, CAN",2.4,0.664,41,5.0,TSSOP,2010,Medical
NXP,NXP-MCU200048,ARM Cortex-M4,48,32,32,2.0,"PWM, USB, CAN",9.03,1.141,17,5.0,DIP,2022,Medical
Infineon,INF-MCU200049,ARM Cortex-M3,168,1024,256,8.0,"CAN, I2C, PWM, UART, SPI",3.99,0.906,79,3.3,TSSOP,2005,Wearable
Espressif,ESP-MCU200050,8051,16,512,16,0.0,"PWM, Ethernet, CAN",8.87,0.476,9,2.5,TSSOP,2016,Automotive
Nordic Semiconductor,NOR-MCU200051,ARM Cortex-M4,48,64,4,2.0,"CAN, PWM, UART, SPI, USB",4.71,1.057,97,2.5,QFN,2019,Industrial
STMicroelectronics,STM-MCU200052,ARM Cortex-M3,168,256,32,0.5,"I2C, CAN, Ethernet, UART",8.92,0.063,29,5.0,SOIC,2018,Medical
Nordic Semiconductor,NOR-MCU200053,ARM Cortex-M7,72,64,8,2.0,"CAN, PWM",2.03,1.069,79,2.5,SOIC,2010,IoT
Silicon Labs,SIL-MCU200054,RISC-V,168,16,32,1.0,"I2C, Ethernet, UART",8.34,0.186,25,5.0,LQFP,2023,Automotive
Microchip,MIC-MCU200055,RISC-V,8,64,16,8.0,"CAN, Ethernet, I2C, UART",1.21,0.355,89,2.5,QFN,2014,Medical
Silicon Labs,SIL-MCU200056,ARM Cortex-M4,8,64,1,0.0,"UART, USB, CAN",3.46,0.66,29,5.0,QFN,2021,Medical
Texas Instruments,TEX-MCU200057,AVR 8-bit,240,1024,64,8.0,"Ethernet, SPI, I2C, CAN, USB",5.56,1.057,77,5.0,BGA,2023,Medical
Espressif,ESP-MCU200058,ARM Cortex-M3,8,256,64,4.0,"UART, PWM, CAN",5.77,1.343,58,1.8,BGA,2016,Wearable
Microchip,MIC-MCU200059,ARM Cortex-M4,8,32,32,4.0,"CAN, SPI, PWM, Ethernet, USB",10.22,0.788,77,5.0,DIP,2014,Industrial
NXP,NXP-MCU200060,ARM Cortex-M3,16,16,2,2.0,"Ethernet, CAN",11.11,0.363,51,5.0,TSSOP,2024,Wearable
Texas Instruments,TEX-MCU200061,ARM Cortex-M4,32,64,2,1.0,"USB, PWM, CAN, SPI, Ethernet",9.58,0.622,38,5.0,QFN,2010,Industrial
Silicon Labs,SIL-MCU200062,ARM Cortex-M7,200,2048,1,2.0,"Ethernet, CAN, USB, I2C",3.61,0.094,53,1.8,LQFP,2010,Automotive
Espressif,ESP-MCU200063,ARM Cortex-M0,168,256,256,0.5,"PWM, UART, SPI, CAN, I2C",6.8,0.393,33,5.0,LQFP,2006,Wearable
Renesas,REN-MCU200064,AVR 8-bit,480,2048,512,4.0,"USB, PWM, SPI, UART",3.02,0.861,65,1.8,SOIC,2012,IoT
Espressif,ESP-MCU200065,8051,16,64,2,4.0,"Ethernet, PWM, SPI, I2C",5.54,0.908,22,3.3,LQFP,2016,Automotive
Infineon,INF-MCU200066,8051,240,32,32,0.0,"UART, I2C",2.85,0.41,59,2.5,QFN,2015,IoT
STMicroelectronics,STM-MCU200067,ARM Cortex-M3,168,64,2,8.0,"CAN, I2C, UART",1.43,1.278,7,3.3,LQFP,2022,IoT
NXP,NXP-MCU200068,MIPS32,48,1024,1,0.5,"USB, SPI, UART, CAN",11.12,0.152,62,3.3,DIP,2023,Automotive
Infineon,INF-MCU200069,8051,120,512,128,0.0,"PWM, CAN, Ethernet, UART, I2C",11.83,0.963,90,1.8,TSSOP,2015,Medical
Microchip,MIC-MCU200070,ARM Cortex-M0,32,16,512,4.0,"Ethernet, I2C, SPI, PWM",3.01,0.104,14,2.5,LQFP,2022,Automotive
STMicroelectronics,STM-MCU200071,8051,16,1024,4,2.0,"UART, I2C, USB",2.13,0.292,54,1.8,DIP,2005,Automotive
STMicroelectronics,STM-MCU200072,ARM Cortex-M0,120,64,8,1.0,"CAN, USB, UART, I2C, SPI",10.41,1.288,92,3.3,TSSOP,2011,IoT
Renesas,REN-MCU200073,MIPS32,120,32,512,1.0,"USB, SPI, I2C",5.49,0.618,62,5.0,QFN,2014,Consumer
