Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
NXP,NXP-MCU335000,ARM Cortex-M7,240,128,64,4.0,"PWM, I2C, SPI, UART, USB",7.37,1.07,50,1.8,LQFP,2019,Wearable
Texas Instruments,TEX-MCU335001,ARM Cortex-M7,48,128,512,2.0,"CAN, I2C",8.62,0.693,46,3.3,SOIC,2006,Consumer
Nordic Semiconductor,NOR-MCU335002,ARM Cortex-M3,8,512,512,8.0,"I2C, SPI",8.05,0.202,25,5.0,QFN,2011,IoT
Analog Devices,ANA-MCU335003,MIPS32,240,2048,8,0.5,"PWM, Ethernet",8.49,0.898,39,1.8,BGA,2011,Consumer
Espressif,ESP-MCU335004,ARM Cortex-M0,120,2048,4,4.0,"Ethernet, I2C, SPI, CAN, UART",6.88,0.071,31,3.3,QFN,2018,IoT
Infineon,INF-MCU335005,8051,168,512,2,8.0,"I2C, SPI, UART, CAN",4.39,0.065,42,2.5,LQFP,2017,Wearable
NXP,NXP-MCU335006,ARM Cortex-M7,8,128,512,0.5,"CAN, UART, Ethernet",2.72,0.802,93,5.0,TSSOP,2010,Consumer
Renesas,REN-MCU335007,ARM Cortex-M4,32,256,256,2.0,"CAN, I2C, UART",6.62,0.337,84,2.5,DIP,2019,Automotive
Nordic Semiconductor,NOR-MCU335008,ARM Cortex-M4,48,256,2,4.0,"CAN, I2C, Ethernet",5.61,0.257,84,3.3,BGA,2019,IoT
Silicon Labs,SIL-MCU335009,RISC-V,240,16,32,0.0,"PWM, Ethernet, CAN",1.38,0.581,32,2.5,TSSOP,2009,IoT
Espressif,ESP-MCU335010,ARM Cortex-M4,120,128,8,0.0,"Ethernet, I2C, PWM",4.48,1.33,22,5.0,DIP,2009,Consumer
NXP,NXP-MCU335011,AVR 8-bit,168,32,8,0.0,"Ethernet, CAN",11.85,0.32,86,3.3,SOIC,2006,Wearable
Analog Devices,ANA-MCU335012,8051,8,2048,512,0.5,"USB, PWM, I2C, SPI",1.23,1.102,39,2.5,BGA,2010,Consumer
NXP,NXP-MCU335013,ARM Cortex-M0,200,1024,16,4.0,"PWM, UART, I2C",11.14,1.07,29,2.5,TSSOP,2020,Automotive
Nordic Semiconductor,NOR-MCU335014,8051,120,512,8,1.0,"I2C, USB, PWM, SPI",11.72,1.27,92,5.0,QFN,2008,IoT
Renesas,REN-MCU335015,ARM Cortex-M3,48,2048,256,2.0,"Ethernet, USB, UART, PWM",8.39,0.743,98,3.3,BGA,2023,Wearable
Espressif,ESP-MCU335016,ARM Cortex-M0,480,16,128,0.5,"CAN, I2C, SPI",0.59,1.155,26,5.0,BGA,2016,Wearable
Texas Instruments,TEX-MCU335017,ARM Cortex-M7,8,2048,2,2.0,"Ethernet, PWM, I2C",6.96,0.994,72,2.5,DIP,2013,IoT
NXP,NXP-MCU335018,AVR 8-bit,168,32,16,0.5,"CAN, UART",9.23,1.115,70,1.8,LQFP,2014,Consumer
Nordic Semiconductor,NOR-MCU335019,MIPS32,120,128,32,0.0,"CAN, I2C, PWM, USB, Ethernet",2.78,0.928,68,1.8,QFN,2014,Industrial
Texas Instruments,TEX-MCU335020,RISC-V,48,256,4,2.0,"CAN, USB, Ethernet, UART, SPI",7.2,0.16,50,3.3,TSSOP,2020,IoT
Microchip,MIC-MCU335021,AVR 8-bit,32,32,256,0.5,"PWM, Ethernet, I2C, CAN, SPI",4.52,0.542,41,5.0,SOIC,2023,Wearable
STMicroelectronics,STM-MCU335022,AVR 8-bit,8,1024,16,4.0,"SPI, I2C, CAN, UART, Ethernet",5.49,0.77,10,1.8,DIP,2009,IoT
Analog Devices,ANA-MCU335023,AVR 8-bit,48,64,8,4.0,"SPI, UART, CAN, USB, I2C",3.32,1.497,87,3.3,SOIC,2011,Consumer
Microchip,MIC-MCU335024,ARM Cortex-M3,72,2048,512,2.0,"SPI, UART, USB, CAN, PWM",9.46,0.818,90,2.5,LQFP,2009,Medical
Renesas,REN-MCU335025,AVR 8-bit,8,32,32,2.0,"PWM, Ethernet, SPI, I2C",8.57,0.757,82,1.8,BGA,2020,IoT
STMicroelectronics,STM-MCU335026,ARM Cortex-M0,120,32,1,1.0,"SPI, I2C, Ethernet, CAN",8.23,0.297,21,1.8,LQFP,2012,Industrial
NXP,NXP-MCU335027,RISC-V,480,512,16,1.0,"UART, USB, SPI",2.86,0.591,76,2.5,QFN,2011,Medical
Silicon Labs,SIL-MCU335028,AVR 8-bit,48,128,8,1.0,"UART, CAN",7.51,0.53,85,3.3,TSSOP,2022,Industrial
Nordic Semiconductor,NOR-MCU335029,ARM Cortex-M4,120,64,128,0.5,"USB, I2C, SPI",5.53,0.328,15,5.0,SOIC,2022,Industrial
NXP,NXP-MCU335030,ARM Cortex-M0,72,128,512,0.5,"I2C, Ethernet, PWM, SPI",8.21,0.381,46,5.0,BGA,2008,IoT
NXP,NXP-MCU335031,ARM Cortex-M3,72,512,128,0.5,"SPI, CAN",11.89,0.61,50,3.3,TSSOP,2012,Consumer
STMicroelectronics,STM-MCU335032,ARM Cortex-M7,168,32,8,0.0,"CAN, SPI, UART, PWM, I2C",8.72,0.448,52,5.0,SOIC,2017,Consumer
Silicon Labs,SIL-MCU335033,8051,120,1024,16,2.0,"PWM, I2C, SPI, CAN",4.58,1.036,77,2.5,BGA,2019,Medical
Nordic Semiconductor,NOR-MCU335034,ARM Cortex-M0,8,32,64,1.0,"USB, I2C, Ethernet",5.43,0.648,59,5.0,TSSOP,2018,Wearable
Infineon,INF-MCU335035,ARM Cortex-M4,72,32,1,8.0,"Ethernet, USB",6.42,0.77,88,3.3,TSSOP,2006,IoT
STMicroelectronics,STM-MCU335036,ARM Cortex-M7,32,64,2,1.0,"I2C, CAN, SPI, Ethernet, UART",5.41,0.065,62,1.8,TSSOP,2005,Medical
Microchip,MIC-MCU335037,ARM Cortex-M4,8,16,16,4.0,"SPI, PWM",9.15,0.71,18,2.5,LQFP,2005,Industrial
Silicon Labs,SIL-MCU335038,MIPS32,16,32,512,4.0,"Ethernet, USB, UART, SPI, I2C",2.02,0.145,29,1.8,LQFP,2005,Automotive
Microchip,MIC-MCU335039,ARM Cortex-M0,168,64,256,1.0,"SPI, Ethernet, CAN",9.4,0.02,35,5.0,DIP,2005,Automotive
Analog Devices,ANA-MCU335040,MIPS32,48,16,8,4.0,"Ethernet, USB, I2C",10.99,0.729,54,2.5,SOIC,2014,IoT
Espressif,ESP-MCU335041,AVR 8-bit,480,64,512,0.0,"I2C, USB, UART, Ethernet, PWM",9.84,1.308,68,2.5,TSSOP,2017,Automotive
Silicon Labs,SIL-MCU335042,ARM Cortex-M4,168,128,1,1.0,"Ethernet, PWM",2.65,0.997,89,5.0,DIP,2011,Automotive
Silicon Labs,SIL-MCU335043,ARM Cortex-M3,480,32,8,2.0,"I2C, CAN, USB, UART, Ethernet",8.42,0.515,92,3.3,LQFP,2014,Industrial
STMicroelectronics,STM-MCU335044,ARM Cortex-M7,72,64,64,8.0,"CAN, Ethernet",10.6,1.191,91,3.3,TSSOP,2006,Industrial
Microchip,MIC-MCU335045,AVR 8-bit,120,2048,32,1.0,"CAN, I2C, USB, SPI, Ethernet",4.72,1.053,96,5.0,DIP,2007,Wearable
Microchip,MIC-MCU335046,8051,168,128,4,0.5,"Ethernet, CAN",8.12,0.904,60,1.8,DIP,2005,Automotive
Nordic Semiconductor,NOR-MCU335047,AVR 8-bit,480,2048,512,0.0,"CAN, SPI",2.06,1.365,33,3.3,BGA,2009,IoT
Silicon Labs,SIL-MCU335048,MIPS32,16,32,32,4.0,"USB, PWM, Ethernet",6.73,1.39,12,2.5,LQFP,2005,Industrial
Microchip,MIC-MCU335049,ARM Cortex-M7,240,2048,4,8.0,"CAN, UART",2.44,0.539,8,2.5,TSSOP,2007,Consumer
Analog Devices,ANA-MCU335050,RISC-V,240,2048,2,0.5,"Ethernet, SPI, UART, CAN",4.1,0.599,76,3.3,TSSOP,2012,Industrial
Microchip,MIC-MCU335051,RISC-V,32,2048,128,2.0,"CAN, SPI",8.36,0.534,65,3.3,QFN,2006,Consumer
Microchip,MIC-MCU335052,MIPS32,120,64,8,8.0,"CAN, UART",4.77,0.276,50,3.3,TSSOP,2016,Automotive
Analog Devices,ANA-MCU335053,RISC-V,32,16,64,8.0,"I2C, Ethernet, USB",11.09,1.066,39,1.8,LQFP,2010,Wearable
Infineon,INF-MCU335054,ARM Cortex-M0,240,512,32,1.0,"CAN, SPI, USB",4.35,0.678,62,3.3,DIP,2005,Wearable
STMicroelectronics,STM-MCU335055,8051,240,256,64,2.0,"SPI, CAN",10.22,0.336,10,2.5,DIP,2009,Automotive
