Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Infineon,INF-MCU60000,ARM Cortex-M4,32,2048,16,0.0,"USB, CAN, SPI, I2C",11.04,0.291,73,5.0,LQFP,2007,Medical
Analog Devices,ANA-MCU60001,RISC-V,72,128,256,8.0,"CAN, PWM, USB, I2C",5.92,0.372,65,3.3,DIP,2014,Automotive
Microchip,MIC-MCU60002,ARM Cortex-M4,32,32,4,0.0,"PWM, USB, Ethernet, UART, SPI",5.4,0.626,43,2.5,BGA,2005,Medical
Espressif,ESP-MCU60003,MIPS32,16,64,16,8.0,"I2C, UART, CAN, SPI, PWM",11.04,1.367,52,2.5,TSSOP,2020,Consumer
Renesas,REN-MCU60004,ARM Cortex-M3,72,128,256,0.5,"UART, PWM",3.45,1.221,6,5.0,LQFP,2009,IoT
Silicon Labs,SIL-MCU60005,MIPS32,240,2048,4,2.0,"Ethernet, USB",3.84,1.375,43,1.8,DIP,2024,IoT
Texas Instruments,TEX-MCU60006,RISC-V,120,128,128,0.0,"UART, CAN, Ethernet, SPI",8.1,1.047,55,2.5,SOIC,2015,IoT
Nordic Semiconductor,NOR-MCU60007,ARM Cortex-M3,168,128,512,8.0,"I2C, SPI, USB, CAN",7.65,0.34,6,3.3,LQFP,2008,Wearable
Renesas,REN-MCU60008,MIPS32,32,2048,64,0.0,"CAN, PWM, USB, Ethernet, UART",6.14,1.342,88,3.3,SOIC,2017,Wearable
Analog Devices,ANA-MCU60009,MIPS32,240,1024,256,0.0,"Ethernet, UART, I2C",1.55,0.063,22,5.0,TSSOP,2012,Medical
NXP,NXP-MCU60010,ARM Cortex-M0,240,512,4,0.0,"I2C, USB, PWM, Ethernet",10.64,0.051,94,1.8,DIP,2017,Industrial
Renesas,REN-MCU60011,AVR 8-bit,16,64,16,1.0,"PWM, Ethernet, USB, UART, SPI",1.2,0.456,29,1.8,TSSOP,2007,Industrial
Silicon Labs,SIL-MCU60012,ARM Cortex-M4,480,32,64,8.0,"Ethernet, CAN",7.08,0.462,25,3.3,SOIC,2008,Industrial
Renesas,REN-MCU60013,ARM Cortex-M7,72,1024,64,4.0,"USB, SPI",6.49,1.257,16,3.3,DIP,2008,IoT
Analog Devices,ANA-MCU60014,ARM Cortex-M0,16,2048,16,0.0,"I2C, SPI, PWM, CAN",5.7,0.281,35,3.3,DIP,2011,Industrial
NXP,NXP-MCU60015,MIPS32,16,2048,2,0.0,"SPI, PWM, I2C",6.96,1.334,62,2.5,DIP,2011,Wearable
Silicon Labs,SIL-MCU60016,ARM Cortex-M7,48,128,4,0.5,"UART, SPI, CAN, Ethernet, I2C",3.88,1.169,22,3.3,QFN,2006,Consumer
Espressif,ESP-MCU60017,ARM Cortex-M7,120,16,1,0.5,"SPI, I2C, Ethernet, PWM, CAN",11.19,0.812,14,3.3,QFN,2023,Medical
NXP,NXP-MCU60018,ARM Cortex-M7,240,1024,128,4.0,"PWM, Ethernet, USB",2.6,0.013,72,3.3,SOIC,2009,Wearable
NXP,NXP-MCU60019,ARM Cortex-M7,8,128,16,0.0,"I2C, SPI, Ethernet",4.67,0.096,31,3.3,QFN,2014,IoT
Renesas,REN-MCU60020,ARM Cortex-M7,240,2048,512,4.0,"SPI, UART",0.9,0.133,7,2.5,LQFP,2009,Industrial
Microchip,MIC-MCU60021,ARM Cortex-M7,48,1024,64,1.0,"I2C, PWM, UART, USB",8.46,0.953,9,3.3,BGA,2022,IoT
STMicroelectronics,STM-MCU60022,ARM Cortex-M3,48,64,256,2.0,"CAN, SPI",8.17,0.447,39,5.0,LQFP,2007,Industrial
Nordic Semiconductor,NOR-MCU60023,ARM Cortex-M3,168,16,512,4.0,"I2C, UART, PWM",8.98,0.254,90,1.8,LQFP,2016,Medical
Microchip,MIC-MCU60024,ARM Cortex-M4,72,256,128,4.0,"SPI, I2C, CAN",5.87,0.518,10,2.5,LQFP,2012,IoT
Infineon,INF-MCU60025,AVR 8-bit,168,1024,128,4.0,"USB, I2C, UART",6.26,1.363,92,2.5,SOIC,2016,Consumer
Microchip,MIC-MCU60026,ARM Cortex-M4,120,1024,2,1.0,"USB, I2C",0.92,0.569,99,3.3,QFN,2005,Automotive
STMicroelectronics,STM-MCU60027,8051,32,256,64,8.0,"CAN, SPI",8.25,0.808,16,3.3,LQFP,2006,Automotive
Microchip,MIC-MCU60028,RISC-V,240,1024,2,0.0,"USB, PWM, Ethernet",8.92,0.633,38,3.3,DIP,2009,Consumer
Renesas,REN-MCU60029,ARM Cortex-M3,200,2048,8,4.0,"SPI, UART",7.98,0.944,73,1.8,DIP,2022,Industrial
Texas Instruments,TEX-MCU60030,ARM Cortex-M0,168,512,8,0.0,"Ethernet, I2C",11.19,0.755,66,1.8,LQFP,2023,Medical
Texas Instruments,TEX-MCU60031,ARM Cortex-M7,16,128,128,2.0,"UART, I2C",8.54,0.013,32,5.0,SOIC,2013,Automotive
Espressif,ESP-MCU60032,ARM Cortex-M4,200,1024,128,8.0,"PWM, USB, SPI",10.53,1.268,67,2.5,BGA,2021,Medical
NXP,NXP-MCU60033,ARM Cortex-M0,16,2048,1,4.0,"I2C, UART, PWM, Ethernet",5.86,1.429,71,5.0,DIP,2018,Industrial
Analog Devices,ANA-MCU60034,AVR 8-bit,48,16,8,8.0,"USB, I2C, Ethernet, UART, PWM",3.2,0.912,97,1.8,BGA,2015,IoT
Texas Instruments,TEX-MCU60035,ARM Cortex-M4,8,64,256,8.0,"I2C, PWM",3.94,0.068,70,1.8,QFN,2009,Automotive
Silicon Labs,SIL-MCU60036,8051,48,128,256,4.0,"UART, SPI, CAN",8.2,0.473,35,2.5,QFN,2014,Consumer
NXP,NXP-MCU60037,ARM Cortex-M3,32,2048,1,0.5,"Ethernet, PWM, USB, SPI",3.13,0.119,75,1.8,DIP,2012,Industrial
Renesas,REN-MCU60038,ARM Cortex-M7,32,32,128,2.0,"SPI, PWM, I2C, UART, Ethernet",5.8,0.438,85,5.0,QFN,2005,Medical
Microchip,MIC-MCU60039,ARM Cortex-M4,16,1024,1,2.0,"SPI, PWM, UART, Ethernet, CAN",4.62,0.169,7,1.8,QFN,2022,Medical
Silicon Labs,SIL-MCU60040,ARM Cortex-M0,8,2048,8,8.0,"SPI, Ethernet, CAN, I2C",5.12,0.068,29,2.5,BGA,2007,Wearable
Nordic Semiconductor,NOR-MCU60041,ARM Cortex-M3,48,1024,32,8.0,"USB, PWM, Ethernet",9.51,0.46,27,5.0,TSSOP,2021,Medical
Nordic Semiconductor,NOR-MCU60042,ARM Cortex-M4,16,16,8,0.0,"CAN, USB, Ethernet, I2C",3.74,0.658,98,5.0,LQFP,2005,Wearable
Microchip,MIC-MCU60043,8051,48,32,4,8.0,"SPI, I2C",3.91,0.78,32,1.8,LQFP,2018,Industrial
STMicroelectronics,STM-MCU60044,RISC-V,8,32,32,4.0,"I2C, UART, USB, SPI, PWM",9.15,0.313,42,5.0,TSSOP,2024,Medical
NXP,NXP-MCU60045,ARM Cortex-M7,200,32,16,1.0,"SPI, Ethernet",3.44,1.452,6,1.8,DIP,2024,Wearable
Nordic Semiconductor,NOR-MCU60046,ARM Cortex-M3,72,128,64,8.0,"USB, PWM, Ethernet",9.68,0.793,21,3.3,SOIC,2017,Consumer
STMicroelectronics,STM-MCU60047,8051,72,512,128,2.0,"SPI, USB, UART, Ethernet",9.12,0.643,22,2.5,SOIC,2017,IoT
NXP,NXP-MCU60048,ARM Cortex-M3,8,16,128,0.0,"SPI, PWM, CAN, USB, UART",8.28,0.526,19,3.3,BGA,2011,Consumer
Renesas,REN-MCU60049,MIPS32,72,32,4,4.0,"CAN, Ethernet",10.11,0.33,62,2.5,SOIC,2010,Consumer
Microchip,MIC-MCU60050,ARM Cortex-M4,200,512,2,4.0,"CAN, Ethernet, SPI",10.95,0.11,90,5.0,BGA,2010,Wearable
Renesas,REN-MCU60051,ARM Cortex-M3,16,2048,32,2.0,"Ethernet, PWM, UART, I2C",2.11,0.056,59,3.3,LQFP,2019,IoT
Infineon,INF-MCU60052,MIPS32,120,16,1,4.0,"UART, SPI, CAN",11.21,0.524,37,1.8,BGA,2015,Industrial
NXP,NXP-MCU60053,AVR 8-bit,480,256,1,2.0,"SPI, USB",5.47,1.045,35,5.0,SOIC,2005,Automotive
Silicon Labs,SIL-MCU60054,MIPS32,168,512,32,4.0,"I2C, Ethernet, CAN",9.04,1.44,26,2.5,TSSOP,2015,Industrial
Texas Instruments,TEX-MCU60055,ARM Cortex-M0,32,512,256,8.0,"USB, PWM, UART",3.46,0.362,25,5.0,BGA,2016,Consumer
Renesas,REN-MCU60056,ARM Cortex-M0,120,256,32,4.0,"I2C, UART, USB",4.25,0.621,21,5.0,QFN,2011,Industrial
STMicroelectronics,STM-MCU60057,MIPS32,168,2048,4,8.0,"SPI, I2C, USB, PWM",2.68,0.946,9,1.8,SOIC,2019,IoT
Texas Instruments,TEX-MCU60058,ARM Cortex-M4,120,1024,8,4.0,"I2C, CAN",3.0,0.43,41,1.8,QFN,2021,Automotive
Renesas,REN-MCU60059,ARM Cortex-M7,48,128,2,0.0,"CAN, UART",1.71,0.171,7,2.5,SOIC,2024,Consumer
NXP,NXP-MCU60060,8051,168,64,512,0.5,"SPI, I2C, CAN, Ethernet",9.61,1.275,22,2.5,DIP,2007,Automotive
Nordic Semiconductor,NOR-MCU60061,MIPS32,240,32,512,1.0,"I2C, USB, CAN, UART, SPI",7.33,1.043,58,5.0,DIP,2011,Automotive
NXP,NXP-MCU60062,RISC-V,8,256,128,0.0,"UART, I2C, USB",11.8,1.014,39,1.8,SOIC,2018,IoT
Renesas,REN-MCU60063,ARM Cortex-M7,16,64,32,0.5,"SPI, USB",11.23,1.05,95,1.8,TSSOP,2021,Automotive
Texas Instruments,TEX-MCU60064,RISC-V,8,32,1,2.0,"SPI, UART, I2C, Ethernet",5.31,0.308,29,2.5,QFN,2008,Automotive
Espressif,ESP-MCU60065,ARM Cortex-M4,200,512,64,0.5,"CAN, I2C, PWM, USB, UART",1.97,1.298,18,1.8,SOIC,2009,IoT
Microchip,MIC-MCU60066,MIPS32,8,256,2,2.0,"USB, PWM",2.06,1.431,20,5.0,SOIC,2006,Consumer
Renesas,REN-MCU60067,AVR 8-bit,120,64,2,2.0,"CAN, Ethernet, SPI, PWM, UART",10.51,0.52,26,3.3,BGA,2010,Medical
Infineon,INF-MCU60068,MIPS32,16,32,4,4.0,"SPI, CAN, PWM, I2C, Ethernet",1.54,0.48,40,2.5,TSSOP,2011,Consumer
