Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Silicon Labs,SIL-MCU330000,8051,32,16,256,1.0,"CAN, Ethernet, PWM, USB, SPI",2.97,1.332,64,2.5,TSSOP,2014,Wearable
Infineon,INF-MCU330001,ARM Cortex-M3,240,512,128,4.0,"I2C, SPI, USB",5.9,0.188,33,1.8,QFN,2008,Medical
Espressif,ESP-MCU330002,ARM Cortex-M4,168,64,16,4.0,"Ethernet, UART, USB",6.91,1.246,19,3.3,SOIC,2014,Industrial
Analog Devices,ANA-MCU330003,ARM Cortex-M4,16,2048,4,0.0,"UART, Ethernet, I2C, CAN, PWM",11.41,1.313,51,1.8,QFN,2023,Automotive
Renesas,REN-MCU330004,8051,48,1024,16,2.0,"CAN, PWM, SPI, UART",7.92,0.415,63,1.8,BGA,2012,Consumer
Espressif,ESP-MCU330005,ARM Cortex-M7,72,32,32,0.0,"I2C, USB, Ethernet, SPI, UART",11.07,0.146,86,2.5,TSSOP,2016,Industrial
NXP,NXP-MCU330006,ARM Cortex-M4,72,512,2,1.0,"SPI, Ethernet, USB",5.87,0.926,8,1.8,TSSOP,2007,Automotive
Analog Devices,ANA-MCU330007,ARM Cortex-M3,480,16,1,0.0,"UART, USB, CAN, PWM, I2C",1.78,0.99,62,5.0,TSSOP,2015,Automotive
Silicon Labs,SIL-MCU330008,ARM Cortex-M3,120,512,16,1.0,"I2C, PWM, USB",6.64,0.467,73,1.8,DIP,2012,Wearable
Silicon Labs,SIL-MCU330009,ARM Cortex-M0,480,1024,1,1.0,"CAN, Ethernet",9.4,0.952,56,1.8,BGA,2010,Industrial
NXP,NXP-MCU330010,AVR 8-bit,72,512,512,0.5,"CAN, PWM, USB, UART, Ethernet",8.24,1.06,50,1.8,SOIC,2007,Automotive
Infineon,INF-MCU330011,ARM Cortex-M4,72,512,512,2.0,"UART, SPI, PWM",4.85,0.79,35,2.5,LQFP,2014,Wearable
Analog Devices,ANA-MCU330012,ARM Cortex-M3,48,256,4,1.0,"USB, SPI, PWM, CAN, UART",4.85,0.11,50,3.3,TSSOP,2021,Automotive
Infineon,INF-MCU330013,ARM Cortex-M3,8,2048,8,1.0,"CAN, PWM, USB",4.23,0.388,31,2.5,DIP,2010,Medical
Infineon,INF-MCU330014,ARM Cortex-M4,480,256,16,1.0,"CAN, Ethernet",2.88,1.258,76,2.5,TSSOP,2015,Automotive
Nordic Semiconductor,NOR-MCU330015,ARM Cortex-M7,16,16,16,1.0,"I2C, SPI, USB, PWM",6.19,0.44,88,2.5,LQFP,2008,Industrial
