Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
STMicroelectronics,STM-MCU375000,ARM Cortex-M4,48,2048,4,2.0,"PWM, SPI",9.54,1.441,23,5.0,TSSOP,2006,Automotive
Espressif,ESP-MCU375001,ARM Cortex-M0,72,256,64,2.0,"CAN, I2C",5.9,1.01,64,1.8,QFN,2016,Wearable
Texas Instruments,TEX-MCU375002,MIPS32,8,16,8,8.0,"CAN, PWM",8.8,0.236,10,5.0,TSSOP,2015,Industrial
Microchip,MIC-MCU375003,ARM Cortex-M0,480,256,8,0.0,"CAN, UART, Ethernet, PWM, USB",1.29,0.943,59,1.8,QFN,2016,Medical
STMicroelectronics,STM-MCU375004,MIPS32,32,512,2,0.0,"CAN, I2C, PWM, SPI",3.64,0.16,78,1.8,BGA,2006,IoT
Silicon Labs,SIL-MCU375005,RISC-V,480,128,8,0.5,"CAN, USB, UART, Ethernet",9.14,0.347,41,2.5,SOIC,2021,Medical
Silicon Labs,SIL-MCU375006,MIPS32,200,16,256,1.0,"Ethernet, I2C, SPI, UART",3.4,1.383,98,2.5,BGA,2024,Wearable
Espressif,ESP-MCU375007,RISC-V,240,1024,64,4.0,"SPI, I2C",3.01,0.72,94,2.5,QFN,2020,Industrial
NXP,NXP-MCU375008,ARM Cortex-M0,72,64,256,1.0,"USB, UART, PWM, CAN, I2C",9.23,0.299,42,3.3,DIP,2020,Medical
Texas Instruments,TEX-MCU375009,RISC-V,120,1024,64,8.0,"PWM, USB, CAN, I2C, UART",4.63,0.202,35,2.5,TSSOP,2010,Industrial
Texas Instruments,TEX-MCU375010,MIPS32,240,16,1,0.0,"USB, UART, Ethernet, SPI, PWM",9.67,0.344,54,5.0,SOIC,2005,Medical
Espressif,ESP-MCU375011,ARM Cortex-M3,200,16,8,0.5,"SPI, UART, USB, Ethernet, CAN",3.99,1.18,80,5.0,TSSOP,2019,IoT
Infineon,INF-MCU375012,RISC-V,32,64,16,0.5,"SPI, CAN",2.15,0.549,30,5.0,LQFP,2005,Consumer
Microchip,MIC-MCU375013,ARM Cortex-M7,48,16,4,1.0,"UART, Ethernet",11.81,0.498,25,2.5,BGA,2011,Consumer
Espressif,ESP-MCU375014,RISC-V,16,64,4,2.0,"Ethernet, UART",9.93,0.679,22,1.8,TSSOP,2017,Automotive
Espressif,ESP-MCU375015,AVR 8-bit,168,1024,512,1.0,"I2C, UART",3.1,1.351,33,2.5,QFN,2007,Automotive
Silicon Labs,SIL-MCU375016,ARM Cortex-M7,120,512,16,1.0,"CAN, Ethernet, SPI, PWM, USB",5.16,0.046,87,1.8,SOIC,2007,Consumer
Silicon Labs,SIL-MCU375017,RISC-V,240,256,128,0.0,"I2C, PWM, USB",1.91,1.221,41,2.5,QFN,2020,Medical
Renesas,REN-MCU375018,RISC-V,168,64,4,2.0,"Ethernet, USB, I2C, SPI",3.49,0.707,57,2.5,TSSOP,2005,Wearable
