Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Espressif,ESP-MCU115000,ARM Cortex-M0,8,1024,128,0.0,"UART, PWM",2.4,0.996,44,1.8,LQFP,2019,Wearable
Nordic Semiconductor,NOR-MCU115001,ARM Cortex-M7,480,32,32,4.0,"USB, UART",7.23,0.406,19,2.5,LQFP,2023,Consumer
STMicroelectronics,STM-MCU115002,AVR 8-bit,48,2048,32,4.0,"UART, PWM, I2C",3.98,1.14,87,5.0,LQFP,2018,Industrial
Espressif,ESP-MCU115003,ARM Cortex-M4,200,1024,2,8.0,"USB, SPI, I2C, CAN, UART",11.82,0.835,10,3.3,DIP,2015,Wearable
Texas Instruments,TEX-MCU115004,RISC-V,200,64,2,2.0,"CAN, UART",11.77,1.393,54,1.8,DIP,2005,Automotive
Renesas,REN-MCU115005,ARM Cortex-M4,32,512,16,0.5,"SPI, Ethernet, PWM, USB",2.76,1.441,94,5.0,SOIC,2009,IoT
Silicon Labs,SIL-MCU115006,ARM Cortex-M3,48,2048,1,2.0,"CAN, SPI, PWM, UART",3.01,0.133,52,3.3,LQFP,2019,Automotive
Infineon,INF-MCU115007,ARM Cortex-M3,240,1024,4,1.0,"CAN, USB, Ethernet, PWM",5.99,0.488,23,1.8,BGA,2005,Wearable
Analog Devices,ANA-MCU115008,8051,120,128,16,4.0,"PWM, I2C, CAN, Ethernet, UART",7.99,0.845,48,2.5,QFN,2010,Medical
STMicroelectronics,STM-MCU115009,ARM Cortex-M4,72,512,8,8.0,"I2C, Ethernet, USB, PWM, SPI",1.51,0.98,43,5.0,BGA,2009,Automotive
STMicroelectronics,STM-MCU115010,RISC-V,8,16,1,8.0,"CAN, USB, PWM, Ethernet, UART",3.3,0.127,49,2.5,TSSOP,2009,Medical
Infineon,INF-MCU115011,RISC-V,200,2048,512,0.5,"USB, PWM, UART",2.6,0.536,68,2.5,QFN,2019,Industrial
Silicon Labs,SIL-MCU115012,MIPS32,48,64,1,0.0,"CAN, PWM, Ethernet",10.8,1.494,64,1.8,DIP,2009,Automotive
Espressif,ESP-MCU115013,ARM Cortex-M0,120,256,512,8.0,"I2C, SPI, Ethernet, CAN",8.16,0.412,62,1.8,QFN,2023,Consumer
Nordic Semiconductor,NOR-MCU115014,ARM Cortex-M3,240,512,512,0.0,"CAN, I2C, Ethernet",11.32,0.487,40,2.5,DIP,2005,IoT
Silicon Labs,SIL-MCU115015,MIPS32,240,32,256,2.0,"Ethernet, PWM, SPI, UART, I2C",8.78,0.455,16,2.5,DIP,2019,Medical
Analog Devices,ANA-MCU115016,ARM Cortex-M0,72,64,4,1.0,"UART, PWM",6.34,1.133,12,1.8,QFN,2011,Industrial
STMicroelectronics,STM-MCU115017,ARM Cortex-M4,480,1024,512,2.0,"SPI, Ethernet",8.56,0.663,33,1.8,SOIC,2006,Wearable
Espressif,ESP-MCU115018,ARM Cortex-M4,480,1024,8,2.0,"I2C, SPI, CAN, PWM, USB",7.56,0.579,36,5.0,QFN,2016,Industrial
Renesas,REN-MCU115019,AVR 8-bit,480,128,2,4.0,"Ethernet, SPI, PWM, CAN",10.36,1.076,43,5.0,DIP,2016,Automotive
Analog Devices,ANA-MCU115020,RISC-V,48,256,128,4.0,"SPI, I2C, Ethernet, PWM, CAN",9.25,1.295,70,1.8,DIP,2012,Automotive
Microchip,MIC-MCU115021,MIPS32,168,1024,16,1.0,"Ethernet, UART, PWM, CAN",10.86,0.758,31,2.5,LQFP,2017,Industrial
Microchip,MIC-MCU115022,8051,72,256,16,0.5,"UART, CAN, SPI, I2C, Ethernet",8.04,1.07,72,2.5,QFN,2008,Automotive
Silicon Labs,SIL-MCU115023,MIPS32,16,16,64,8.0,"PWM, CAN, SPI",5.69,0.014,96,1.8,LQFP,2007,Consumer
Infineon,INF-MCU115024,AVR 8-bit,168,512,8,1.0,"SPI, Ethernet, UART",8.01,1.252,42,2.5,DIP,2018,Medical
