Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Silicon Labs,SIL-MCU435000,ARM Cortex-M4,16,256,4,0.5,"I2C, Ethernet, UART",1.36,0.424,97,5.0,LQFP,2015,Industrial
Infineon,INF-MCU435001,ARM Cortex-M0,8,128,32,2.0,"Ethernet, PWM, USB, SPI",10.34,0.346,13,3.3,TSSOP,2013,IoT
Silicon Labs,SIL-MCU435002,ARM Cortex-M7,200,1024,2,0.0,"CAN, SPI, PWM, I2C, USB",1.95,0.644,6,3.3,SOIC,2019,Automotive
Nordic Semiconductor,NOR-MCU435003,RISC-V,120,128,64,0.5,"PWM, I2C, Ethernet, SPI, USB",5.62,0.642,25,2.5,BGA,2019,Automotive
Renesas,REN-MCU435004,ARM Cortex-M3,200,16,2,0.0,"CAN, I2C, UART, USB, SPI",4.07,1.224,46,1.8,DIP,2020,Consumer
Nordic Semiconductor,NOR-MCU435005,ARM Cortex-M4,8,32,2,0.5,"Ethernet, USB, CAN, I2C",9.94,0.545,59,3.3,BGA,2015,Wearable
Microchip,MIC-MCU435006,ARM Cortex-M4,48,2048,512,0.5,"SPI, Ethernet, PWM, UART, CAN",7.44,1.056,92,2.5,LQFP,2018,Industrial
Espressif,ESP-MCU435007,ARM Cortex-M4,72,512,8,4.0,"Ethernet, SPI, CAN, USB, UART",7.17,0.217,41,2.5,QFN,2024,IoT
NXP,NXP-MCU435008,ARM Cortex-M4,200,16,16,8.0,"SPI, Ethernet, USB, I2C",6.48,0.959,66,3.3,TSSOP,2020,Consumer
Nordic Semiconductor,NOR-MCU435009,RISC-V,72,16,1,8.0,"UART, CAN, USB, I2C",6.6,1.107,46,3.3,SOIC,2018,IoT
NXP,NXP-MCU435010,ARM Cortex-M3,120,2048,2,8.0,"CAN, UART",7.09,0.305,96,2.5,DIP,2009,Consumer
Microchip,MIC-MCU435011,AVR 8-bit,240,256,8,8.0,"UART, USB",5.01,0.123,64,3.3,BGA,2014,Automotive
Silicon Labs,SIL-MCU435012,ARM Cortex-M4,240,32,1,1.0,"USB, UART, Ethernet",3.96,0.044,99,3.3,LQFP,2024,Medical
Nordic Semiconductor,NOR-MCU435013,MIPS32,480,1024,512,2.0,"Ethernet, SPI, UART, I2C, CAN",1.0,0.17,53,3.3,BGA,2023,Consumer
Nordic Semiconductor,NOR-MCU435014,ARM Cortex-M0,48,2048,512,2.0,"I2C, UART, PWM, CAN, USB",10.84,0.082,21,3.3,LQFP,2022,Industrial
Nordic Semiconductor,NOR-MCU435015,ARM Cortex-M0,16,32,32,8.0,"USB, SPI, CAN, Ethernet, UART",9.28,0.756,21,1.8,BGA,2014,IoT
NXP,NXP-MCU435016,MIPS32,200,512,2,1.0,"UART, Ethernet, I2C",1.49,0.974,72,1.8,TSSOP,2005,Wearable
Texas Instruments,TEX-MCU435017,MIPS32,32,512,128,8.0,"USB, I2C",11.77,1.209,81,5.0,QFN,2021,Industrial
Espressif,ESP-MCU435018,ARM Cortex-M0,120,32,32,8.0,"I2C, SPI",5.62,0.979,78,5.0,TSSOP,2019,Wearable
Texas Instruments,TEX-MCU435019,AVR 8-bit,120,256,16,8.0,"UART, SPI, CAN",11.53,1.013,26,1.8,DIP,2012,Medical
Nordic Semiconductor,NOR-MCU435020,8051,48,32,256,1.0,"Ethernet, I2C, PWM, SPI",11.87,0.099,43,1.8,DIP,2013,Industrial
NXP,NXP-MCU435021,8051,120,512,64,2.0,"UART, I2C, PWM, SPI, CAN",7.07,1.425,90,1.8,SOIC,2017,IoT
Espressif,ESP-MCU435022,MIPS32,200,1024,16,0.0,"I2C, Ethernet, USB",9.41,0.271,68,2.5,SOIC,2014,Consumer
Nordic Semiconductor,NOR-MCU435023,ARM Cortex-M0,120,32,64,8.0,"USB, SPI, Ethernet, I2C, UART",2.55,0.187,66,5.0,LQFP,2024,Wearable
