Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Infineon,INF-MCU245000,ARM Cortex-M0,8,32,1,8.0,"I2C, PWM, USB",8.27,0.356,30,2.5,QFN,2006,IoT
STMicroelectronics,STM-MCU245001,ARM Cortex-M0,32,128,4,8.0,"USB, SPI, PWM",6.35,0.292,97,5.0,QFN,2018,Automotive
Nordic Semiconductor,NOR-MCU245002,ARM Cortex-M0,480,128,1,2.0,"PWM, CAN, USB",5.08,0.155,47,5.0,LQFP,2011,Wearable
Espressif,ESP-MCU245003,ARM Cortex-M7,480,1024,4,1.0,"Ethernet, USB",11.09,0.684,32,5.0,DIP,2015,IoT
Infineon,INF-MCU245004,AVR 8-bit,168,16,8,4.0,"Ethernet, PWM, USB",0.54,0.713,7,1.8,DIP,2015,Medical
Renesas,REN-MCU245005,MIPS32,480,16,1,4.0,"SPI, Ethernet, CAN, USB",7.14,0.474,30,1.8,SOIC,2019,Automotive
Analog Devices,ANA-MCU245006,ARM Cortex-M7,120,512,32,0.5,"Ethernet, UART, I2C",11.85,0.051,29,1.8,TSSOP,2018,Consumer
STMicroelectronics,STM-MCU245007,ARM Cortex-M3,16,64,128,8.0,"UART, USB, CAN, Ethernet",3.95,1.32,19,5.0,TSSOP,2016,Medical
Texas Instruments,TEX-MCU245008,ARM Cortex-M0,240,64,4,8.0,"I2C, UART, Ethernet, PWM, CAN",7.84,0.481,49,1.8,LQFP,2013,Wearable
Espressif,ESP-MCU245009,RISC-V,120,128,64,0.0,"Ethernet, CAN, PWM, USB",2.33,0.45,16,2.5,LQFP,2023,Wearable
Microchip,MIC-MCU245010,AVR 8-bit,480,16,1,0.0,"UART, PWM, SPI, USB, CAN",5.7,0.319,31,3.3,BGA,2005,Automotive
Microchip,MIC-MCU245011,ARM Cortex-M3,168,1024,128,0.0,"Ethernet, SPI, CAN, UART",3.05,0.123,61,3.3,BGA,2020,Industrial
STMicroelectronics,STM-MCU245012,AVR 8-bit,200,128,16,2.0,"Ethernet, UART, PWM, SPI, I2C",1.17,0.146,90,2.5,SOIC,2017,Automotive
Infineon,INF-MCU245013,ARM Cortex-M3,32,256,4,0.5,"UART, PWM, I2C, SPI",9.93,0.435,79,3.3,SOIC,2013,Medical
