Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
NXP,NXP-MCU55000,RISC-V,480,16,512,4.0,"I2C, SPI",5.23,0.778,47,1.8,LQFP,2021,Industrial
NXP,NXP-MCU55001,AVR 8-bit,72,16,128,0.5,"I2C, USB, UART, SPI, PWM",6.2,1.411,74,1.8,SOIC,2024,Medical
Renesas,REN-MCU55002,MIPS32,240,1024,32,8.0,"UART, USB, Ethernet",2.74,0.252,66,1.8,TSSOP,2018,Wearable
Renesas,REN-MCU55003,ARM Cortex-M3,16,1024,128,0.0,"SPI, USB, PWM, UART",5.89,1.056,29,2.5,DIP,2019,IoT
Silicon Labs,SIL-MCU55004,8051,168,256,4,4.0,"SPI, USB, UART, CAN, Ethernet",11.35,0.197,8,3.3,DIP,2019,Medical
Nordic Semiconductor,NOR-MCU55005,8051,168,128,2,0.5,"I2C, CAN",4.67,0.47,54,3.3,TSSOP,2007,Medical
STMicroelectronics,STM-MCU55006,RISC-V,16,32,64,1.0,"UART, Ethernet",7.82,0.88,56,3.3,LQFP,2008,IoT
Microchip,MIC-MCU55007,AVR 8-bit,8,1024,512,8.0,"UART, USB, Ethernet",3.31,1.045,74,3.3,QFN,2013,Wearable
Analog Devices,ANA-MCU55008,MIPS32,120,128,8,2.0,"Ethernet, UART, CAN",7.99,0.503,96,3.3,DIP,2006,Automotive
Analog Devices,ANA-MCU55009,RISC-V,200,64,1,8.0,"UART, SPI",4.88,0.177,6,1.8,LQFP,2022,Consumer
Silicon Labs,SIL-MCU55010,MIPS32,240,2048,1,2.0,"SPI, USB, Ethernet, I2C",5.07,1.026,31,5.0,TSSOP,2009,Consumer
Microchip,MIC-MCU55011,ARM Cortex-M7,32,1024,2,4.0,"PWM, UART, Ethernet, CAN",3.2,0.514,66,1.8,QFN,2009,Consumer
Texas Instruments,TEX-MCU55012,ARM Cortex-M7,200,16,32,2.0,"Ethernet, PWM, SPI, CAN, UART",7.52,0.922,46,5.0,TSSOP,2011,Consumer
Analog Devices,ANA-MCU55013,8051,168,1024,1,0.5,"Ethernet, SPI, UART",10.25,0.596,39,2.5,DIP,2020,Wearable
Infineon,INF-MCU55014,MIPS32,168,16,2,0.5,"UART, SPI",0.52,0.026,21,5.0,QFN,2016,Industrial
