Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Texas Instruments,TEX-MCU45000,MIPS32,168,1024,256,1.0,"CAN, SPI, PWM, Ethernet",4.76,1.459,15,2.5,BGA,2023,Automotive
NXP,NXP-MCU45001,MIPS32,32,512,64,4.0,"I2C, Ethernet, PWM, CAN",5.27,0.079,35,3.3,QFN,2012,Wearable
Espressif,ESP-MCU45002,ARM Cortex-M0,32,2048,512,8.0,"CAN, PWM, Ethernet",4.7,0.997,50,1.8,BGA,2010,Consumer
Renesas,REN-MCU45003,ARM Cortex-M0,120,512,128,2.0,"USB, CAN, Ethernet",4.58,0.883,50,2.5,DIP,2005,Wearable
STMicroelectronics,STM-MCU45004,ARM Cortex-M0,48,512,2,8.0,"CAN, SPI, USB, Ethernet, I2C",4.85,0.567,67,3.3,QFN,2015,Consumer
Nordic Semiconductor,NOR-MCU45005,AVR 8-bit,72,512,256,1.0,"SPI, I2C, PWM, Ethernet, CAN",4.38,0.543,43,3.3,QFN,2015,Consumer
NXP,NXP-MCU45006,8051,8,1024,8,2.0,"PWM, CAN",1.04,0.738,71,3.3,QFN,2009,Wearable
Renesas,REN-MCU45007,ARM Cortex-M0,48,64,1,1.0,"I2C, Ethernet, PWM, SPI",2.96,1.422,81,2.5,SOIC,2010,Industrial
Silicon Labs,SIL-MCU45008,8051,72,256,32,1.0,"USB, UART, I2C, PWM",2.9,0.796,77,3.3,QFN,2016,Medical
Nordic Semiconductor,NOR-MCU45009,ARM Cortex-M4,168,32,256,0.0,"SPI, PWM, Ethernet, CAN, USB",5.66,0.536,18,5.0,DIP,2009,Medical
Silicon Labs,SIL-MCU45010,RISC-V,480,256,128,0.5,"Ethernet, CAN, USB",10.99,0.723,99,3.3,LQFP,2008,IoT
NXP,NXP-MCU45011,ARM Cortex-M3,32,16,16,8.0,"Ethernet, PWM, I2C",4.76,0.969,87,3.3,SOIC,2005,Industrial
Microchip,MIC-MCU45012,8051,8,16,4,2.0,"PWM, CAN, USB, I2C",4.96,0.863,61,2.5,TSSOP,2008,Industrial
Analog Devices,ANA-MCU45013,AVR 8-bit,480,2048,256,2.0,"USB, PWM, Ethernet",10.47,1.17,97,5.0,LQFP,2007,Consumer
Infineon,INF-MCU45014,ARM Cortex-M0,72,64,32,4.0,"CAN, SPI, Ethernet",11.03,0.763,65,5.0,SOIC,2019,Wearable
STMicroelectronics,STM-MCU45015,RISC-V,200,512,2,4.0,"Ethernet, USB",11.46,1.347,40,1.8,LQFP,2011,Medical
Nordic Semiconductor,NOR-MCU45016,MIPS32,32,1024,1,0.5,"I2C, USB, CAN, SPI",6.13,1.398,76,3.3,DIP,2020,Medical
Analog Devices,ANA-MCU45017,RISC-V,48,256,256,4.0,"Ethernet, I2C, PWM",3.21,0.836,7,3.3,LQFP,2010,Medical
NXP,NXP-MCU45018,ARM Cortex-M0,72,256,256,4.0,"I2C, Ethernet, UART, PWM",8.51,1.126,56,2.5,QFN,2013,IoT
NXP,NXP-MCU45019,8051,8,16,1,1.0,"CAN, PWM",11.37,0.313,30,5.0,TSSOP,2010,Consumer
Espressif,ESP-MCU45020,ARM Cortex-M4,200,128,256,2.0,"Ethernet, SPI",8.79,1.259,72,3.3,LQFP,2014,Industrial
STMicroelectronics,STM-MCU45021,ARM Cortex-M0,168,2048,64,2.0,"SPI, PWM, CAN",6.62,0.014,39,1.8,LQFP,2010,Medical
