Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Analog Devices,ANA-MCU275000,ARM Cortex-M0,200,64,256,1.0,"CAN, USB, I2C",5.58,1.116,79,1.8,QFN,2020,Industrial
Silicon Labs,SIL-MCU275001,ARM Cortex-M0,480,128,32,1.0,"CAN, UART, PWM, I2C",10.55,0.318,26,3.3,SOIC,2015,Consumer
STMicroelectronics,STM-MCU275002,8051,48,32,64,2.0,"CAN, I2C, USB, Ethernet, PWM",11.62,1.435,63,5.0,BGA,2012,Wearable
Silicon Labs,SIL-MCU275003,MIPS32,48,2048,1,0.5,"SPI, UART",11.4,0.145,16,1.8,LQFP,2006,Consumer
Infineon,INF-MCU275004,ARM Cortex-M7,120,64,4,0.0,"CAN, SPI, UART, USB, PWM",3.08,0.081,49,3.3,BGA,2021,Automotive
Nordic Semiconductor,NOR-MCU275005,RISC-V,32,16,512,8.0,"PWM, UART, CAN",7.5,0.715,86,3.3,LQFP,2005,Medical
Nordic Semiconductor,NOR-MCU275006,ARM Cortex-M4,480,32,64,8.0,"Ethernet, I2C, UART, PWM",6.23,1.411,19,3.3,BGA,2007,Consumer
Infineon,INF-MCU275007,ARM Cortex-M0,48,64,2,0.0,"I2C, CAN",2.78,1.272,96,1.8,QFN,2010,Wearable
Texas Instruments,TEX-MCU275008,RISC-V,48,16,512,1.0,"UART, Ethernet, SPI, PWM",4.76,1.312,96,5.0,BGA,2011,IoT
Espressif,ESP-MCU275009,ARM Cortex-M3,168,512,128,0.0,"I2C, PWM, CAN, SPI",3.07,0.736,69,5.0,BGA,2008,Consumer
Renesas,REN-MCU275010,MIPS32,16,16,128,4.0,"UART, SPI, USB",11.35,0.447,55,2.5,QFN,2019,Consumer
NXP,NXP-MCU275011,AVR 8-bit,240,1024,512,0.0,"UART, SPI",11.52,1.391,51,3.3,SOIC,2013,Wearable
Nordic Semiconductor,NOR-MCU275012,RISC-V,168,512,16,2.0,"CAN, Ethernet, PWM, UART, SPI",7.85,1.013,57,1.8,QFN,2009,Industrial
Renesas,REN-MCU275013,ARM Cortex-M4,240,2048,16,1.0,"USB, I2C, SPI",10.15,0.68,37,3.3,LQFP,2012,Wearable
Microchip,MIC-MCU275014,ARM Cortex-M7,48,16,1,2.0,"I2C, UART, CAN",3.73,0.694,26,3.3,SOIC,2009,Wearable
Analog Devices,ANA-MCU275015,MIPS32,200,32,1,0.5,"UART, USB, Ethernet, SPI",5.68,0.404,65,1.8,BGA,2021,Consumer
Texas Instruments,TEX-MCU275016,ARM Cortex-M3,168,2048,8,1.0,"I2C, USB, PWM, CAN",2.63,0.895,68,5.0,TSSOP,2007,Automotive
Microchip,MIC-MCU275017,MIPS32,32,64,16,0.0,"CAN, USB, I2C, Ethernet",1.04,1.016,13,5.0,BGA,2011,Wearable
Renesas,REN-MCU275018,ARM Cortex-M7,200,1024,32,0.0,"USB, I2C, CAN",7.4,1.027,64,2.5,SOIC,2012,Industrial
Renesas,REN-MCU275019,ARM Cortex-M3,32,2048,2,4.0,"SPI, USB, PWM, CAN, UART",6.8,1.255,38,3.3,LQFP,2012,Automotive
Renesas,REN-MCU275020,AVR 8-bit,48,512,512,0.0,"Ethernet, UART",11.95,0.498,29,2.5,QFN,2006,Wearable
STMicroelectronics,STM-MCU275021,ARM Cortex-M0,168,256,64,1.0,"I2C, SPI",8.37,0.866,36,3.3,LQFP,2014,Wearable
Infineon,INF-MCU275022,ARM Cortex-M0,72,2048,1,4.0,"SPI, PWM, USB, I2C, CAN",1.74,0.91,67,5.0,TSSOP,2005,Consumer
Silicon Labs,SIL-MCU275023,ARM Cortex-M4,72,512,64,0.0,"USB, I2C",1.95,0.979,67,3.3,BGA,2018,Consumer
Infineon,INF-MCU275024,MIPS32,48,128,8,4.0,"PWM, SPI, USB",6.03,1.428,72,3.3,TSSOP,2015,Automotive
Silicon Labs,SIL-MCU275025,ARM Cortex-M0,16,64,1,0.5,"UART, PWM, USB",1.32,1.373,54,5.0,TSSOP,2023,IoT
STMicroelectronics,STM-MCU275026,RISC-V,120,16,16,4.0,"I2C, SPI, USB",3.7,0.418,6,2.5,TSSOP,2010,Consumer
Texas Instruments,TEX-MCU275027,ARM Cortex-M0,48,1024,1,2.0,"I2C, SPI",3.85,1.321,62,2.5,QFN,2006,Industrial
Espressif,ESP-MCU275028,ARM Cortex-M0,120,16,1,4.0,"I2C, SPI, CAN, PWM",10.52,0.815,80,5.0,QFN,2011,Medical
NXP,NXP-MCU275029,MIPS32,120,256,1,2.0,"CAN, I2C, Ethernet, USB",3.56,1.348,44,3.3,LQFP,2006,Automotive
Renesas,REN-MCU275030,MIPS32,8,2048,8,2.0,"Ethernet, PWM, USB, CAN",4.97,0.045,69,2.5,BGA,2012,Industrial
Espressif,ESP-MCU275031,ARM Cortex-M0,72,1024,1,0.0,"CAN, SPI, I2C, UART, USB",3.47,0.067,6,5.0,QFN,2005,IoT
STMicroelectronics,STM-MCU275032,8051,32,64,512,8.0,"Ethernet, SPI, I2C, PWM, UART",5.95,1.001,24,5.0,DIP,2007,Medical
NXP,NXP-MCU275033,ARM Cortex-M7,480,64,128,4.0,"Ethernet, UART, I2C, SPI, USB",7.31,0.302,63,1.8,BGA,2016,Automotive
STMicroelectronics,STM-MCU275034,MIPS32,72,16,512,2.0,"Ethernet, I2C, USB",5.54,0.991,24,1.8,DIP,2008,Consumer
Nordic Semiconductor,NOR-MCU275035,MIPS32,16,512,8,2.0,"CAN, UART, SPI, I2C",1.54,0.292,69,1.8,QFN,2014,Automotive
Espressif,ESP-MCU275036,ARM Cortex-M0,8,128,16,0.5,"I2C, CAN, SPI, PWM, Ethernet",1.87,0.472,88,1.8,DIP,2012,Automotive
Renesas,REN-MCU275037,ARM Cortex-M0,168,512,2,0.5,"UART, Ethernet, I2C",0.96,0.874,70,1.8,LQFP,2016,Consumer
STMicroelectronics,STM-MCU275038,AVR 8-bit,168,16,1,0.5,"I2C, USB, UART, PWM, CAN",7.1,0.97,40,2.5,DIP,2005,Medical
Analog Devices,ANA-MCU275039,ARM Cortex-M3,120,16,2,2.0,"UART, CAN, PWM, SPI",2.06,0.123,64,1.8,QFN,2007,Consumer
Silicon Labs,SIL-MCU275040,ARM Cortex-M4,168,32,4,0.0,"CAN, USB, Ethernet, SPI, UART",11.92,0.948,13,1.8,BGA,2006,IoT
Analog Devices,ANA-MCU275041,ARM Cortex-M4,8,32,8,0.0,"PWM, CAN, USB, UART",10.68,0.181,94,1.8,SOIC,2021,Consumer
NXP,NXP-MCU275042,RISC-V,200,128,128,2.0,"I2C, UART, CAN, USB",3.88,0.447,67,2.5,QFN,2023,Medical
Texas Instruments,TEX-MCU275043,MIPS32,120,64,1,8.0,"UART, PWM",1.42,0.073,73,3.3,LQFP,2011,Industrial
Silicon Labs,SIL-MCU275044,ARM Cortex-M4,168,256,8,2.0,"I2C, PWM, Ethernet, USB",10.81,1.495,84,1.8,QFN,2005,Consumer
Infineon,INF-MCU275045,ARM Cortex-M7,8,1024,64,0.0,"PWM, CAN",10.09,0.415,23,2.5,QFN,2010,IoT
Renesas,REN-MCU275046,ARM Cortex-M0,480,2048,16,2.0,"UART, PWM, I2C",3.08,0.864,90,2.5,BGA,2017,Medical
NXP,NXP-MCU275047,ARM Cortex-M4,168,256,512,0.0,"UART, I2C, PWM, CAN",7.56,1.291,10,5.0,QFN,2008,Industrial
Microchip,MIC-MCU275048,MIPS32,8,512,2,8.0,"SPI, UART, CAN, Ethernet",9.48,1.31,91,2.5,SOIC,2021,Automotive
Renesas,REN-MCU275049,ARM Cortex-M4,120,256,4,4.0,"PWM, Ethernet",5.19,1.067,67,5.0,TSSOP,2023,Wearable
Silicon Labs,SIL-MCU275050,ARM Cortex-M0,480,128,128,2.0,"SPI, CAN, PWM, Ethernet, UART",6.8,0.307,83,1.8,TSSOP,2013,Automotive
Analog Devices,ANA-MCU275051,ARM Cortex-M3,168,16,512,0.5,"USB, PWM",5.78,0.305,94,3.3,DIP,2016,Industrial
Texas Instruments,TEX-MCU275052,ARM Cortex-M4,200,64,4,1.0,"SPI, I2C, CAN, UART",9.35,0.251,42,1.8,TSSOP,2017,Consumer
Microchip,MIC-MCU275053,ARM Cortex-M7,480,512,32,0.5,"PWM, CAN, Ethernet, SPI",6.5,0.132,42,5.0,BGA,2015,Wearable
STMicroelectronics,STM-MCU275054,ARM Cortex-M3,16,64,128,2.0,"PWM, SPI",10.15,0.635,60,3.3,TSSOP,2009,IoT
NXP,NXP-MCU275055,8051,8,64,8,0.5,"UART, USB, I2C",7.35,0.272,85,3.3,DIP,2019,Automotive
Microchip,MIC-MCU275056,ARM Cortex-M4,168,128,128,8.0,"PWM, SPI, USB",6.98,0.714,75,2.5,SOIC,2015,Industrial
Renesas,REN-MCU275057,ARM Cortex-M7,200,64,2,2.0,"Ethernet, CAN",3.67,1.479,62,3.3,TSSOP,2022,Consumer
Texas Instruments,TEX-MCU275058,8051,48,16,2,1.0,"CAN, SPI, PWM, USB, I2C",9.75,1.27,71,5.0,LQFP,2015,Wearable
Espressif,ESP-MCU275059,ARM Cortex-M4,480,32,1,0.0,"I2C, Ethernet",2.47,1.269,44,2.5,DIP,2024,IoT
Espressif,ESP-MCU275060,8051,48,2048,128,0.0,"SPI, Ethernet, UART",2.52,1.213,30,2.5,QFN,2015,Medical
Microchip,MIC-MCU275061,8051,480,2048,64,2.0,"UART, SPI, Ethernet",11.31,0.404,18,3.3,LQFP,2009,Consumer
Silicon Labs,SIL-MCU275062,8051,200,1024,1,2.0,"Ethernet, I2C, UART",2.77,1.001,45,5.0,SOIC,2018,Medical
Silicon Labs,SIL-MCU275063,ARM Cortex-M3,16,32,256,0.5,"SPI, CAN",4.85,1.417,16,3.3,QFN,2015,Automotive
Nordic Semiconductor,NOR-MCU275064,RISC-V,120,16,128,4.0,"SPI, PWM, I2C",3.02,0.102,82,1.8,SOIC,2023,Automotive
NXP,NXP-MCU275065,ARM Cortex-M3,48,128,8,2.0,"CAN, PWM",5.92,0.825,95,3.3,DIP,2019,Industrial
Nordic Semiconductor,NOR-MCU275066,ARM Cortex-M7,8,1024,2,8.0,"PWM, UART",1.28,1.389,28,2.5,BGA,2006,Medical
Renesas,REN-MCU275067,MIPS32,8,64,256,1.0,"I2C, PWM, SPI, CAN",5.18,1.468,29,2.5,LQFP,2019,Wearable
Renesas,REN-MCU275068,RISC-V,240,128,8,0.5,"UART, CAN, SPI, I2C",5.85,0.506,22,2.5,BGA,2018,Automotive
NXP,NXP-MCU275069,AVR 8-bit,48,128,128,1.0,"PWM, UART, SPI, I2C, Ethernet",2.1,0.353,46,2.5,TSSOP,2007,Consumer
Texas Instruments,TEX-MCU275070,ARM Cortex-M4,480,256,4,8.0,"SPI, Ethernet, USB, PWM",5.15,1.39,47,5.0,DIP,2022,Wearable
Nordic Semiconductor,NOR-MCU275071,ARM Cortex-M3,48,512,32,1.0,"CAN, Ethernet, SPI",2.58,0.793,66,1.8,DIP,2012,IoT
Analog Devices,ANA-MCU275072,RISC-V,72,2048,8,4.0,"USB, UART",5.32,0.604,12,5.0,LQFP,2024,Consumer
Analog Devices,ANA-MCU275073,ARM Cortex-M4,200,256,1,0.5,"Ethernet, USB, UART",11.59,0.788,28,5.0,SOIC,2019,Automotive
Infineon,INF-MCU275074,8051,200,256,32,1.0,"Ethernet, UART, PWM, SPI, I2C",7.11,0.7,40,2.5,TSSOP,2018,IoT
Silicon Labs,SIL-MCU275075,ARM Cortex-M4,200,128,16,0.0,"SPI, I2C",7.35,1.44,60,3.3,BGA,2012,IoT
Texas Instruments,TEX-MCU275076,ARM Cortex-M3,48,32,256,0.0,"Ethernet, I2C, SPI, UART",7.45,0.185,37,2.5,QFN,2019,IoT
