Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
NXP,NXP-MCU490000,MIPS32,200,256,512,2.0,"PWM, SPI, UART, I2C",10.72,0.499,20,1.8,BGA,2020,Consumer
Silicon Labs,SIL-MCU490001,MIPS32,32,32,2,8.0,"UART, Ethernet, PWM, USB, SPI",5.85,0.635,23,1.8,BGA,2013,Wearable
Silicon Labs,SIL-MCU490002,ARM Cortex-M4,16,2048,64,4.0,"CAN, SPI, PWM, Ethernet, USB",8.48,0.464,21,1.8,TSSOP,2015,Automotive
NXP,NXP-MCU490003,ARM Cortex-M7,48,2048,16,4.0,"SPI, PWM",8.94,1.269,27,1.8,DIP,2016,Automotive
Renesas,REN-MCU490004,RISC-V,168,512,64,2.0,"USB, CAN, PWM",11.73,0.74,48,5.0,QFN,2020,Consumer
Analog Devices,ANA-MCU490005,ARM Cortex-M7,120,128,128,1.0,"SPI, PWM, Ethernet, USB, I2C",5.34,0.982,76,3.3,TSSOP,2019,Medical
Nordic Semiconductor,NOR-MCU490006,RISC-V,16,256,8,8.0,"I2C, Ethernet, UART, USB, CAN",2.4,1.391,60,5.0,BGA,2017,Medical
Texas Instruments,TEX-MCU490007,RISC-V,480,256,512,1.0,"SPI, CAN",9.61,1.149,14,1.8,LQFP,2018,Medical
Nordic Semiconductor,NOR-MCU490008,ARM Cortex-M3,48,2048,128,1.0,"UART, I2C",9.68,1.104,96,5.0,BGA,2015,IoT
STMicroelectronics,STM-MCU490009,ARM Cortex-M3,8,64,128,4.0,"I2C, UART, CAN, PWM",1.81,0.048,84,5.0,LQFP,2006,Consumer
Texas Instruments,TEX-MCU490010,AVR 8-bit,72,1024,64,8.0,"Ethernet, USB, SPI, CAN",5.81,0.583,61,5.0,BGA,2005,Automotive
Espressif,ESP-MCU490011,ARM Cortex-M4,240,128,128,4.0,"PWM, Ethernet, CAN, I2C, SPI",4.93,0.778,7,2.5,TSSOP,2005,Wearable
Silicon Labs,SIL-MCU490012,ARM Cortex-M4,480,16,16,2.0,"I2C, Ethernet, USB, CAN, SPI",6.73,0.542,56,5.0,LQFP,2013,IoT
Silicon Labs,SIL-MCU490013,8051,240,1024,8,4.0,"USB, UART",11.84,0.198,80,2.5,SOIC,2018,Consumer
STMicroelectronics,STM-MCU490014,RISC-V,16,128,4,4.0,"Ethernet, UART, USB, I2C",5.73,0.044,42,1.8,SOIC,2013,Industrial
Analog Devices,ANA-MCU490015,ARM Cortex-M3,72,64,16,0.5,"CAN, Ethernet",0.83,0.862,76,1.8,BGA,2022,Consumer
Texas Instruments,TEX-MCU490016,RISC-V,480,1024,32,2.0,"I2C, CAN, USB",10.88,1.03,51,1.8,QFN,2007,Consumer
Nordic Semiconductor,NOR-MCU490017,ARM Cortex-M0,32,512,128,2.0,"SPI, UART, CAN, PWM",3.27,1.437,19,2.5,LQFP,2014,IoT
Silicon Labs,SIL-MCU490018,ARM Cortex-M4,32,2048,32,1.0,"PWM, USB, I2C",8.71,0.824,45,2.5,SOIC,2011,Industrial
STMicroelectronics,STM-MCU490019,AVR 8-bit,48,1024,128,0.5,"SPI, PWM, USB, UART, CAN",2.19,1.214,42,2.5,BGA,2009,Wearable
Infineon,INF-MCU490020,MIPS32,32,16,1,8.0,"USB, SPI",2.92,0.13,93,5.0,LQFP,2006,IoT
