Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Microchip,MIC-MCU235000,MIPS32,480,256,512,4.0,"PWM, I2C, SPI, Ethernet, UART",1.23,1.063,96,1.8,SOIC,2019,Wearable
Silicon Labs,SIL-MCU235001,RISC-V,48,512,256,2.0,"USB, I2C, PWM, Ethernet, UART",10.28,0.134,13,3.3,QFN,2019,Wearable
Analog Devices,ANA-MCU235002,MIPS32,32,16,2,1.0,"UART, USB, CAN, Ethernet",0.94,0.6,84,3.3,QFN,2020,Medical
STMicroelectronics,STM-MCU235003,8051,48,16,8,1.0,"Ethernet, USB, PWM",1.99,0.329,84,1.8,DIP,2015,Medical
Espressif,ESP-MCU235004,ARM Cortex-M0,16,256,64,0.5,"UART, PWM, Ethernet, SPI, CAN",10.45,1.176,23,2.5,SOIC,2021,Industrial
Infineon,INF-MCU235005,8051,16,512,32,8.0,"PWM, I2C, USB, CAN",5.86,0.169,85,1.8,TSSOP,2016,Industrial
Renesas,REN-MCU235006,RISC-V,32,2048,32,4.0,"I2C, Ethernet, UART, SPI",8.29,0.896,30,5.0,TSSOP,2006,Industrial
NXP,NXP-MCU235007,ARM Cortex-M0,480,512,16,8.0,"PWM, Ethernet, UART, SPI, I2C",0.73,1.016,74,3.3,BGA,2017,Wearable
STMicroelectronics,STM-MCU235008,ARM Cortex-M0,48,512,1,4.0,"SPI, USB, UART, Ethernet, PWM",11.81,0.549,38,3.3,LQFP,2008,Automotive
Renesas,REN-MCU235009,MIPS32,120,16,64,4.0,"PWM, CAN",11.18,0.98,40,3.3,BGA,2019,Automotive
Renesas,REN-MCU235010,ARM Cortex-M4,16,16,512,2.0,"UART, PWM, CAN",9.47,1.344,18,2.5,QFN,2007,Automotive
Infineon,INF-MCU235011,ARM Cortex-M4,16,256,2,4.0,"USB, SPI, I2C, PWM",3.24,1.401,37,1.8,SOIC,2013,Medical
Microchip,MIC-MCU235012,ARM Cortex-M3,8,256,2,4.0,"SPI, USB",10.24,1.313,67,1.8,TSSOP,2012,Industrial
STMicroelectronics,STM-MCU235013,ARM Cortex-M3,240,32,512,0.0,"CAN, PWM",11.43,0.172,36,2.5,BGA,2005,Medical
Nordic Semiconductor,NOR-MCU235014,RISC-V,16,16,2,8.0,"I2C, PWM, SPI",2.22,1.125,26,1.8,QFN,2008,Automotive
Infineon,INF-MCU235015,8051,8,512,1,2.0,"Ethernet, UART",7.12,0.816,59,1.8,TSSOP,2018,Medical
NXP,NXP-MCU235016,RISC-V,16,64,512,2.0,"SPI, UART, USB, I2C",11.04,0.206,9,5.0,LQFP,2008,Medical
STMicroelectronics,STM-MCU235017,ARM Cortex-M0,120,32,4,1.0,"I2C, UART, USB",8.83,0.368,71,3.3,TSSOP,2013,Consumer
NXP,NXP-MCU235018,ARM Cortex-M7,8,2048,512,8.0,"Ethernet, I2C, CAN, UART",10.36,1.322,28,1.8,QFN,2021,Automotive
Infineon,INF-MCU235019,ARM Cortex-M4,32,512,64,0.5,"USB, I2C, PWM",9.17,0.47,28,1.8,QFN,2018,Medical
NXP,NXP-MCU235020,MIPS32,72,1024,512,0.5,"USB, SPI",2.06,0.99,37,5.0,TSSOP,2010,Medical
Analog Devices,ANA-MCU235021,ARM Cortex-M0,120,128,64,2.0,"SPI, Ethernet, I2C",3.33,0.074,54,5.0,SOIC,2019,Automotive
NXP,NXP-MCU235022,ARM Cortex-M3,72,16,32,2.0,"CAN, Ethernet, SPI, PWM",9.24,1.082,76,5.0,LQFP,2024,Automotive
STMicroelectronics,STM-MCU235023,ARM Cortex-M3,120,32,16,2.0,"I2C, UART",9.11,0.89,21,1.8,QFN,2023,Automotive
Analog Devices,ANA-MCU235024,ARM Cortex-M4,32,16,8,0.5,"UART, Ethernet, USB",1.5,0.603,40,3.3,DIP,2016,Wearable
NXP,NXP-MCU235025,RISC-V,72,1024,1,4.0,"SPI, Ethernet, UART, USB, PWM",5.39,1.232,15,2.5,SOIC,2022,Consumer
Analog Devices,ANA-MCU235026,ARM Cortex-M3,168,1024,4,4.0,"Ethernet, CAN, USB, SPI, PWM",4.2,0.792,74,2.5,TSSOP,2015,Consumer
Texas Instruments,TEX-MCU235027,MIPS32,200,1024,256,4.0,"SPI, Ethernet, CAN",6.75,0.574,92,2.5,LQFP,2010,Automotive
STMicroelectronics,STM-MCU235028,ARM Cortex-M0,16,512,2,0.5,"USB, CAN",5.87,0.344,84,2.5,QFN,2016,Wearable
STMicroelectronics,STM-MCU235029,ARM Cortex-M0,168,64,16,4.0,"PWM, UART",8.96,0.97,10,5.0,SOIC,2009,Medical
Silicon Labs,SIL-MCU235030,AVR 8-bit,8,256,4,8.0,"CAN, SPI",5.42,0.614,31,1.8,SOIC,2017,IoT
Infineon,INF-MCU235031,ARM Cortex-M3,48,1024,256,0.5,"I2C, USB",0.92,0.799,69,5.0,BGA,2007,Automotive
Infineon,INF-MCU235032,MIPS32,480,256,1,0.0,"CAN, SPI, USB",1.93,0.701,83,2.5,QFN,2018,Wearable
Nordic Semiconductor,NOR-MCU235033,8051,48,2048,16,1.0,"USB, PWM",11.18,0.907,35,5.0,LQFP,2024,Automotive
Nordic Semiconductor,NOR-MCU235034,RISC-V,48,256,256,2.0,"I2C, USB",5.56,1.006,25,3.3,SOIC,2020,Automotive
Infineon,INF-MCU235035,ARM Cortex-M0,200,1024,32,0.0,"CAN, UART",7.12,0.45,14,5.0,QFN,2024,Industrial
Infineon,INF-MCU235036,ARM Cortex-M3,8,32,2,0.5,"UART, CAN, USB, I2C",10.11,1.401,95,1.8,SOIC,2008,Industrial
Silicon Labs,SIL-MCU235037,ARM Cortex-M4,200,1024,32,4.0,"I2C, SPI, USB, PWM",3.85,1.44,65,5.0,QFN,2015,Consumer
Renesas,REN-MCU235038,RISC-V,8,512,512,2.0,"SPI, USB, UART, Ethernet, PWM",9.7,0.708,75,1.8,LQFP,2018,Industrial
NXP,NXP-MCU235039,ARM Cortex-M0,8,1024,1,4.0,"CAN, I2C",3.94,0.387,93,2.5,QFN,2021,Automotive
Analog Devices,ANA-MCU235040,AVR 8-bit,8,16,1,2.0,"CAN, USB, SPI, PWM, UART",9.8,1.369,46,3.3,DIP,2020,Automotive
Silicon Labs,SIL-MCU235041,RISC-V,480,32,256,1.0,"Ethernet, USB",8.48,0.182,86,3.3,LQFP,2015,Medical
Microchip,MIC-MCU235042,ARM Cortex-M3,8,16,64,0.5,"UART, Ethernet, SPI, CAN",5.51,0.606,49,1.8,QFN,2020,Automotive
Nordic Semiconductor,NOR-MCU235043,RISC-V,72,1024,256,0.0,"Ethernet, PWM, I2C, UART",1.77,0.061,54,3.3,SOIC,2005,IoT
Renesas,REN-MCU235044,ARM Cortex-M4,168,2048,1,4.0,"UART, I2C, PWM, CAN, SPI",4.62,1.11,18,3.3,SOIC,2009,Medical
NXP,NXP-MCU235045,ARM Cortex-M4,32,32,4,8.0,"UART, CAN, Ethernet, I2C, SPI",8.48,0.731,29,1.8,SOIC,2010,Medical
Renesas,REN-MCU235046,8051,120,2048,1,1.0,"I2C, UART, Ethernet, CAN, SPI",7.64,0.582,80,1.8,LQFP,2022,IoT
NXP,NXP-MCU235047,8051,168,1024,8,0.5,"PWM, UART, USB, CAN, I2C",4.94,0.596,96,1.8,LQFP,2006,Medical
NXP,NXP-MCU235048,AVR 8-bit,168,256,128,1.0,"PWM, I2C, SPI",10.0,1.083,53,2.5,TSSOP,2005,IoT
STMicroelectronics,STM-MCU235049,ARM Cortex-M3,240,2048,32,8.0,"I2C, SPI, Ethernet, PWM, USB",3.85,0.148,95,5.0,TSSOP,2023,Consumer
STMicroelectronics,STM-MCU235050,ARM Cortex-M3,240,256,4,4.0,"I2C, Ethernet, CAN, UART, SPI",10.25,1.265,28,3.3,LQFP,2020,Consumer
Silicon Labs,SIL-MCU235051,8051,200,16,32,0.5,"CAN, UART, PWM, SPI, Ethernet",2.82,0.91,92,2.5,LQFP,2009,Wearable
Nordic Semiconductor,NOR-MCU235052,AVR 8-bit,240,128,128,0.5,"USB, SPI, PWM",11.43,0.928,54,5.0,TSSOP,2016,Wearable
Infineon,INF-MCU235053,ARM Cortex-M7,120,16,2,2.0,"Ethernet, PWM, SPI, UART",8.23,0.871,98,5.0,DIP,2005,Automotive
Silicon Labs,SIL-MCU235054,MIPS32,48,1024,2,1.0,"PWM, USB, Ethernet",3.35,0.517,62,5.0,TSSOP,2007,IoT
Texas Instruments,TEX-MCU235055,AVR 8-bit,16,256,1,0.0,"Ethernet, UART, CAN, PWM",8.69,1.41,46,2.5,SOIC,2014,Industrial
Nordic Semiconductor,NOR-MCU235056,ARM Cortex-M3,480,32,16,1.0,"SPI, UART, USB, CAN",11.4,0.741,54,3.3,BGA,2020,Automotive
Renesas,REN-MCU235057,RISC-V,8,16,256,1.0,"UART, Ethernet",9.04,0.878,98,3.3,QFN,2009,Automotive
Texas Instruments,TEX-MCU235058,ARM Cortex-M4,8,16,512,2.0,"CAN, USB, SPI",8.19,1.119,87,1.8,BGA,2018,IoT
Espressif,ESP-MCU235059,ARM Cortex-M0,8,2048,8,2.0,"Ethernet, I2C, SPI, UART",4.44,1.159,62,3.3,BGA,2011,Consumer
Texas Instruments,TEX-MCU235060,ARM Cortex-M3,168,1024,256,4.0,"Ethernet, SPI",6.39,0.984,34,5.0,LQFP,2022,Wearable
Silicon Labs,SIL-MCU235061,ARM Cortex-M7,16,32,2,1.0,"CAN, I2C, PWM",10.53,0.236,35,5.0,SOIC,2008,Automotive
Microchip,MIC-MCU235062,ARM Cortex-M3,200,2048,64,1.0,"CAN, USB",6.32,1.389,48,2.5,LQFP,2017,Consumer
NXP,NXP-MCU235063,MIPS32,72,16,4,2.0,"PWM, USB, SPI, I2C, Ethernet",0.93,1.209,40,1.8,BGA,2011,IoT
Microchip,MIC-MCU235064,RISC-V,240,16,64,1.0,"I2C, SPI, PWM, USB",11.91,0.94,58,2.5,LQFP,2005,IoT
Renesas,REN-MCU235065,RISC-V,120,2048,4,4.0,"USB, SPI",4.92,0.545,65,5.0,LQFP,2018,Automotive
STMicroelectronics,STM-MCU235066,ARM Cortex-M4,72,1024,2,4.0,"USB, PWM, CAN, SPI, I2C",1.89,1.108,72,5.0,DIP,2006,Automotive
Microchip,MIC-MCU235067,AVR 8-bit,240,128,8,4.0,"CAN, SPI",11.52,0.174,72,3.3,SOIC,2021,Automotive
Microchip,MIC-MCU235068,MIPS32,120,32,32,0.5,"Ethernet, I2C",8.58,1.081,34,2.5,DIP,2021,IoT
Texas Instruments,TEX-MCU235069,ARM Cortex-M7,200,64,256,1.0,"USB, Ethernet, PWM",11.21,1.235,98,2.5,DIP,2014,Wearable
NXP,NXP-MCU235070,8051,72,1024,2,0.5,"I2C, SPI",2.84,0.396,96,5.0,QFN,2008,Automotive
Nordic Semiconductor,NOR-MCU235071,8051,240,512,2,2.0,"I2C, USB, SPI, PWM, CAN",11.87,0.481,72,1.8,LQFP,2023,Industrial
Silicon Labs,SIL-MCU235072,AVR 8-bit,8,64,64,8.0,"PWM, I2C, Ethernet",11.4,0.162,38,1.8,TSSOP,2017,IoT
Texas Instruments,TEX-MCU235073,8051,72,256,64,2.0,"PWM, I2C, Ethernet, SPI, USB",3.28,0.501,75,2.5,TSSOP,2019,Consumer
Espressif,ESP-MCU235074,ARM Cortex-M3,72,2048,4,8.0,"CAN, I2C, SPI, UART",9.86,0.129,33,3.3,LQFP,2019,IoT
Nordic Semiconductor,NOR-MCU235075,ARM Cortex-M3,240,1024,8,0.0,"USB, PWM, SPI, I2C",5.07,0.968,50,3.3,DIP,2010,Medical
Texas Instruments,TEX-MCU235076,ARM Cortex-M4,240,64,16,0.0,"CAN, USB, PWM, I2C",4.09,1.365,16,1.8,SOIC,2013,Consumer
Infineon,INF-MCU235077,RISC-V,120,256,4,4.0,"PWM, UART",7.16,0.11,13,2.5,SOIC,2011,Industrial
Espressif,ESP-MCU235078,8051,8,512,256,0.0,"I2C, PWM",6.96,0.721,60,2.5,BGA,2012,Medical
