Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Silicon Labs,SIL-MCU325000,AVR 8-bit,72,1024,128,0.0,"PWM, I2C, UART, USB, Ethernet",8.92,1.364,24,2.5,QFN,2018,Consumer
Renesas,REN-MCU325001,ARM Cortex-M7,480,2048,1,8.0,"SPI, USB, UART, PWM",9.74,0.479,85,3.3,LQFP,2023,Industrial
Texas Instruments,TEX-MCU325002,ARM Cortex-M3,16,256,64,0.5,"UART, SPI",1.74,0.658,99,1.8,SOIC,2007,Wearable
Texas Instruments,TEX-MCU325003,AVR 8-bit,168,512,16,0.5,"PWM, SPI, USB, Ethernet, UART",8.73,1.371,16,2.5,DIP,2017,Wearable
Analog Devices,ANA-MCU325004,ARM Cortex-M7,32,512,128,1.0,"CAN, Ethernet",3.87,1.407,26,3.3,LQFP,2015,IoT
NXP,NXP-MCU325005,MIPS32,120,2048,512,0.5,"Ethernet, I2C, USB",11.37,0.736,17,3.3,SOIC,2016,Consumer
Espressif,ESP-MCU325006,ARM Cortex-M3,48,128,512,2.0,"CAN, SPI, I2C, PWM, UART",8.66,1.247,7,3.3,QFN,2009,Automotive
Microchip,MIC-MCU325007,AVR 8-bit,168,2048,16,4.0,"CAN, I2C, UART, SPI",4.22,1.222,59,2.5,SOIC,2006,Consumer
Nordic Semiconductor,NOR-MCU325008,ARM Cortex-M7,480,2048,1,4.0,"SPI, CAN, UART, USB, PWM",7.94,0.342,68,5.0,LQFP,2011,Consumer
Infineon,INF-MCU325009,8051,200,64,64,4.0,"UART, USB, SPI, CAN, I2C",10.88,0.728,30,1.8,TSSOP,2017,Automotive
Analog Devices,ANA-MCU325010,RISC-V,240,128,128,8.0,"Ethernet, USB",10.37,0.515,39,5.0,DIP,2006,Medical
STMicroelectronics,STM-MCU325011,ARM Cortex-M3,120,32,256,0.5,"UART, I2C",7.51,0.777,30,3.3,TSSOP,2007,Medical
Infineon,INF-MCU325012,ARM Cortex-M7,168,32,16,2.0,"I2C, SPI, USB, Ethernet",3.98,0.346,79,5.0,TSSOP,2009,Consumer
Nordic Semiconductor,NOR-MCU325013,MIPS32,32,1024,2,8.0,"Ethernet, PWM, UART, SPI, CAN",2.8,0.686,36,2.5,LQFP,2008,Automotive
Texas Instruments,TEX-MCU325014,8051,120,256,8,0.5,"CAN, PWM, USB",4.58,0.041,33,2.5,DIP,2021,Medical
Nordic Semiconductor,NOR-MCU325015,RISC-V,16,256,128,0.0,"PWM, UART, Ethernet, USB",9.42,0.633,19,3.3,TSSOP,2008,Consumer
Silicon Labs,SIL-MCU325016,ARM Cortex-M3,240,512,8,0.0,"SPI, USB",1.08,0.503,42,3.3,SOIC,2023,Automotive
Silicon Labs,SIL-MCU325017,ARM Cortex-M4,480,256,32,2.0,"USB, UART, SPI",1.58,1.461,72,5.0,DIP,2011,Wearable
Renesas,REN-MCU325018,ARM Cortex-M7,240,2048,1,2.0,"SPI, Ethernet, UART, I2C, CAN",2.97,0.914,89,5.0,LQFP,2018,Automotive
Nordic Semiconductor,NOR-MCU325019,RISC-V,72,32,2,0.0,"UART, CAN, SPI, Ethernet",10.86,0.753,77,2.5,BGA,2016,Wearable
Renesas,REN-MCU325020,ARM Cortex-M3,168,16,128,0.5,"USB, SPI, Ethernet",2.94,1.289,61,1.8,TSSOP,2009,Wearable
STMicroelectronics,STM-MCU325021,ARM Cortex-M7,72,128,1,8.0,"CAN, PWM",7.6,0.788,46,1.8,DIP,2022,Consumer
Espressif,ESP-MCU325022,ARM Cortex-M7,48,16,1,0.5,"PWM, CAN, I2C",11.76,0.723,13,5.0,DIP,2024,Automotive
Renesas,REN-MCU325023,AVR 8-bit,480,128,8,2.0,"PWM, UART, CAN, Ethernet",6.09,1.412,42,2.5,BGA,2021,Wearable
Espressif,ESP-MCU325024,RISC-V,240,64,32,0.0,"PWM, Ethernet",4.66,0.827,51,5.0,SOIC,2010,Automotive
Renesas,REN-MCU325025,AVR 8-bit,120,1024,128,0.0,"CAN, PWM",6.68,0.929,12,3.3,SOIC,2016,Automotive
Renesas,REN-MCU325026,ARM Cortex-M7,48,16,2,4.0,"SPI, USB",11.27,1.23,82,5.0,LQFP,2008,Consumer
Silicon Labs,SIL-MCU325027,8051,48,16,32,2.0,"Ethernet, UART, SPI, I2C",3.15,0.803,42,2.5,DIP,2005,Medical
Analog Devices,ANA-MCU325028,ARM Cortex-M0,480,64,64,0.0,"I2C, Ethernet, SPI, PWM, USB",7.46,0.538,80,2.5,QFN,2009,Medical
Nordic Semiconductor,NOR-MCU325029,AVR 8-bit,200,2048,512,0.0,"Ethernet, I2C, CAN, SPI",6.41,1.368,16,2.5,LQFP,2008,Wearable
NXP,NXP-MCU325030,ARM Cortex-M7,120,128,256,1.0,"PWM, CAN",9.37,1.479,37,2.5,SOIC,2018,Wearable
Texas Instruments,TEX-MCU325031,RISC-V,48,128,2,0.5,"UART, Ethernet, PWM",9.76,1.027,8,1.8,LQFP,2011,Wearable
Nordic Semiconductor,NOR-MCU325032,8051,168,32,2,2.0,"SPI, CAN, USB, PWM",9.74,0.678,88,1.8,BGA,2020,Wearable
Renesas,REN-MCU325033,RISC-V,200,16,256,1.0,"PWM, SPI",4.71,1.266,93,3.3,BGA,2021,Consumer
NXP,NXP-MCU325034,ARM Cortex-M0,72,2048,4,0.5,"Ethernet, UART, CAN, SPI",10.04,0.412,21,5.0,DIP,2015,IoT
Espressif,ESP-MCU325035,ARM Cortex-M0,32,1024,8,1.0,"PWM, USB, CAN",10.23,1.251,52,5.0,BGA,2019,Consumer
Renesas,REN-MCU325036,RISC-V,200,1024,4,0.0,"CAN, I2C",3.27,0.478,68,3.3,QFN,2009,Industrial
Espressif,ESP-MCU325037,ARM Cortex-M7,72,128,64,0.0,"UART, PWM",7.03,0.566,58,2.5,BGA,2009,Wearable
Analog Devices,ANA-MCU325038,ARM Cortex-M3,32,16,4,4.0,"SPI, I2C, UART",11.66,0.464,9,1.8,LQFP,2011,Consumer
Analog Devices,ANA-MCU325039,ARM Cortex-M4,120,16,512,0.0,"Ethernet, USB, PWM, SPI",4.56,0.802,27,2.5,BGA,2009,Medical
Analog Devices,ANA-MCU325040,MIPS32,8,128,16,1.0,"USB, Ethernet",9.09,1.455,43,5.0,QFN,2016,Wearable
Silicon Labs,SIL-MCU325041,RISC-V,32,1024,8,0.0,"PWM, UART, SPI, I2C, USB",3.95,0.744,73,1.8,TSSOP,2006,Medical
Renesas,REN-MCU325042,ARM Cortex-M3,480,256,16,8.0,"CAN, I2C, SPI",10.59,1.115,45,5.0,QFN,2011,IoT
