Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Infineon,INF-MCU475000,RISC-V,120,64,512,2.0,"SPI, Ethernet, USB",5.52,0.99,68,2.5,QFN,2005,IoT
Espressif,ESP-MCU475001,ARM Cortex-M0,72,256,512,1.0,"SPI, I2C, Ethernet, CAN, PWM",9.06,0.803,79,3.3,LQFP,2009,Wearable
Texas Instruments,TEX-MCU475002,MIPS32,120,1024,2,4.0,"Ethernet, UART",2.52,0.648,60,3.3,SOIC,2013,Automotive
Microchip,MIC-MCU475003,AVR 8-bit,72,128,2,8.0,"PWM, USB",10.74,1.003,53,2.5,BGA,2005,Consumer
Espressif,ESP-MCU475004,AVR 8-bit,8,16,128,1.0,"SPI, UART, I2C, Ethernet",4.75,1.188,17,3.3,LQFP,2021,Wearable
Analog Devices,ANA-MCU475005,ARM Cortex-M4,120,16,8,0.5,"PWM, SPI, Ethernet, UART",2.16,1.099,12,2.5,LQFP,2008,Automotive
STMicroelectronics,STM-MCU475006,ARM Cortex-M7,240,64,32,2.0,"CAN, UART",4.44,1.155,57,3.3,TSSOP,2008,Automotive
STMicroelectronics,STM-MCU475007,8051,72,2048,512,2.0,"PWM, USB, Ethernet, SPI, I2C",8.58,0.809,70,3.3,BGA,2022,IoT
NXP,NXP-MCU475008,AVR 8-bit,72,256,4,8.0,"Ethernet, I2C",8.79,1.031,78,3.3,TSSOP,2014,Medical
Analog Devices,ANA-MCU475009,AVR 8-bit,168,32,64,8.0,"I2C, UART, PWM",6.04,0.318,12,1.8,QFN,2010,Consumer
NXP,NXP-MCU475010,8051,8,1024,2,4.0,"SPI, CAN, USB, UART, I2C",5.82,0.058,26,1.8,QFN,2016,Automotive
NXP,NXP-MCU475011,ARM Cortex-M4,48,2048,128,1.0,"I2C, SPI, CAN, Ethernet",0.93,0.986,7,5.0,QFN,2013,IoT
Silicon Labs,SIL-MCU475012,ARM Cortex-M4,8,32,32,0.0,"I2C, UART, CAN, SPI, Ethernet",11.14,0.132,25,2.5,QFN,2019,Industrial
Microchip,MIC-MCU475013,ARM Cortex-M3,168,128,32,8.0,"PWM, I2C, UART, CAN, SPI",10.88,0.108,68,2.5,QFN,2010,Industrial
NXP,NXP-MCU475014,AVR 8-bit,480,512,64,8.0,"PWM, I2C, Ethernet, SPI, CAN",9.4,0.307,48,5.0,LQFP,2009,Automotive
Analog Devices,ANA-MCU475015,ARM Cortex-M7,8,128,256,4.0,"Ethernet, PWM, USB, SPI, CAN",7.13,0.989,23,2.5,SOIC,2018,Automotive
Nordic Semiconductor,NOR-MCU475016,ARM Cortex-M4,8,128,32,8.0,"CAN, Ethernet, UART, SPI",0.61,1.281,64,5.0,SOIC,2021,Consumer
Analog Devices,ANA-MCU475017,ARM Cortex-M0,480,256,4,2.0,"I2C, SPI, Ethernet",1.79,0.909,98,1.8,QFN,2009,IoT
Espressif,ESP-MCU475018,AVR 8-bit,120,2048,8,2.0,"USB, SPI",7.69,0.28,45,3.3,SOIC,2021,Automotive
Analog Devices,ANA-MCU475019,ARM Cortex-M7,32,64,64,2.0,"UART, Ethernet, USB, I2C, SPI",1.55,1.22,93,1.8,DIP,2006,Automotive
STMicroelectronics,STM-MCU475020,ARM Cortex-M0,120,32,4,1.0,"CAN, PWM",3.31,0.08,65,1.8,BGA,2018,Consumer
Renesas,REN-MCU475021,AVR 8-bit,8,16,1,8.0,"I2C, Ethernet",1.04,0.114,92,5.0,TSSOP,2015,Automotive
Silicon Labs,SIL-MCU475022,ARM Cortex-M4,200,128,256,8.0,"UART, Ethernet, SPI",4.97,0.452,62,3.3,TSSOP,2014,Automotive
Texas Instruments,TEX-MCU475023,ARM Cortex-M7,120,128,256,8.0,"UART, USB, Ethernet, PWM, CAN",3.88,0.576,22,5.0,TSSOP,2012,Industrial
