Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Renesas,REN-MCU360000,AVR 8-bit,48,64,64,0.5,"I2C, SPI, UART, Ethernet",10.17,0.6,89,5.0,DIP,2011,Medical
Nordic Semiconductor,NOR-MCU360001,ARM Cortex-M4,16,1024,16,0.5,"PWM, CAN, UART, Ethernet, I2C",1.53,0.927,53,5.0,BGA,2016,Wearable
Analog Devices,ANA-MCU360002,8051,72,256,8,0.5,"SPI, USB, I2C",1.69,0.916,95,3.3,DIP,2012,Consumer
STMicroelectronics,STM-MCU360003,RISC-V,480,128,64,4.0,"CAN, SPI, PWM, UART",2.97,0.164,59,3.3,LQFP,2015,Medical
STMicroelectronics,STM-MCU360004,8051,120,16,512,8.0,"PWM, SPI, CAN, USB",11.0,0.667,39,2.5,BGA,2018,Industrial
Silicon Labs,SIL-MCU360005,RISC-V,72,128,8,0.0,"USB, CAN, I2C, Ethernet, PWM",4.27,0.371,81,1.8,DIP,2020,Consumer
Silicon Labs,SIL-MCU360006,AVR 8-bit,120,2048,64,4.0,"PWM, I2C, Ethernet, USB",6.23,0.167,8,5.0,SOIC,2015,Wearable
Microchip,MIC-MCU360007,MIPS32,168,128,256,8.0,"SPI, UART, Ethernet",8.46,0.637,63,1.8,TSSOP,2018,Automotive
Silicon Labs,SIL-MCU360008,MIPS32,72,128,16,0.5,"USB, I2C",8.58,1.045,25,2.5,LQFP,2022,IoT
NXP,NXP-MCU360009,AVR 8-bit,168,16,2,4.0,"CAN, USB, SPI, PWM",6.49,0.228,18,2.5,BGA,2007,Medical
STMicroelectronics,STM-MCU360010,AVR 8-bit,8,256,2,1.0,"USB, UART, I2C, PWM",3.27,0.286,15,2.5,LQFP,2005,Automotive
Renesas,REN-MCU360011,8051,168,256,1,4.0,"I2C, SPI, UART, PWM, USB",1.07,0.527,27,2.5,TSSOP,2010,Wearable
Renesas,REN-MCU360012,ARM Cortex-M4,72,2048,2,0.0,"CAN, USB, UART",10.59,0.113,20,5.0,SOIC,2014,IoT
Nordic Semiconductor,NOR-MCU360013,8051,240,16,128,2.0,"SPI, I2C, UART",6.27,1.322,91,3.3,TSSOP,2007,Wearable
Texas Instruments,TEX-MCU360014,ARM Cortex-M3,8,256,8,8.0,"UART, CAN, PWM, Ethernet, SPI",1.63,0.136,72,2.5,BGA,2018,IoT
NXP,NXP-MCU360015,ARM Cortex-M3,48,512,16,2.0,"USB, CAN, PWM, SPI, Ethernet",5.76,0.052,96,2.5,QFN,2015,Industrial
Nordic Semiconductor,NOR-MCU360016,ARM Cortex-M7,200,32,64,1.0,"USB, Ethernet, PWM",6.6,0.638,49,2.5,QFN,2008,Automotive
Analog Devices,ANA-MCU360017,MIPS32,16,1024,256,0.0,"UART, USB, SPI",9.39,0.796,44,3.3,LQFP,2019,Wearable
Texas Instruments,TEX-MCU360018,ARM Cortex-M4,200,32,32,1.0,"Ethernet, CAN, SPI, USB",10.9,0.823,76,2.5,SOIC,2017,Automotive
Espressif,ESP-MCU360019,MIPS32,48,64,16,1.0,"CAN, UART",8.28,1.428,73,3.3,SOIC,2014,IoT
NXP,NXP-MCU360020,ARM Cortex-M3,480,256,16,8.0,"I2C, UART, Ethernet, PWM, USB",11.61,0.972,75,1.8,BGA,2010,Industrial
Texas Instruments,TEX-MCU360021,8051,16,16,1,1.0,"SPI, UART, I2C, USB, Ethernet",2.55,0.889,50,2.5,LQFP,2023,Industrial
Infineon,INF-MCU360022,MIPS32,240,128,8,4.0,"Ethernet, UART",1.18,1.346,21,3.3,DIP,2006,Wearable
Espressif,ESP-MCU360023,ARM Cortex-M4,16,256,4,2.0,"USB, CAN",5.44,1.344,18,3.3,SOIC,2024,Wearable
Infineon,INF-MCU360024,AVR 8-bit,168,64,64,8.0,"SPI, CAN",1.33,1.069,93,5.0,BGA,2009,Automotive
STMicroelectronics,STM-MCU360025,ARM Cortex-M0,16,1024,16,0.0,"CAN, PWM, UART, I2C",7.5,0.955,16,3.3,DIP,2011,Industrial
Microchip,MIC-MCU360026,ARM Cortex-M4,32,64,8,0.5,"SPI, UART, USB, Ethernet",10.39,0.332,35,1.8,BGA,2013,Medical
NXP,NXP-MCU360027,ARM Cortex-M0,168,512,128,2.0,"SPI, Ethernet, UART, CAN",4.67,1.421,11,5.0,BGA,2015,IoT
Nordic Semiconductor,NOR-MCU360028,8051,72,32,32,8.0,"PWM, CAN, USB",5.13,0.799,99,5.0,BGA,2014,Automotive
Infineon,INF-MCU360029,8051,72,128,16,0.5,"SPI, UART",0.65,1.034,41,3.3,DIP,2019,Automotive
STMicroelectronics,STM-MCU360030,ARM Cortex-M7,168,512,512,0.5,"PWM, CAN, I2C, USB, SPI",8.56,1.08,55,3.3,LQFP,2019,Automotive
Texas Instruments,TEX-MCU360031,MIPS32,200,16,512,0.0,"UART, CAN, Ethernet",3.33,1.182,22,3.3,BGA,2013,IoT
Silicon Labs,SIL-MCU360032,RISC-V,240,2048,64,0.0,"USB, Ethernet, PWM, I2C, SPI",0.78,1.027,16,3.3,LQFP,2024,Consumer
Nordic Semiconductor,NOR-MCU360033,ARM Cortex-M4,200,256,16,0.0,"UART, PWM",3.74,0.861,41,2.5,SOIC,2024,Industrial
Espressif,ESP-MCU360034,ARM Cortex-M4,48,16,16,0.5,"SPI, USB, I2C, PWM",6.3,0.164,88,3.3,QFN,2011,Industrial
Silicon Labs,SIL-MCU360035,AVR 8-bit,32,64,8,4.0,"UART, USB, PWM, Ethernet, SPI",10.19,0.691,26,2.5,SOIC,2023,IoT
Texas Instruments,TEX-MCU360036,8051,32,512,32,2.0,"SPI, I2C",1.74,0.848,44,3.3,SOIC,2007,Automotive
Texas Instruments,TEX-MCU360037,ARM Cortex-M7,32,512,512,0.0,"PWM, I2C, Ethernet, USB",3.67,0.303,12,3.3,BGA,2015,Wearable
Microchip,MIC-MCU360038,ARM Cortex-M4,72,1024,512,0.0,"Ethernet, CAN",7.41,1.268,41,3.3,DIP,2008,Industrial
STMicroelectronics,STM-MCU360039,ARM Cortex-M3,32,16,32,0.5,"PWM, SPI, Ethernet, USB, CAN",1.96,1.034,52,1.8,QFN,2007,Industrial
Texas Instruments,TEX-MCU360040,ARM Cortex-M3,480,16,2,0.0,"USB, I2C, Ethernet, CAN",5.46,0.141,70,5.0,DIP,2006,Automotive
Nordic Semiconductor,NOR-MCU360041,ARM Cortex-M4,200,256,32,2.0,"Ethernet, CAN",0.63,1.475,58,3.3,LQFP,2022,IoT
Infineon,INF-MCU360042,ARM Cortex-M7,72,128,16,2.0,"UART, I2C, USB",10.18,1.479,49,2.5,DIP,2019,Automotive
Infineon,INF-MCU360043,ARM Cortex-M7,168,16,16,2.0,"I2C, USB, CAN, PWM",6.28,0.721,72,1.8,LQFP,2022,Industrial
Infineon,INF-MCU360044,ARM Cortex-M4,48,16,32,0.5,"UART, SPI, CAN",1.82,1.409,17,5.0,TSSOP,2013,Consumer
Nordic Semiconductor,NOR-MCU360045,MIPS32,200,16,64,4.0,"I2C, Ethernet, CAN",3.93,1.313,60,3.3,BGA,2016,Automotive
Silicon Labs,SIL-MCU360046,ARM Cortex-M7,48,16,256,2.0,"PWM, Ethernet, UART, USB, I2C",6.37,0.951,93,1.8,DIP,2014,Wearable
NXP,NXP-MCU360047,MIPS32,72,64,64,4.0,"UART, Ethernet, I2C",10.24,0.909,81,5.0,SOIC,2016,IoT
Analog Devices,ANA-MCU360048,ARM Cortex-M7,16,64,2,1.0,"CAN, USB, SPI, I2C",3.63,0.975,37,5.0,TSSOP,2017,IoT
Infineon,INF-MCU360049,RISC-V,168,1024,1,4.0,"UART, SPI, I2C, USB, CAN",5.85,0.034,11,2.5,BGA,2013,Automotive
Texas Instruments,TEX-MCU360050,8051,120,128,128,0.0,"Ethernet, SPI, CAN, I2C, PWM",6.66,0.563,47,1.8,QFN,2008,Medical
Renesas,REN-MCU360051,ARM Cortex-M3,32,32,16,4.0,"Ethernet, I2C, CAN, USB, PWM",2.57,1.103,25,5.0,SOIC,2017,Medical
Analog Devices,ANA-MCU360052,MIPS32,72,2048,4,1.0,"Ethernet, PWM, UART, I2C, CAN",11.35,0.618,64,3.3,QFN,2013,Consumer
Analog Devices,ANA-MCU360053,AVR 8-bit,200,128,4,2.0,"USB, UART, Ethernet, SPI",6.89,1.457,69,1.8,TSSOP,2023,Industrial
Nordic Semiconductor,NOR-MCU360054,8051,240,256,4,8.0,"USB, SPI, CAN",9.88,0.464,91,1.8,BGA,2023,Industrial
Renesas,REN-MCU360055,ARM Cortex-M0,240,2048,4,1.0,"SPI, UART",0.7,0.282,99,1.8,LQFP,2020,IoT
Analog Devices,ANA-MCU360056,MIPS32,16,1024,512,0.5,"I2C, SPI, PWM",10.88,0.394,72,2.5,DIP,2024,IoT
