Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Silicon Labs,SIL-MCU240000,8051,240,64,8,0.5,"UART, CAN",10.99,0.212,12,5.0,QFN,2008,Industrial
NXP,NXP-MCU240001,MIPS32,32,64,2,4.0,"PWM, USB, I2C, UART",3.64,0.404,21,2.5,DIP,2011,Automotive
NXP,NXP-MCU240002,ARM Cortex-M0,240,512,8,4.0,"I2C, Ethernet, SPI, UART",11.25,0.211,25,5.0,LQFP,2006,Automotive
Infineon,INF-MCU240003,AVR 8-bit,16,256,1,4.0,"CAN, Ethernet, PWM, UART",8.31,0.17,77,3.3,QFN,2014,Automotive
NXP,NXP-MCU240004,RISC-V,32,128,256,8.0,"Ethernet, PWM",5.74,1.224,70,5.0,BGA,2005,Consumer
Silicon Labs,SIL-MCU240005,ARM Cortex-M0,480,32,4,2.0,"PWM, Ethernet, USB, I2C, UART",7.07,0.986,13,2.5,SOIC,2006,Medical
Silicon Labs,SIL-MCU240006,ARM Cortex-M3,240,64,32,4.0,"Ethernet, CAN",9.77,0.675,66,1.8,BGA,2007,Medical
Silicon Labs,SIL-MCU240007,ARM Cortex-M0,168,1024,32,1.0,"UART, USB",7.42,0.099,14,2.5,BGA,2014,Medical
Nordic Semiconductor,NOR-MCU240008,AVR 8-bit,72,32,512,0.5,"USB, Ethernet, CAN, I2C",5.8,0.436,57,3.3,LQFP,2014,Medical
STMicroelectronics,STM-MCU240009,AVR 8-bit,32,128,2,0.5,"I2C, UART",0.68,0.557,66,1.8,TSSOP,2005,Medical
Espressif,ESP-MCU240010,ARM Cortex-M0,48,2048,256,4.0,"UART, SPI, USB",11.83,0.18,25,1.8,QFN,2008,Wearable
Renesas,REN-MCU240011,ARM Cortex-M3,16,2048,32,0.0,"CAN, USB, PWM",6.12,1.337,50,1.8,TSSOP,2017,Consumer
Silicon Labs,SIL-MCU240012,MIPS32,240,16,1,1.0,"Ethernet, SPI",10.5,0.069,57,2.5,BGA,2016,Automotive
Analog Devices,ANA-MCU240013,MIPS32,8,16,32,4.0,"Ethernet, PWM, I2C, UART, SPI",8.43,1.324,51,5.0,BGA,2013,Wearable
NXP,NXP-MCU240014,ARM Cortex-M4,72,256,1,0.5,"Ethernet, CAN, UART, PWM, USB",10.94,0.894,26,2.5,QFN,2008,Consumer
Texas Instruments,TEX-MCU240015,MIPS32,120,128,64,8.0,"UART, SPI, CAN, Ethernet, USB",11.39,0.813,87,2.5,QFN,2005,Automotive
Analog Devices,ANA-MCU240016,AVR 8-bit,168,256,2,4.0,"USB, CAN, UART, PWM, I2C",9.25,1.453,90,1.8,QFN,2024,IoT
Silicon Labs,SIL-MCU240017,ARM Cortex-M4,16,256,8,1.0,"I2C, Ethernet, SPI",1.91,0.989,46,3.3,SOIC,2014,Medical
NXP,NXP-MCU240018,8051,72,32,64,8.0,"PWM, UART, CAN",3.55,1.261,73,3.3,DIP,2012,Consumer
STMicroelectronics,STM-MCU240019,ARM Cortex-M3,120,512,2,2.0,"PWM, UART, USB, I2C, SPI",10.41,1.296,85,2.5,BGA,2016,Wearable
Analog Devices,ANA-MCU240020,ARM Cortex-M4,16,256,32,8.0,"I2C, UART, CAN",7.3,0.181,52,3.3,BGA,2013,Industrial
Silicon Labs,SIL-MCU240021,ARM Cortex-M4,480,512,8,4.0,"CAN, SPI, PWM, USB, Ethernet",7.03,0.14,88,1.8,QFN,2019,Automotive
Silicon Labs,SIL-MCU240022,8051,48,128,256,0.5,"SPI, CAN, PWM, UART, USB",8.13,0.212,7,1.8,TSSOP,2007,Medical
Silicon Labs,SIL-MCU240023,ARM Cortex-M0,72,512,16,1.0,"Ethernet, USB, I2C, CAN, SPI",4.36,0.705,58,2.5,QFN,2007,Industrial
