Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
NXP,NXP-MCU285000,ARM Cortex-M4,32,256,4,0.5,"PWM, Ethernet, CAN",7.88,0.105,43,1.8,LQFP,2011,Medical
Texas Instruments,TEX-MCU285001,ARM Cortex-M3,168,256,256,2.0,"UART, I2C, CAN",3.81,0.866,38,3.3,SOIC,2008,Wearable
Infineon,INF-MCU285002,8051,240,16,256,0.0,"PWM, UART, Ethernet, CAN, I2C",3.06,0.292,47,5.0,DIP,2010,Wearable
Silicon Labs,SIL-MCU285003,RISC-V,240,2048,256,1.0,"SPI, Ethernet, USB",3.02,0.012,28,5.0,SOIC,2016,Automotive
Silicon Labs,SIL-MCU285004,8051,8,128,512,0.5,"CAN, Ethernet",11.08,1.189,31,5.0,LQFP,2011,Wearable
Renesas,REN-MCU285005,MIPS32,120,16,8,4.0,"I2C, Ethernet, UART, CAN",5.87,0.796,91,1.8,LQFP,2011,Wearable
Analog Devices,ANA-MCU285006,RISC-V,480,64,128,1.0,"CAN, I2C, SPI, Ethernet, UART",1.14,0.117,6,1.8,DIP,2023,Consumer
Analog Devices,ANA-MCU285007,8051,72,16,8,2.0,"UART, CAN",5.89,0.978,87,2.5,LQFP,2005,Medical
Renesas,REN-MCU285008,8051,240,32,4,0.5,"SPI, CAN, PWM",2.54,0.263,41,1.8,QFN,2023,Industrial
Renesas,REN-MCU285009,AVR 8-bit,240,32,512,1.0,"CAN, SPI",1.09,0.5,70,5.0,BGA,2007,Automotive
Espressif,ESP-MCU285010,AVR 8-bit,32,256,8,1.0,"SPI, USB, CAN, UART",2.67,0.618,17,3.3,BGA,2007,Industrial
NXP,NXP-MCU285011,ARM Cortex-M3,72,32,256,2.0,"UART, PWM, Ethernet, USB",1.01,1.081,19,2.5,SOIC,2013,Consumer
Texas Instruments,TEX-MCU285012,ARM Cortex-M4,200,1024,4,2.0,"UART, SPI",3.77,0.52,11,3.3,LQFP,2015,IoT
Renesas,REN-MCU285013,RISC-V,200,256,4,0.5,"SPI, I2C",1.99,0.091,11,3.3,LQFP,2023,IoT
Espressif,ESP-MCU285014,ARM Cortex-M0,8,512,32,1.0,"USB, PWM, UART, SPI, CAN",5.96,1.277,13,3.3,DIP,2019,Automotive
Analog Devices,ANA-MCU285015,ARM Cortex-M7,480,512,32,8.0,"USB, SPI, PWM, CAN",11.78,0.644,95,1.8,QFN,2005,Consumer
Texas Instruments,TEX-MCU285016,ARM Cortex-M7,200,1024,32,8.0,"CAN, SPI, Ethernet, UART",7.22,0.838,36,2.5,QFN,2006,IoT
Renesas,REN-MCU285017,RISC-V,48,128,4,4.0,"UART, Ethernet",3.4,1.313,26,1.8,TSSOP,2019,Wearable
Espressif,ESP-MCU285018,ARM Cortex-M7,8,256,32,4.0,"CAN, USB",7.62,1.426,32,3.3,QFN,2019,Industrial
Analog Devices,ANA-MCU285019,AVR 8-bit,480,64,8,2.0,"Ethernet, PWM, USB, I2C, UART",5.64,1.261,21,5.0,LQFP,2012,Industrial
Renesas,REN-MCU285020,MIPS32,168,2048,1,0.5,"Ethernet, I2C, USB, UART, SPI",9.91,0.089,88,1.8,QFN,2008,Medical
Texas Instruments,TEX-MCU285021,8051,240,128,4,0.5,"SPI, USB, Ethernet, I2C, PWM",3.11,1.484,98,1.8,DIP,2005,Wearable
Analog Devices,ANA-MCU285022,ARM Cortex-M4,8,64,64,2.0,"CAN, Ethernet, PWM, USB",2.08,1.127,16,5.0,BGA,2005,Medical
Analog Devices,ANA-MCU285023,RISC-V,200,16,8,4.0,"I2C, UART, CAN, USB",5.59,1.48,27,2.5,QFN,2011,Automotive
Nordic Semiconductor,NOR-MCU285024,MIPS32,16,64,32,2.0,"USB, CAN",5.58,0.548,26,5.0,LQFP,2022,Consumer
Infineon,INF-MCU285025,MIPS32,120,64,1,0.0,"SPI, Ethernet, PWM",3.93,0.152,43,3.3,LQFP,2015,IoT
STMicroelectronics,STM-MCU285026,ARM Cortex-M4,72,1024,128,2.0,"USB, PWM, Ethernet",11.97,1.354,78,1.8,SOIC,2018,IoT
STMicroelectronics,STM-MCU285027,AVR 8-bit,8,256,4,8.0,"USB, UART, CAN",10.61,0.644,12,5.0,BGA,2018,Automotive
STMicroelectronics,STM-MCU285028,ARM Cortex-M7,72,512,8,1.0,"PWM, UART, USB, I2C",7.2,0.349,38,5.0,SOIC,2017,Automotive
Espressif,ESP-MCU285029,AVR 8-bit,8,1024,2,4.0,"SPI, USB, I2C",8.27,0.955,10,2.5,SOIC,2018,Automotive
Nordic Semiconductor,NOR-MCU285030,MIPS32,32,256,512,4.0,"I2C, USB, Ethernet, PWM",4.81,0.645,7,1.8,SOIC,2006,Medical
Nordic Semiconductor,NOR-MCU285031,RISC-V,480,32,1,4.0,"Ethernet, CAN, UART",6.45,0.998,85,5.0,DIP,2019,IoT
Microchip,MIC-MCU285032,ARM Cortex-M0,8,256,512,0.5,"PWM, SPI, CAN, UART, USB",9.48,0.554,21,3.3,TSSOP,2015,Wearable
Espressif,ESP-MCU285033,ARM Cortex-M0,8,2048,256,4.0,"USB, I2C",10.72,1.308,47,5.0,DIP,2021,Industrial
Microchip,MIC-MCU285034,ARM Cortex-M3,200,1024,8,4.0,"USB, CAN, PWM",5.78,0.492,8,3.3,TSSOP,2011,Medical
Analog Devices,ANA-MCU285035,8051,120,64,1,8.0,"UART, Ethernet",4.06,0.412,98,1.8,QFN,2005,Automotive
STMicroelectronics,STM-MCU285036,MIPS32,168,256,512,8.0,"SPI, I2C, CAN",11.15,1.166,26,2.5,QFN,2014,Consumer
Microchip,MIC-MCU285037,ARM Cortex-M3,480,2048,2,8.0,"UART, USB, SPI, PWM, CAN",1.84,0.035,14,1.8,DIP,2012,Wearable
Analog Devices,ANA-MCU285038,AVR 8-bit,32,256,32,8.0,"UART, Ethernet, I2C",2.97,0.139,81,3.3,DIP,2011,Medical
