Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
STMicroelectronics,STM-MCU10000,ARM Cortex-M3,16,1024,64,0.0,"SPI, CAN, USB",4.28,0.71,81,1.8,DIP,2024,IoT
NXP,NXP-MCU10001,ARM Cortex-M3,480,1024,16,1.0,"CAN, PWM, UART, Ethernet",9.42,1.436,79,5.0,LQFP,2012,Industrial
STMicroelectronics,STM-MCU10002,ARM Cortex-M0,8,64,2,1.0,"SPI, CAN",10.72,0.048,31,5.0,LQFP,2011,Automotive
Silicon Labs,SIL-MCU10003,8051,120,16,128,0.5,"UART, SPI, CAN",4.04,0.04,78,5.0,SOIC,2019,Automotive
Espressif,ESP-MCU10004,ARM Cortex-M7,120,1024,8,0.5,"Ethernet, PWM, CAN",10.31,0.22,16,1.8,TSSOP,2010,Consumer
Infineon,INF-MCU10005,ARM Cortex-M4,240,128,32,8.0,"SPI, I2C, CAN",8.07,0.935,60,3.3,BGA,2010,Wearable
Silicon Labs,SIL-MCU10006,RISC-V,480,2048,128,1.0,"USB, Ethernet, CAN, PWM, UART",3.62,0.362,25,2.5,TSSOP,2024,IoT
NXP,NXP-MCU10007,8051,16,2048,128,4.0,"UART, USB, PWM, SPI, CAN",1.64,1.363,53,1.8,QFN,2015,IoT
Infineon,INF-MCU10008,MIPS32,16,512,512,1.0,"SPI, CAN, Ethernet, PWM, UART",9.09,1.049,58,2.5,SOIC,2018,Automotive
Infineon,INF-MCU10009,MIPS32,16,32,64,8.0,"SPI, CAN, I2C, UART, USB",1.48,0.131,21,5.0,BGA,2010,Automotive
Espressif,ESP-MCU10010,AVR 8-bit,120,32,16,0.5,"UART, USB, Ethernet",1.11,0.396,54,3.3,SOIC,2020,Automotive
