Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Microchip,MIC-MCU310000,ARM Cortex-M3,16,2048,4,4.0,"SPI, Ethernet",2.77,0.042,64,1.8,TSSOP,2014,Medical
NXP,NXP-MCU310001,RISC-V,200,2048,512,8.0,"Ethernet, SPI, PWM, USB, I2C",5.21,1.15,18,1.8,DIP,2018,Automotive
Infineon,INF-MCU310002,AVR 8-bit,72,1024,16,1.0,"SPI, PWM",8.74,0.824,30,5.0,TSSOP,2011,Automotive
Nordic Semiconductor,NOR-MCU310003,8051,48,512,16,2.0,"CAN, PWM, Ethernet",9.48,0.299,26,1.8,DIP,2010,Industrial
Analog Devices,ANA-MCU310004,8051,72,256,32,8.0,"PWM, I2C, UART, Ethernet",7.51,0.442,59,3.3,SOIC,2010,Automotive
Renesas,REN-MCU310005,ARM Cortex-M3,32,128,512,0.5,"UART, Ethernet, CAN",8.79,0.019,86,1.8,DIP,2021,Wearable
Infineon,INF-MCU310006,MIPS32,72,32,64,0.0,"CAN, Ethernet, SPI, USB",4.13,0.499,13,1.8,TSSOP,2006,Medical
Analog Devices,ANA-MCU310007,ARM Cortex-M4,200,2048,256,1.0,"USB, PWM",4.86,1.143,37,3.3,SOIC,2020,Industrial
Nordic Semiconductor,NOR-MCU310008,ARM Cortex-M3,480,512,512,8.0,"UART, Ethernet, I2C, SPI, CAN",7.98,1.035,35,3.3,TSSOP,2022,Automotive
NXP,NXP-MCU310009,ARM Cortex-M4,8,1024,256,0.0,"CAN, SPI",6.94,0.07,30,3.3,TSSOP,2016,Automotive
NXP,NXP-MCU310010,RISC-V,120,1024,1,0.0,"I2C, PWM, UART, Ethernet",8.07,0.769,16,1.8,LQFP,2007,Consumer
Renesas,REN-MCU310011,8051,16,512,1,1.0,"I2C, UART",5.8,0.989,32,2.5,TSSOP,2019,Medical
Espressif,ESP-MCU310012,MIPS32,120,128,128,2.0,"PWM, Ethernet, UART",6.83,0.924,78,3.3,LQFP,2018,Medical
Nordic Semiconductor,NOR-MCU310013,ARM Cortex-M0,120,64,8,8.0,"USB, CAN, PWM, SPI, I2C",7.71,0.882,67,1.8,TSSOP,2007,Wearable
Analog Devices,ANA-MCU310014,MIPS32,120,32,2,0.5,"PWM, USB",5.93,0.34,24,2.5,BGA,2013,Consumer
Microchip,MIC-MCU310015,ARM Cortex-M4,48,512,16,2.0,"PWM, UART, CAN",4.36,1.4,75,5.0,DIP,2023,Industrial
Analog Devices,ANA-MCU310016,ARM Cortex-M3,32,32,2,2.0,"USB, UART, Ethernet, CAN, PWM",8.4,0.926,68,5.0,SOIC,2009,Industrial
Microchip,MIC-MCU310017,RISC-V,240,32,4,0.5,"Ethernet, SPI, CAN",10.11,0.48,49,1.8,LQFP,2006,Medical
Infineon,INF-MCU310018,ARM Cortex-M7,200,1024,256,0.5,"UART, CAN, Ethernet, I2C",3.1,1.021,94,1.8,QFN,2006,Consumer
Texas Instruments,TEX-MCU310019,AVR 8-bit,48,64,8,1.0,"Ethernet, USB",8.04,0.623,36,1.8,QFN,2022,Medical
Renesas,REN-MCU310020,ARM Cortex-M7,120,32,128,0.5,"Ethernet, SPI, CAN, UART",9.75,0.893,62,2.5,SOIC,2005,Industrial
