Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Silicon Labs,SIL-MCU95000,MIPS32,240,64,1,2.0,"USB, UART",5.3,1.026,24,3.3,LQFP,2021,Consumer
Microchip,MIC-MCU95001,ARM Cortex-M7,72,64,64,4.0,"PWM, USB, Ethernet",0.55,0.577,36,2.5,LQFP,2014,Automotive
Silicon Labs,SIL-MCU95002,ARM Cortex-M4,240,2048,16,1.0,"USB, SPI, I2C, Ethernet, PWM",9.33,1.462,64,3.3,DIP,2012,Consumer
Renesas,REN-MCU95003,MIPS32,32,64,2,0.0,"I2C, SPI, UART, CAN",6.1,1.359,67,3.3,QFN,2008,Wearable
STMicroelectronics,STM-MCU95004,RISC-V,72,512,16,0.0,"CAN, I2C, Ethernet, USB",3.22,0.932,19,2.5,BGA,2013,IoT
Infineon,INF-MCU95005,ARM Cortex-M7,8,1024,128,4.0,"Ethernet, USB",3.52,0.772,70,3.3,DIP,2006,Consumer
Infineon,INF-MCU95006,ARM Cortex-M3,480,128,64,2.0,"PWM, USB, CAN",2.48,0.795,61,2.5,TSSOP,2022,Medical
Nordic Semiconductor,NOR-MCU95007,8051,200,1024,4,0.0,"PWM, Ethernet, SPI",3.15,0.265,22,3.3,BGA,2007,Medical
Renesas,REN-MCU95008,ARM Cortex-M4,48,128,4,1.0,"PWM, CAN, SPI, USB",2.21,0.923,72,3.3,TSSOP,2013,Industrial
Microchip,MIC-MCU95009,8051,8,64,4,1.0,"CAN, PWM, I2C, UART",8.55,0.022,84,2.5,LQFP,2018,Wearable
Espressif,ESP-MCU95010,ARM Cortex-M4,72,2048,16,2.0,"CAN, I2C, UART, USB",1.08,1.181,48,1.8,SOIC,2016,Wearable
NXP,NXP-MCU95011,AVR 8-bit,480,16,128,0.5,"PWM, SPI, Ethernet, UART, CAN",9.35,1.208,7,2.5,TSSOP,2024,Consumer
Espressif,ESP-MCU95012,ARM Cortex-M4,480,16,32,0.0,"USB, I2C, PWM, CAN",0.65,0.119,45,1.8,DIP,2022,Automotive
Silicon Labs,SIL-MCU95013,RISC-V,480,256,32,2.0,"CAN, PWM, UART",9.95,0.24,27,2.5,DIP,2006,Wearable
STMicroelectronics,STM-MCU95014,AVR 8-bit,240,16,8,4.0,"USB, CAN, SPI, UART",9.8,0.197,93,2.5,BGA,2005,Wearable
NXP,NXP-MCU95015,ARM Cortex-M3,120,512,256,8.0,"CAN, I2C, USB",2.44,1.182,87,1.8,DIP,2023,IoT
STMicroelectronics,STM-MCU95016,ARM Cortex-M4,240,512,4,0.5,"Ethernet, CAN",2.27,1.11,6,3.3,SOIC,2022,Medical
Renesas,REN-MCU95017,MIPS32,200,32,128,4.0,"USB, PWM, SPI, Ethernet, I2C",6.52,1.121,7,5.0,SOIC,2013,IoT
Analog Devices,ANA-MCU95018,ARM Cortex-M4,480,512,4,1.0,"SPI, UART, PWM",7.34,0.497,39,3.3,BGA,2008,Industrial
Analog Devices,ANA-MCU95019,AVR 8-bit,480,512,4,2.0,"CAN, UART, I2C",7.74,0.588,9,5.0,DIP,2020,Medical
NXP,NXP-MCU95020,AVR 8-bit,32,64,32,2.0,"Ethernet, USB, CAN, I2C",10.24,1.156,42,2.5,BGA,2020,Consumer
Texas Instruments,TEX-MCU95021,ARM Cortex-M4,200,64,256,2.0,"I2C, UART, PWM, SPI, USB",5.87,0.023,48,5.0,LQFP,2015,Wearable
Espressif,ESP-MCU95022,MIPS32,48,512,512,1.0,"UART, PWM, CAN",7.14,0.655,15,1.8,DIP,2017,IoT
