Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Texas Instruments,TEX-MCU130000,ARM Cortex-M7,16,512,32,8.0,"SPI, PWM, CAN",1.3,0.075,96,2.5,QFN,2018,Medical
Renesas,REN-MCU130001,ARM Cortex-M3,16,1024,32,2.0,"USB, Ethernet",4.37,0.336,26,2.5,SOIC,2020,Automotive
Analog Devices,ANA-MCU130002,ARM Cortex-M7,168,512,32,1.0,"SPI, I2C, PWM, CAN",11.11,0.913,13,3.3,DIP,2022,Wearable
Silicon Labs,SIL-MCU130003,ARM Cortex-M3,168,512,16,1.0,"I2C, Ethernet",9.2,0.606,6,5.0,QFN,2005,Medical
Infineon,INF-MCU130004,RISC-V,16,512,256,8.0,"SPI, PWM",3.28,0.764,64,2.5,LQFP,2007,Consumer
Renesas,REN-MCU130005,ARM Cortex-M0,200,256,512,4.0,"CAN, UART, Ethernet, USB",8.2,0.964,43,3.3,QFN,2010,Automotive
Espressif,ESP-MCU130006,ARM Cortex-M3,48,512,16,0.5,"I2C, USB",7.14,1.484,9,3.3,BGA,2006,Consumer
NXP,NXP-MCU130007,ARM Cortex-M0,200,128,128,2.0,"USB, Ethernet, I2C",7.68,1.237,49,2.5,LQFP,2006,Wearable
Silicon Labs,SIL-MCU130008,ARM Cortex-M0,168,2048,4,8.0,"Ethernet, USB",1.27,0.165,99,5.0,LQFP,2023,Medical
NXP,NXP-MCU130009,RISC-V,480,512,1,0.0,"Ethernet, SPI, I2C, UART, CAN",4.1,0.67,8,5.0,DIP,2019,Industrial
Espressif,ESP-MCU130010,8051,168,16,4,0.0,"USB, SPI, I2C",1.43,0.555,94,5.0,SOIC,2019,Consumer
Nordic Semiconductor,NOR-MCU130011,ARM Cortex-M4,168,64,1,4.0,"USB, Ethernet, I2C, UART, CAN",10.78,1.137,14,2.5,DIP,2021,Wearable
Espressif,ESP-MCU130012,8051,32,2048,8,0.0,"Ethernet, I2C",8.51,1.296,87,1.8,TSSOP,2018,Consumer
