Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Analog Devices,ANA-MCU395000,ARM Cortex-M7,48,256,128,4.0,"PWM, SPI, UART",8.3,0.155,94,2.5,TSSOP,2017,Wearable
NXP,NXP-MCU395001,ARM Cortex-M0,48,128,4,1.0,"UART, CAN",10.45,0.374,31,3.3,DIP,2012,Consumer
Silicon Labs,SIL-MCU395002,RISC-V,16,256,128,0.5,"UART, SPI",9.73,0.028,85,2.5,QFN,2013,Industrial
STMicroelectronics,STM-MCU395003,ARM Cortex-M4,120,1024,1,0.5,"CAN, Ethernet, UART",1.72,1.042,53,2.5,BGA,2014,Industrial
Renesas,REN-MCU395004,ARM Cortex-M0,200,2048,16,0.0,"PWM, I2C, CAN, SPI, USB",4.3,0.868,91,3.3,DIP,2008,IoT
Nordic Semiconductor,NOR-MCU395005,8051,8,256,16,8.0,"USB, I2C, CAN, Ethernet",1.72,0.381,55,1.8,DIP,2012,Industrial
Infineon,INF-MCU395006,ARM Cortex-M7,200,2048,64,8.0,"PWM, Ethernet, I2C, USB, CAN",4.73,0.951,68,5.0,SOIC,2017,Industrial
NXP,NXP-MCU395007,ARM Cortex-M4,32,16,1,4.0,"Ethernet, CAN, I2C",8.94,0.528,82,2.5,SOIC,2005,Consumer
Microchip,MIC-MCU395008,ARM Cortex-M3,32,256,4,8.0,"I2C, Ethernet, UART, PWM, SPI",3.04,0.684,63,2.5,BGA,2022,Wearable
NXP,NXP-MCU395009,MIPS32,200,512,64,0.5,"USB, PWM, UART, I2C, SPI",9.15,0.582,90,1.8,SOIC,2015,Automotive
Texas Instruments,TEX-MCU395010,ARM Cortex-M3,120,512,2,4.0,"SPI, UART, USB",5.66,0.129,88,3.3,LQFP,2009,Wearable
Nordic Semiconductor,NOR-MCU395011,ARM Cortex-M3,32,64,32,0.5,"I2C, USB, UART",2.33,0.095,32,1.8,SOIC,2012,Industrial
Nordic Semiconductor,NOR-MCU395012,RISC-V,48,32,16,2.0,"Ethernet, I2C, UART, CAN",9.39,0.212,51,3.3,QFN,2017,Medical
Analog Devices,ANA-MCU395013,ARM Cortex-M7,240,16,4,0.0,"CAN, PWM, SPI",3.33,0.512,26,2.5,QFN,2021,Automotive
Texas Instruments,TEX-MCU395014,ARM Cortex-M7,16,32,128,1.0,"UART, I2C, CAN",7.99,1.264,79,3.3,BGA,2011,Consumer
Analog Devices,ANA-MCU395015,AVR 8-bit,240,256,4,0.5,"I2C, CAN",8.95,1.242,88,3.3,TSSOP,2009,IoT
Texas Instruments,TEX-MCU395016,ARM Cortex-M3,8,64,128,0.5,"Ethernet, SPI",3.85,0.538,81,5.0,DIP,2013,Medical
Espressif,ESP-MCU395017,MIPS32,8,128,32,1.0,"Ethernet, PWM, UART, SPI, I2C",10.94,0.891,98,3.3,DIP,2006,Industrial
Analog Devices,ANA-MCU395018,MIPS32,32,16,256,1.0,"USB, CAN, UART",3.3,1.359,13,2.5,BGA,2008,Industrial
Espressif,ESP-MCU395019,RISC-V,200,128,32,0.0,"I2C, CAN",1.74,1.29,99,1.8,BGA,2024,Consumer
Espressif,ESP-MCU395020,ARM Cortex-M7,8,32,4,1.0,"I2C, UART",7.54,1.499,8,2.5,BGA,2006,Wearable
Texas Instruments,TEX-MCU395021,8051,8,512,16,0.0,"UART, Ethernet, CAN, USB",1.72,1.318,63,5.0,TSSOP,2010,Wearable
Microchip,MIC-MCU395022,ARM Cortex-M4,8,32,2,0.5,"UART, PWM, USB, CAN",4.41,1.383,30,3.3,LQFP,2009,IoT
STMicroelectronics,STM-MCU395023,ARM Cortex-M3,120,2048,32,1.0,"UART, PWM, CAN, USB",5.57,0.211,69,3.3,SOIC,2013,Automotive
Silicon Labs,SIL-MCU395024,ARM Cortex-M7,480,2048,2,4.0,"SPI, UART, USB, Ethernet, I2C",1.27,1.055,6,3.3,SOIC,2008,Industrial
