Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Infineon,INF-MCU460000,ARM Cortex-M3,168,512,64,4.0,"I2C, USB",1.16,1.22,27,5.0,QFN,2024,Wearable
NXP,NXP-MCU460001,ARM Cortex-M4,168,512,32,4.0,"PWM, SPI, UART",2.23,0.121,49,3.3,SOIC,2018,Automotive
Analog Devices,ANA-MCU460002,MIPS32,240,256,1,0.5,"PWM, CAN, I2C, UART, USB",11.15,0.375,83,2.5,SOIC,2006,Industrial
Espressif,ESP-MCU460003,ARM Cortex-M7,240,256,512,1.0,"SPI, I2C, Ethernet, PWM",8.06,1.435,21,5.0,SOIC,2016,IoT
Espressif,ESP-MCU460004,8051,8,128,16,1.0,"SPI, I2C, PWM",4.03,0.534,42,1.8,SOIC,2017,Medical
STMicroelectronics,STM-MCU460005,AVR 8-bit,72,128,32,1.0,"CAN, SPI, USB",9.11,0.351,11,2.5,TSSOP,2014,Automotive
NXP,NXP-MCU460006,ARM Cortex-M3,16,512,256,4.0,"UART, Ethernet, USB, CAN",6.52,1.392,79,3.3,QFN,2007,Consumer
Microchip,MIC-MCU460007,ARM Cortex-M3,72,32,2,1.0,"Ethernet, CAN, SPI, USB, PWM",4.66,0.087,64,5.0,BGA,2014,Automotive
Silicon Labs,SIL-MCU460008,AVR 8-bit,200,2048,2,1.0,"I2C, CAN, PWM",7.78,0.113,35,1.8,LQFP,2005,Wearable
Infineon,INF-MCU460009,ARM Cortex-M7,480,1024,256,4.0,"UART, Ethernet, USB",3.3,0.116,21,5.0,QFN,2008,IoT
Microchip,MIC-MCU460010,8051,168,256,4,8.0,"USB, CAN, SPI",5.01,1.299,94,2.5,DIP,2013,Automotive
Renesas,REN-MCU460011,ARM Cortex-M3,480,256,64,0.0,"USB, PWM",3.74,0.669,82,1.8,DIP,2015,Consumer
Silicon Labs,SIL-MCU460012,AVR 8-bit,48,1024,128,2.0,"SPI, I2C, USB, CAN",1.15,0.883,23,1.8,DIP,2012,IoT
STMicroelectronics,STM-MCU460013,MIPS32,48,32,16,0.0,"I2C, SPI, USB",9.57,0.025,7,5.0,BGA,2016,Automotive
Renesas,REN-MCU460014,AVR 8-bit,480,2048,8,8.0,"USB, CAN",3.28,0.749,51,5.0,DIP,2020,Wearable
Silicon Labs,SIL-MCU460015,8051,480,256,512,0.5,"SPI, PWM, Ethernet, USB",4.27,1.164,16,2.5,BGA,2014,IoT
STMicroelectronics,STM-MCU460016,ARM Cortex-M3,168,256,128,0.0,"Ethernet, SPI, UART",10.53,0.278,61,3.3,LQFP,2017,IoT
Analog Devices,ANA-MCU460017,ARM Cortex-M0,200,512,4,0.5,"SPI, CAN, PWM",5.22,0.405,22,3.3,SOIC,2012,Industrial
Renesas,REN-MCU460018,MIPS32,168,128,512,1.0,"USB, PWM",1.14,0.312,89,1.8,QFN,2006,Wearable
STMicroelectronics,STM-MCU460019,AVR 8-bit,480,128,4,0.0,"CAN, Ethernet, UART, PWM",1.17,1.481,89,3.3,DIP,2016,Consumer
Renesas,REN-MCU460020,ARM Cortex-M7,16,256,128,2.0,"SPI, Ethernet",1.99,0.184,90,3.3,DIP,2010,Industrial
Infineon,INF-MCU460021,RISC-V,48,2048,16,0.5,"UART, SPI",7.96,1.077,76,3.3,SOIC,2018,Automotive
Renesas,REN-MCU460022,RISC-V,120,16,128,8.0,"I2C, PWM",3.3,0.816,64,1.8,QFN,2017,Medical
Silicon Labs,SIL-MCU460023,RISC-V,48,32,32,0.5,"I2C, UART, Ethernet, PWM",9.05,1.199,48,3.3,BGA,2008,Consumer
Infineon,INF-MCU460024,8051,16,16,32,0.0,"PWM, USB, SPI, I2C, CAN",1.99,1.45,32,1.8,DIP,2019,Medical
STMicroelectronics,STM-MCU460025,MIPS32,16,2048,1,0.0,"SPI, USB",9.18,1.149,41,3.3,QFN,2024,Wearable
Renesas,REN-MCU460026,8051,32,64,256,0.5,"I2C, SPI, PWM, UART",4.0,0.673,80,2.5,DIP,2021,Wearable
Infineon,INF-MCU460027,ARM Cortex-M3,8,256,512,8.0,"USB, Ethernet, I2C, UART",7.51,0.588,89,1.8,DIP,2021,Medical
Renesas,REN-MCU460028,RISC-V,480,64,256,4.0,"USB, SPI, UART",9.26,0.309,25,1.8,SOIC,2008,Wearable
