Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Infineon,INF-MCU15000,8051,480,128,4,0.0,"Ethernet, PWM, CAN",10.35,0.36,67,5.0,DIP,2011,Wearable
Nordic Semiconductor,NOR-MCU15001,MIPS32,8,512,512,4.0,"SPI, USB, UART, CAN, Ethernet",11.23,1.488,67,3.3,LQFP,2018,Consumer
NXP,NXP-MCU15002,ARM Cortex-M7,8,64,512,4.0,"UART, USB, PWM",6.6,0.92,48,5.0,TSSOP,2010,Medical
Texas Instruments,TEX-MCU15003,AVR 8-bit,8,16,16,4.0,"UART, CAN, USB, I2C, SPI",3.71,0.138,87,5.0,LQFP,2014,Consumer
Renesas,REN-MCU15004,ARM Cortex-M4,200,16,1,4.0,"I2C, UART, CAN, SPI",8.3,1.351,14,1.8,SOIC,2022,IoT
Analog Devices,ANA-MCU15005,ARM Cortex-M4,200,256,512,1.0,"Ethernet, USB",11.56,1.162,98,3.3,DIP,2015,Wearable
Infineon,INF-MCU15006,ARM Cortex-M7,16,128,256,0.5,"UART, I2C, CAN",3.46,0.3,31,1.8,SOIC,2009,Consumer
Espressif,ESP-MCU15007,RISC-V,72,128,1,0.5,"USB, I2C, Ethernet, PWM",3.43,0.049,50,1.8,DIP,2008,IoT
NXP,NXP-MCU15008,ARM Cortex-M0,48,128,2,0.5,"SPI, UART, I2C, PWM, Ethernet",10.35,1.401,97,3.3,DIP,2013,Wearable
Microchip,MIC-MCU15009,ARM Cortex-M0,8,256,8,4.0,"I2C, Ethernet, CAN, UART",8.99,1.222,21,3.3,LQFP,2015,Automotive
Infineon,INF-MCU15010,MIPS32,200,256,128,0.5,"USB, CAN, SPI, UART, PWM",7.58,0.917,76,3.3,SOIC,2013,Consumer
Renesas,REN-MCU15011,AVR 8-bit,48,64,4,1.0,"USB, PWM, Ethernet",7.05,0.654,75,3.3,QFN,2023,Medical
Silicon Labs,SIL-MCU15012,RISC-V,168,32,128,2.0,"USB, CAN",9.11,1.319,55,2.5,DIP,2011,Automotive
STMicroelectronics,STM-MCU15013,8051,48,512,2,8.0,"USB, I2C, UART, Ethernet",8.28,0.23,6,3.3,LQFP,2015,Automotive
NXP,NXP-MCU15014,MIPS32,480,512,256,1.0,"USB, UART",5.31,1.397,29,5.0,DIP,2010,Automotive
Microchip,MIC-MCU15015,8051,168,128,64,0.0,"CAN, PWM, UART, USB, I2C",4.2,0.879,25,5.0,DIP,2012,Consumer
Nordic Semiconductor,NOR-MCU15016,ARM Cortex-M0,72,2048,16,2.0,"SPI, Ethernet",9.31,1.381,12,3.3,DIP,2018,IoT
Silicon Labs,SIL-MCU15017,ARM Cortex-M0,200,16,32,0.5,"CAN, I2C",5.33,0.844,59,2.5,BGA,2015,Consumer
Texas Instruments,TEX-MCU15018,AVR 8-bit,72,256,256,8.0,"PWM, USB, I2C, Ethernet, SPI",4.82,1.16,99,2.5,SOIC,2017,Wearable
Nordic Semiconductor,NOR-MCU15019,ARM Cortex-M4,120,256,128,0.5,"PWM, Ethernet, UART",11.38,0.651,37,5.0,TSSOP,2006,Consumer
Microchip,MIC-MCU15020,AVR 8-bit,120,16,4,0.5,"CAN, USB, SPI",1.96,0.511,29,3.3,QFN,2010,Industrial
Renesas,REN-MCU15021,ARM Cortex-M3,48,1024,64,4.0,"USB, SPI",1.53,1.237,8,3.3,QFN,2011,Automotive
Nordic Semiconductor,NOR-MCU15022,RISC-V,32,256,1,8.0,"I2C, PWM, UART",4.07,0.614,79,5.0,QFN,2006,Industrial
Infineon,INF-MCU15023,ARM Cortex-M0,72,128,2,1.0,"UART, Ethernet",7.67,0.026,90,1.8,DIP,2020,Medical
Silicon Labs,SIL-MCU15024,ARM Cortex-M4,120,64,4,0.0,"Ethernet, USB, I2C, PWM, UART",0.82,0.096,91,5.0,TSSOP,2020,Medical
STMicroelectronics,STM-MCU15025,ARM Cortex-M4,120,512,64,2.0,"USB, CAN, UART, SPI, PWM",11.74,0.104,63,2.5,DIP,2014,Wearable
NXP,NXP-MCU15026,AVR 8-bit,8,2048,16,1.0,"I2C, CAN, Ethernet, PWM, UART",2.03,0.884,83,1.8,SOIC,2020,Consumer
NXP,NXP-MCU15027,RISC-V,8,128,256,0.5,"I2C, PWM, SPI, CAN, UART",11.51,0.678,43,3.3,SOIC,2013,Medical
Analog Devices,ANA-MCU15028,ARM Cortex-M0,16,128,16,0.0,"PWM, CAN, UART, Ethernet, USB",3.87,1.265,12,5.0,DIP,2015,Wearable
Microchip,MIC-MCU15029,ARM Cortex-M3,16,1024,4,4.0,"I2C, PWM, CAN, Ethernet, USB",4.15,0.438,6,2.5,DIP,2023,IoT
Silicon Labs,SIL-MCU15030,ARM Cortex-M4,16,2048,4,4.0,"UART, SPI, Ethernet, I2C, PWM",3.73,1.067,87,2.5,DIP,2020,Consumer
Microchip,MIC-MCU15031,AVR 8-bit,200,64,1,0.5,"CAN, Ethernet, I2C, USB, SPI",6.23,0.986,17,1.8,QFN,2012,Medical
Espressif,ESP-MCU15032,MIPS32,168,16,8,2.0,"SPI, CAN, UART",11.45,1.342,16,1.8,QFN,2008,Medical
NXP,NXP-MCU15033,ARM Cortex-M7,16,128,256,0.5,"CAN, UART, SPI, I2C, USB",7.41,0.559,47,5.0,QFN,2015,IoT
Texas Instruments,TEX-MCU15034,ARM Cortex-M4,240,512,4,0.5,"I2C, USB, CAN, PWM, UART",5.3,1.357,42,2.5,SOIC,2022,Wearable
NXP,NXP-MCU15035,ARM Cortex-M3,240,1024,1,2.0,"Ethernet, USB, CAN, I2C",10.8,0.682,94,2.5,DIP,2017,Automotive
Nordic Semiconductor,NOR-MCU15036,ARM Cortex-M3,16,1024,2,4.0,"PWM, UART, CAN",2.69,0.731,17,5.0,TSSOP,2013,Wearable
STMicroelectronics,STM-MCU15037,MIPS32,8,32,64,1.0,"PWM, UART, I2C, Ethernet",8.38,0.049,88,2.5,TSSOP,2009,Medical
NXP,NXP-MCU15038,ARM Cortex-M3,120,256,2,0.0,"USB, UART, PWM",11.26,0.9,68,5.0,QFN,2023,IoT
Analog Devices,ANA-MCU15039,ARM Cortex-M3,72,128,256,4.0,"Ethernet, I2C, UART",9.41,0.748,51,3.3,TSSOP,2020,IoT
Renesas,REN-MCU15040,RISC-V,72,32,4,4.0,"USB, CAN, PWM, UART",6.08,0.556,90,1.8,LQFP,2016,Consumer
STMicroelectronics,STM-MCU15041,ARM Cortex-M0,8,1024,2,0.0,"USB, I2C, SPI",3.0,1.253,34,5.0,DIP,2021,Consumer
Silicon Labs,SIL-MCU15042,8051,120,2048,16,0.0,"I2C, UART",11.46,0.476,39,2.5,BGA,2020,Industrial
Texas Instruments,TEX-MCU15043,MIPS32,120,512,8,8.0,"UART, SPI, I2C, Ethernet",6.36,0.565,6,2.5,DIP,2017,Automotive
Analog Devices,ANA-MCU15044,AVR 8-bit,480,1024,8,0.0,"Ethernet, I2C",2.04,0.204,93,3.3,SOIC,2016,Industrial
