Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Microchip,MIC-MCU50000,RISC-V,72,2048,1,0.0,"USB, PWM, CAN, Ethernet, UART",3.6,0.867,73,3.3,QFN,2020,IoT
Infineon,INF-MCU50001,AVR 8-bit,48,128,128,1.0,"SPI, Ethernet, I2C",4.67,1.009,90,2.5,DIP,2014,IoT
Silicon Labs,SIL-MCU50002,8051,240,128,8,1.0,"SPI, Ethernet, PWM",2.0,0.747,68,2.5,TSSOP,2012,Medical
Nordic Semiconductor,NOR-MCU50003,ARM Cortex-M3,168,256,8,0.0,"Ethernet, PWM, SPI",7.03,0.535,19,5.0,DIP,2018,IoT
STMicroelectronics,STM-MCU50004,RISC-V,16,512,128,0.0,"I2C, UART",10.5,1.288,47,5.0,QFN,2008,Automotive
Texas Instruments,TEX-MCU50005,RISC-V,240,16,512,0.0,"PWM, USB, SPI",10.0,0.881,6,5.0,QFN,2011,Medical
Espressif,ESP-MCU50006,AVR 8-bit,480,32,128,0.5,"USB, Ethernet, SPI, I2C",8.39,0.797,86,1.8,QFN,2020,Medical
Infineon,INF-MCU50007,ARM Cortex-M3,168,2048,512,2.0,"SPI, I2C, Ethernet",4.65,0.531,47,3.3,DIP,2008,Consumer
Infineon,INF-MCU50008,ARM Cortex-M0,200,16,8,1.0,"USB, PWM",0.93,0.02,19,5.0,LQFP,2009,Industrial
Nordic Semiconductor,NOR-MCU50009,ARM Cortex-M3,120,64,512,0.5,"I2C, Ethernet, PWM, SPI",1.76,0.788,88,5.0,BGA,2012,Consumer
Nordic Semiconductor,NOR-MCU50010,ARM Cortex-M3,200,128,8,0.5,"PWM, I2C, UART, Ethernet",8.45,1.186,28,2.5,LQFP,2008,Automotive
STMicroelectronics,STM-MCU50011,ARM Cortex-M7,32,256,64,2.0,"UART, SPI, CAN",5.38,0.783,53,1.8,SOIC,2017,Consumer
Espressif,ESP-MCU50012,8051,168,128,2,0.5,"CAN, I2C, Ethernet, SPI",3.12,1.083,69,5.0,SOIC,2015,IoT
Texas Instruments,TEX-MCU50013,RISC-V,168,256,4,0.5,"CAN, I2C, PWM",3.11,0.959,69,3.3,SOIC,2016,Industrial
Microchip,MIC-MCU50014,ARM Cortex-M3,48,512,8,0.5,"Ethernet, USB",5.21,1.397,38,3.3,BGA,2017,Medical
STMicroelectronics,STM-MCU50015,8051,48,1024,256,2.0,"USB, UART, Ethernet, PWM",8.94,0.897,61,3.3,QFN,2013,Consumer
Analog Devices,ANA-MCU50016,ARM Cortex-M0,168,512,16,8.0,"UART, Ethernet, USB, CAN, PWM",5.03,0.545,22,1.8,QFN,2007,Wearable
STMicroelectronics,STM-MCU50017,AVR 8-bit,168,64,256,2.0,"SPI, PWM",9.86,0.355,54,3.3,BGA,2023,Wearable
Infineon,INF-MCU50018,ARM Cortex-M4,16,32,256,0.0,"Ethernet, I2C, CAN",11.07,1.133,44,1.8,TSSOP,2018,Industrial
NXP,NXP-MCU50019,RISC-V,120,2048,32,8.0,"Ethernet, SPI, UART, CAN",3.38,0.037,48,5.0,BGA,2009,Consumer
Renesas,REN-MCU50020,ARM Cortex-M3,240,512,2,0.5,"UART, CAN, USB",3.11,0.579,20,3.3,BGA,2006,Industrial
STMicroelectronics,STM-MCU50021,AVR 8-bit,120,2048,128,4.0,"I2C, Ethernet, USB",0.71,0.687,96,5.0,BGA,2017,Automotive
Analog Devices,ANA-MCU50022,MIPS32,120,2048,8,0.5,"UART, Ethernet, CAN, PWM",5.37,1.221,47,3.3,LQFP,2012,Wearable
Silicon Labs,SIL-MCU50023,RISC-V,48,32,16,4.0,"UART, USB, SPI",9.47,0.949,84,1.8,TSSOP,2024,Automotive
Espressif,ESP-MCU50024,ARM Cortex-M3,200,256,16,2.0,"SPI, UART, CAN",2.95,0.253,82,5.0,QFN,2006,Medical
Renesas,REN-MCU50025,ARM Cortex-M7,480,1024,128,0.5,"I2C, SPI",6.28,0.221,27,5.0,QFN,2023,Medical
Silicon Labs,SIL-MCU50026,AVR 8-bit,72,32,1,2.0,"Ethernet, CAN, I2C, USB",4.86,1.347,93,3.3,QFN,2006,IoT
Nordic Semiconductor,NOR-MCU50027,ARM Cortex-M3,72,1024,512,1.0,"Ethernet, CAN, PWM, SPI, I2C",11.83,0.442,40,5.0,QFN,2017,Consumer
Texas Instruments,TEX-MCU50028,ARM Cortex-M3,168,2048,1,8.0,"I2C, SPI, UART, Ethernet",11.48,1.124,51,1.8,TSSOP,2005,IoT
Texas Instruments,TEX-MCU50029,AVR 8-bit,48,32,2,2.0,"PWM, SPI, CAN, USB",8.86,0.328,17,2.5,QFN,2011,Industrial
Silicon Labs,SIL-MCU50030,ARM Cortex-M0,200,256,8,0.5,"USB, SPI, PWM",1.59,0.379,13,1.8,BGA,2011,Consumer
Analog Devices,ANA-MCU50031,ARM Cortex-M7,48,128,64,0.0,"CAN, I2C",5.8,0.358,75,2.5,TSSOP,2011,Industrial
Analog Devices,ANA-MCU50032,ARM Cortex-M7,72,1024,2,2.0,"UART, Ethernet",8.06,0.808,51,5.0,QFN,2024,Automotive
Infineon,INF-MCU50033,AVR 8-bit,168,2048,256,8.0,"SPI, I2C",3.03,1.496,65,5.0,DIP,2019,Wearable
Renesas,REN-MCU50034,RISC-V,240,16,2,8.0,"UART, I2C, PWM, Ethernet, SPI",7.83,0.659,8,3.3,DIP,2019,Medical
NXP,NXP-MCU50035,RISC-V,48,256,64,0.0,"UART, Ethernet, SPI",2.29,0.049,94,5.0,BGA,2019,Automotive
Texas Instruments,TEX-MCU50036,ARM Cortex-M0,120,128,4,2.0,"I2C, UART, USB, PWM, SPI",9.13,0.66,24,2.5,DIP,2008,Consumer
NXP,NXP-MCU50037,ARM Cortex-M7,120,2048,128,4.0,"USB, I2C",2.96,0.553,59,2.5,DIP,2020,IoT
Silicon Labs,SIL-MCU50038,ARM Cortex-M7,48,16,64,0.0,"Ethernet, UART, CAN, SPI, I2C",2.26,0.71,76,5.0,TSSOP,2016,Industrial
Nordic Semiconductor,NOR-MCU50039,ARM Cortex-M4,120,512,2,0.5,"Ethernet, CAN, I2C, USB, SPI",4.49,0.413,61,2.5,DIP,2009,IoT
Texas Instruments,TEX-MCU50040,ARM Cortex-M0,480,256,4,0.0,"PWM, SPI, I2C",6.55,0.041,36,1.8,LQFP,2019,Medical
Silicon Labs,SIL-MCU50041,MIPS32,16,2048,4,4.0,"PWM, USB",7.81,0.779,75,5.0,LQFP,2008,Automotive
Analog Devices,ANA-MCU50042,ARM Cortex-M3,168,128,16,0.0,"PWM, I2C, Ethernet, SPI",3.15,1.166,75,5.0,BGA,2011,IoT
Silicon Labs,SIL-MCU50043,ARM Cortex-M3,72,32,4,1.0,"PWM, USB",9.97,1.118,69,1.8,LQFP,2022,Automotive
STMicroelectronics,STM-MCU50044,ARM Cortex-M7,8,1024,64,1.0,"I2C, SPI",7.32,0.529,18,5.0,BGA,2024,Wearable
Infineon,INF-MCU50045,ARM Cortex-M7,48,2048,128,2.0,"USB, Ethernet",0.88,0.292,50,3.3,SOIC,2013,IoT
STMicroelectronics,STM-MCU50046,ARM Cortex-M3,8,16,8,0.5,"CAN, I2C, PWM, UART",1.0,0.03,26,3.3,LQFP,2024,Industrial
