Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Renesas,REN-MCU265000,RISC-V,16,64,2,4.0,"CAN, USB, Ethernet, UART, PWM",8.27,0.765,84,2.5,BGA,2011,IoT
Nordic Semiconductor,NOR-MCU265001,8051,168,1024,64,0.5,"CAN, SPI, Ethernet, USB, I2C",8.89,1.497,18,5.0,BGA,2016,IoT
Espressif,ESP-MCU265002,MIPS32,16,64,8,1.0,"CAN, UART",1.23,0.315,23,3.3,DIP,2017,Medical
Nordic Semiconductor,NOR-MCU265003,ARM Cortex-M4,32,256,8,1.0,"Ethernet, CAN, PWM, UART, I2C",11.91,0.754,54,2.5,BGA,2006,Industrial
Microchip,MIC-MCU265004,ARM Cortex-M7,120,32,128,0.5,"SPI, I2C",4.91,0.774,12,1.8,BGA,2007,Industrial
Espressif,ESP-MCU265005,ARM Cortex-M4,32,128,128,2.0,"SPI, CAN, PWM, UART",3.12,1.082,15,1.8,QFN,2010,Wearable
Analog Devices,ANA-MCU265006,ARM Cortex-M0,72,2048,128,4.0,"SPI, Ethernet, PWM, CAN",5.09,1.437,31,5.0,QFN,2023,Wearable
Infineon,INF-MCU265007,ARM Cortex-M7,48,32,16,2.0,"I2C, UART, PWM",5.01,0.391,56,1.8,BGA,2022,Consumer
Microchip,MIC-MCU265008,ARM Cortex-M0,200,512,8,1.0,"I2C, CAN, Ethernet, PWM, USB",7.69,0.306,9,3.3,DIP,2016,Wearable
Nordic Semiconductor,NOR-MCU265009,ARM Cortex-M7,200,32,64,1.0,"I2C, USB, UART, Ethernet, SPI",8.46,0.69,9,5.0,BGA,2017,Wearable
STMicroelectronics,STM-MCU265010,ARM Cortex-M7,168,1024,16,8.0,"I2C, SPI, Ethernet, USB, PWM",5.23,0.76,44,1.8,LQFP,2008,Consumer
NXP,NXP-MCU265011,ARM Cortex-M7,48,512,1,0.5,"CAN, Ethernet, PWM",2.45,1.211,59,2.5,BGA,2009,Medical
Texas Instruments,TEX-MCU265012,ARM Cortex-M0,120,256,512,0.0,"SPI, UART, USB",3.51,0.281,39,5.0,BGA,2006,Wearable
STMicroelectronics,STM-MCU265013,ARM Cortex-M3,16,512,2,4.0,"SPI, I2C, UART, USB, Ethernet",5.38,0.847,47,2.5,LQFP,2005,IoT
Nordic Semiconductor,NOR-MCU265014,AVR 8-bit,32,2048,16,2.0,"I2C, Ethernet, SPI, USB",7.47,0.33,79,3.3,SOIC,2018,IoT
NXP,NXP-MCU265015,ARM Cortex-M3,8,2048,512,4.0,"I2C, CAN, Ethernet",2.03,0.153,98,3.3,TSSOP,2018,Automotive
NXP,NXP-MCU265016,MIPS32,72,64,128,8.0,"SPI, CAN, UART, Ethernet, USB",2.03,0.747,17,5.0,DIP,2012,Automotive
Infineon,INF-MCU265017,ARM Cortex-M7,480,128,16,0.5,"Ethernet, USB, I2C",9.47,1.122,85,2.5,BGA,2020,Automotive
Texas Instruments,TEX-MCU265018,RISC-V,168,2048,256,0.5,"Ethernet, SPI, PWM",8.62,0.573,85,5.0,SOIC,2022,Wearable
Analog Devices,ANA-MCU265019,ARM Cortex-M7,200,1024,8,0.0,"Ethernet, PWM, UART",2.15,1.371,88,3.3,BGA,2008,IoT
NXP,NXP-MCU265020,ARM Cortex-M3,8,128,2,8.0,"USB, CAN, I2C, PWM",8.13,0.675,84,5.0,TSSOP,2008,Industrial
Silicon Labs,SIL-MCU265021,RISC-V,480,512,256,4.0,"PWM, CAN, UART, USB",2.91,0.253,11,1.8,BGA,2011,IoT
Renesas,REN-MCU265022,ARM Cortex-M7,8,1024,16,0.5,"UART, Ethernet, SPI",7.64,1.44,31,3.3,BGA,2020,Consumer
Renesas,REN-MCU265023,ARM Cortex-M0,200,512,32,1.0,"PWM, UART, SPI",6.2,0.754,80,1.8,DIP,2005,IoT
Analog Devices,ANA-MCU265024,ARM Cortex-M4,8,2048,4,8.0,"I2C, USB",8.03,0.437,73,5.0,LQFP,2010,Automotive
Nordic Semiconductor,NOR-MCU265025,ARM Cortex-M7,48,128,1,8.0,"UART, I2C, USB",7.01,0.016,25,2.5,LQFP,2023,Automotive
Renesas,REN-MCU265026,8051,32,128,8,8.0,"PWM, I2C, USB, CAN, UART",5.52,0.522,39,5.0,TSSOP,2012,IoT
STMicroelectronics,STM-MCU265027,ARM Cortex-M0,120,64,4,4.0,"SPI, Ethernet, PWM, UART",6.52,0.255,52,5.0,BGA,2021,Industrial
Espressif,ESP-MCU265028,8051,120,32,128,0.0,"PWM, USB, SPI, UART, I2C",3.15,0.604,7,3.3,QFN,2011,Medical
Nordic Semiconductor,NOR-MCU265029,MIPS32,168,512,128,0.5,"UART, USB, SPI",4.72,0.41,99,2.5,BGA,2012,Automotive
Renesas,REN-MCU265030,8051,8,256,16,8.0,"CAN, Ethernet, SPI, USB, UART",7.14,1.36,79,2.5,SOIC,2012,Consumer
STMicroelectronics,STM-MCU265031,ARM Cortex-M0,240,1024,512,1.0,"UART, USB, I2C",9.12,1.241,88,5.0,SOIC,2014,Automotive
Espressif,ESP-MCU265032,MIPS32,120,512,4,8.0,"I2C, CAN, USB, SPI",6.18,1.468,55,3.3,BGA,2008,IoT
NXP,NXP-MCU265033,AVR 8-bit,16,32,32,4.0,"PWM, I2C",6.61,0.616,93,3.3,LQFP,2020,Automotive
Nordic Semiconductor,NOR-MCU265034,ARM Cortex-M7,200,64,256,4.0,"UART, PWM, Ethernet, I2C",0.94,0.29,75,1.8,SOIC,2010,Medical
Microchip,MIC-MCU265035,ARM Cortex-M0,168,128,4,8.0,"USB, Ethernet, SPI, I2C",5.84,1.174,65,3.3,LQFP,2013,Industrial
