Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Silicon Labs,SIL-MCU485000,AVR 8-bit,72,128,32,0.5,"I2C, PWM, UART",1.53,0.516,91,3.3,BGA,2014,Industrial
STMicroelectronics,STM-MCU485001,8051,480,2048,64,1.0,"PWM, SPI",8.17,1.499,24,3.3,LQFP,2021,Medical
Texas Instruments,TEX-MCU485002,ARM Cortex-M4,480,1024,256,0.5,"SPI, Ethernet, I2C, USB, UART",3.24,0.532,70,5.0,TSSOP,2010,IoT
Renesas,REN-MCU485003,MIPS32,72,1024,4,4.0,"CAN, Ethernet, I2C, PWM",7.48,0.745,72,5.0,BGA,2005,Wearable
Texas Instruments,TEX-MCU485004,8051,8,2048,512,8.0,"PWM, USB, Ethernet, CAN",4.01,1.424,74,2.5,QFN,2012,Medical
Microchip,MIC-MCU485005,MIPS32,480,256,8,8.0,"USB, Ethernet, I2C",9.71,0.833,8,3.3,DIP,2017,Industrial
Nordic Semiconductor,NOR-MCU485006,ARM Cortex-M3,72,512,8,8.0,"USB, UART, CAN",6.99,0.202,89,3.3,LQFP,2008,IoT
STMicroelectronics,STM-MCU485007,ARM Cortex-M3,72,32,64,8.0,"CAN, I2C, UART, PWM, Ethernet",1.78,1.149,21,5.0,QFN,2007,Consumer
Nordic Semiconductor,NOR-MCU485008,8051,200,32,32,2.0,"CAN, PWM",8.79,0.728,95,2.5,SOIC,2024,Industrial
Microchip,MIC-MCU485009,ARM Cortex-M0,200,1024,16,4.0,"I2C, Ethernet, PWM",9.72,1.374,76,1.8,DIP,2023,Industrial
NXP,NXP-MCU485010,RISC-V,16,32,4,0.5,"USB, PWM, I2C",9.59,0.588,35,5.0,LQFP,2009,IoT
NXP,NXP-MCU485011,8051,480,512,16,4.0,"Ethernet, UART, SPI",5.26,1.0,72,5.0,DIP,2021,Industrial
Nordic Semiconductor,NOR-MCU485012,MIPS32,168,64,8,1.0,"PWM, I2C, CAN, SPI",8.55,1.324,88,3.3,LQFP,2022,Medical
STMicroelectronics,STM-MCU485013,AVR 8-bit,168,2048,16,4.0,"USB, Ethernet",8.42,0.024,63,3.3,DIP,2023,IoT
Nordic Semiconductor,NOR-MCU485014,ARM Cortex-M0,32,512,8,8.0,"CAN, UART, Ethernet, I2C",8.45,0.179,82,5.0,SOIC,2021,IoT
