Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Infineon,INF-MCU135000,ARM Cortex-M0,240,128,64,2.0,"CAN, PWM, USB, SPI",3.98,0.842,64,5.0,DIP,2010,Wearable
Infineon,INF-MCU135001,ARM Cortex-M0,16,16,128,0.5,"PWM, SPI, USB, CAN, I2C",8.53,1.355,71,1.8,QFN,2011,IoT
Infineon,INF-MCU135002,ARM Cortex-M0,16,128,128,8.0,"PWM, USB",6.23,1.221,62,3.3,DIP,2007,Wearable
STMicroelectronics,STM-MCU135003,ARM Cortex-M7,32,1024,32,4.0,"SPI, Ethernet, I2C, PWM, UART",6.77,1.145,83,3.3,QFN,2021,Industrial
Texas Instruments,TEX-MCU135004,RISC-V,168,64,128,1.0,"I2C, SPI, UART",6.01,1.355,60,3.3,SOIC,2010,Consumer
Texas Instruments,TEX-MCU135005,8051,48,128,512,0.5,"USB, PWM, UART, CAN",7.41,1.463,13,3.3,BGA,2005,Automotive
Silicon Labs,SIL-MCU135006,RISC-V,16,1024,4,1.0,"I2C, SPI, USB, PWM, Ethernet",6.61,0.324,68,2.5,TSSOP,2024,Wearable
Renesas,REN-MCU135007,AVR 8-bit,32,128,16,1.0,"SPI, Ethernet, USB",5.22,0.617,56,3.3,BGA,2014,Wearable
Microchip,MIC-MCU135008,ARM Cortex-M7,200,256,16,0.5,"SPI, I2C",9.77,1.364,19,3.3,SOIC,2014,IoT
Analog Devices,ANA-MCU135009,ARM Cortex-M0,240,16,32,2.0,"Ethernet, CAN, PWM, USB, UART",6.29,0.397,72,2.5,BGA,2018,Automotive
Infineon,INF-MCU135010,RISC-V,8,128,8,4.0,"Ethernet, CAN, PWM",3.12,1.132,13,5.0,TSSOP,2008,Wearable
STMicroelectronics,STM-MCU135011,ARM Cortex-M0,16,64,32,8.0,"CAN, I2C, UART, Ethernet, SPI",11.5,1.475,96,5.0,BGA,2014,Medical
NXP,NXP-MCU135012,ARM Cortex-M0,480,128,8,1.0,"UART, USB, SPI",5.31,1.159,67,5.0,QFN,2012,Consumer
Renesas,REN-MCU135013,ARM Cortex-M3,16,512,2,0.0,"USB, SPI, Ethernet, CAN, PWM",6.88,1.201,37,1.8,LQFP,2023,IoT
Nordic Semiconductor,NOR-MCU135014,ARM Cortex-M3,72,1024,32,1.0,"PWM, USB, CAN, Ethernet",7.99,0.779,75,1.8,BGA,2009,Wearable
Infineon,INF-MCU135015,RISC-V,16,128,64,1.0,"UART, CAN, Ethernet, PWM",6.7,0.652,13,5.0,TSSOP,2017,Medical
Texas Instruments,TEX-MCU135016,MIPS32,72,512,64,1.0,"CAN, SPI, USB",1.92,1.043,97,3.3,TSSOP,2021,Medical
Texas Instruments,TEX-MCU135017,ARM Cortex-M3,72,128,1,2.0,"UART, USB, I2C, Ethernet, SPI",8.21,1.392,67,3.3,DIP,2008,Wearable
NXP,NXP-MCU135018,8051,32,16,32,2.0,"I2C, SPI",7.16,0.288,8,5.0,SOIC,2014,Automotive
Microchip,MIC-MCU135019,ARM Cortex-M0,48,512,32,0.5,"PWM, UART",11.69,0.299,95,1.8,QFN,2014,Medical
Renesas,REN-MCU135020,ARM Cortex-M4,8,256,512,0.5,"UART, CAN, USB, I2C, PWM",8.86,1.058,63,2.5,LQFP,2007,Consumer
Microchip,MIC-MCU135021,AVR 8-bit,72,2048,16,8.0,"CAN, Ethernet, I2C",4.53,0.949,74,3.3,QFN,2014,Industrial
Silicon Labs,SIL-MCU135022,ARM Cortex-M4,168,1024,4,0.0,"SPI, PWM, UART, CAN",3.48,1.218,43,1.8,DIP,2015,Medical
Renesas,REN-MCU135023,ARM Cortex-M7,8,256,32,0.0,"SPI, USB",4.91,1.182,10,3.3,BGA,2016,Automotive
Texas Instruments,TEX-MCU135024,ARM Cortex-M0,120,128,512,2.0,"I2C, UART, CAN, PWM, SPI",6.66,1.128,43,2.5,TSSOP,2012,IoT
NXP,NXP-MCU135025,8051,32,512,4,0.5,"I2C, CAN",8.63,0.38,94,5.0,TSSOP,2017,Industrial
Infineon,INF-MCU135026,MIPS32,48,32,512,0.5,"Ethernet, USB",1.0,1.263,98,2.5,SOIC,2009,Industrial
Microchip,MIC-MCU135027,ARM Cortex-M4,16,32,64,0.5,"UART, SPI, USB, CAN",2.53,1.176,51,1.8,BGA,2018,Consumer
Microchip,MIC-MCU135028,ARM Cortex-M4,240,256,32,1.0,"UART, CAN, PWM",5.68,0.581,66,1.8,SOIC,2008,Industrial
Infineon,INF-MCU135029,8051,168,32,256,2.0,"CAN, PWM, USB",6.54,0.174,77,3.3,TSSOP,2020,Consumer
Espressif,ESP-MCU135030,8051,240,512,8,0.5,"USB, CAN",6.77,0.804,49,3.3,DIP,2017,Wearable
Espressif,ESP-MCU135031,ARM Cortex-M4,168,1024,128,2.0,"PWM, USB",11.97,0.868,90,1.8,QFN,2017,Consumer
Microchip,MIC-MCU135032,MIPS32,72,64,256,4.0,"SPI, CAN",4.26,0.501,87,1.8,TSSOP,2008,Wearable
Infineon,INF-MCU135033,AVR 8-bit,8,16,4,0.0,"I2C, CAN, USB, SPI, Ethernet",1.96,0.051,22,3.3,TSSOP,2024,Medical
Infineon,INF-MCU135034,RISC-V,200,512,512,0.5,"USB, I2C",7.23,0.388,7,2.5,QFN,2020,IoT
Texas Instruments,TEX-MCU135035,ARM Cortex-M4,120,2048,128,0.5,"PWM, Ethernet",2.12,0.794,10,5.0,BGA,2013,Wearable
Nordic Semiconductor,NOR-MCU135036,AVR 8-bit,480,256,256,0.5,"USB, SPI",5.44,0.42,75,1.8,BGA,2019,IoT
NXP,NXP-MCU135037,MIPS32,240,1024,256,4.0,"Ethernet, PWM, UART, I2C, SPI",7.31,0.587,41,2.5,LQFP,2005,Wearable
Espressif,ESP-MCU135038,ARM Cortex-M4,480,16,1,2.0,"PWM, UART, SPI, Ethernet, I2C",10.01,0.982,82,5.0,SOIC,2024,IoT
Nordic Semiconductor,NOR-MCU135039,ARM Cortex-M4,72,32,64,1.0,"USB, SPI",3.21,1.192,26,1.8,BGA,2015,Consumer
Renesas,REN-MCU135040,ARM Cortex-M7,120,128,256,4.0,"Ethernet, USB, UART",1.16,1.068,47,1.8,QFN,2024,Industrial
Silicon Labs,SIL-MCU135041,ARM Cortex-M4,240,64,512,4.0,"USB, SPI, I2C",6.19,0.897,29,3.3,BGA,2021,Wearable
Microchip,MIC-MCU135042,MIPS32,120,16,4,4.0,"Ethernet, CAN, SPI",9.86,0.628,76,1.8,SOIC,2020,IoT
Texas Instruments,TEX-MCU135043,MIPS32,480,2048,512,4.0,"CAN, Ethernet, I2C, PWM",2.05,0.957,15,2.5,QFN,2005,Wearable
STMicroelectronics,STM-MCU135044,ARM Cortex-M0,16,16,256,0.5,"CAN, SPI, USB",3.25,0.257,63,3.3,BGA,2007,Automotive
Silicon Labs,SIL-MCU135045,ARM Cortex-M7,32,512,4,0.5,"UART, PWM, CAN, Ethernet",10.95,1.315,84,1.8,LQFP,2007,Medical
