Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Nordic Semiconductor,NOR-MCU420000,ARM Cortex-M7,16,512,1,0.5,"UART, I2C",0.61,0.592,9,3.3,QFN,2009,Medical
Microchip,MIC-MCU420001,AVR 8-bit,16,512,32,0.5,"USB, PWM",5.35,0.925,45,5.0,QFN,2016,Wearable
Infineon,INF-MCU420002,8051,240,512,1,4.0,"USB, CAN, Ethernet, PWM",10.31,1.392,30,1.8,LQFP,2021,Consumer
Silicon Labs,SIL-MCU420003,ARM Cortex-M0,32,64,16,8.0,"PWM, I2C",2.03,0.05,58,5.0,DIP,2024,IoT
NXP,NXP-MCU420004,8051,72,128,16,0.5,"UART, I2C, SPI, PWM",6.58,0.164,75,2.5,DIP,2017,Wearable
Espressif,ESP-MCU420005,RISC-V,8,32,128,2.0,"Ethernet, UART, SPI, I2C",10.05,1.115,7,1.8,SOIC,2016,Medical
Infineon,INF-MCU420006,ARM Cortex-M7,480,512,64,0.5,"PWM, CAN, UART, Ethernet",10.96,0.212,41,2.5,SOIC,2015,IoT
STMicroelectronics,STM-MCU420007,ARM Cortex-M3,480,32,1,1.0,"I2C, USB, Ethernet, CAN",1.41,1.249,92,5.0,DIP,2005,Automotive
Espressif,ESP-MCU420008,ARM Cortex-M7,8,32,256,1.0,"SPI, Ethernet, USB",11.19,0.278,15,1.8,LQFP,2010,Wearable
Nordic Semiconductor,NOR-MCU420009,ARM Cortex-M0,32,32,1,0.0,"SPI, CAN",9.93,0.513,70,5.0,QFN,2013,Wearable
Analog Devices,ANA-MCU420010,RISC-V,32,32,256,2.0,"I2C, UART, USB",2.94,0.635,73,5.0,QFN,2021,IoT
STMicroelectronics,STM-MCU420011,ARM Cortex-M3,480,32,512,1.0,"UART, CAN, I2C, USB",4.85,1.478,8,3.3,SOIC,2015,Medical
NXP,NXP-MCU420012,RISC-V,48,1024,32,1.0,"CAN, USB, I2C",6.71,0.342,83,2.5,BGA,2007,Industrial
Espressif,ESP-MCU420013,RISC-V,72,256,512,0.5,"SPI, Ethernet, USB",8.14,0.627,8,1.8,TSSOP,2013,Automotive
Renesas,REN-MCU420014,MIPS32,16,256,32,0.5,"I2C, PWM, Ethernet, SPI",6.79,1.188,53,2.5,LQFP,2020,IoT
Espressif,ESP-MCU420015,8051,8,2048,8,1.0,"UART, PWM, USB, I2C, SPI",11.12,0.383,95,2.5,TSSOP,2016,Consumer
Espressif,ESP-MCU420016,ARM Cortex-M4,72,16,128,0.5,"CAN, I2C, Ethernet, SPI",2.12,1.003,71,3.3,BGA,2024,Industrial
Silicon Labs,SIL-MCU420017,ARM Cortex-M7,168,256,256,2.0,"CAN, PWM, Ethernet",6.82,0.655,22,2.5,SOIC,2007,Wearable
STMicroelectronics,STM-MCU420018,RISC-V,16,16,128,1.0,"CAN, UART",7.42,0.53,14,3.3,TSSOP,2005,Medical
Analog Devices,ANA-MCU420019,ARM Cortex-M7,72,1024,2,0.5,"I2C, CAN",9.85,0.108,16,3.3,DIP,2012,Medical
Microchip,MIC-MCU420020,ARM Cortex-M0,8,512,128,8.0,"USB, UART",0.97,1.43,15,5.0,LQFP,2014,Medical
Microchip,MIC-MCU420021,ARM Cortex-M4,200,512,4,1.0,"CAN, Ethernet, USB, SPI, UART",10.5,1.381,45,2.5,DIP,2009,Industrial
Microchip,MIC-MCU420022,ARM Cortex-M3,72,1024,512,4.0,"UART, I2C",9.86,0.011,23,5.0,DIP,2021,Consumer
STMicroelectronics,STM-MCU420023,ARM Cortex-M0,200,32,1,4.0,"I2C, Ethernet",11.98,1.295,37,5.0,SOIC,2017,IoT
Texas Instruments,TEX-MCU420024,AVR 8-bit,120,2048,1,8.0,"PWM, SPI, UART, Ethernet",2.91,1.14,81,3.3,BGA,2009,Industrial
Espressif,ESP-MCU420025,AVR 8-bit,120,256,256,8.0,"I2C, CAN, UART, USB",5.0,0.739,20,1.8,SOIC,2015,Medical
Nordic Semiconductor,NOR-MCU420026,ARM Cortex-M0,48,512,64,2.0,"PWM, USB, CAN, I2C",1.5,0.996,26,1.8,LQFP,2006,IoT
Infineon,INF-MCU420027,8051,8,64,16,0.0,"Ethernet, I2C",4.33,1.006,63,5.0,LQFP,2006,Medical
Analog Devices,ANA-MCU420028,ARM Cortex-M7,32,256,4,2.0,"UART, SPI, I2C, USB, PWM",9.74,0.603,69,5.0,LQFP,2005,Wearable
Espressif,ESP-MCU420029,ARM Cortex-M0,168,1024,2,0.0,"UART, SPI",3.91,1.27,37,1.8,LQFP,2014,IoT
Nordic Semiconductor,NOR-MCU420030,ARM Cortex-M3,240,64,128,8.0,"PWM, UART, Ethernet, USB, CAN",8.42,0.065,27,3.3,QFN,2007,Wearable
Silicon Labs,SIL-MCU420031,ARM Cortex-M7,8,32,1,0.0,"Ethernet, UART",8.15,0.24,8,3.3,TSSOP,2013,Consumer
Microchip,MIC-MCU420032,ARM Cortex-M3,16,128,16,2.0,"Ethernet, PWM, I2C, CAN, SPI",6.72,0.53,95,2.5,BGA,2006,Medical
Espressif,ESP-MCU420033,ARM Cortex-M3,16,16,1,1.0,"SPI, USB",4.45,0.069,80,1.8,DIP,2019,IoT
Espressif,ESP-MCU420034,ARM Cortex-M0,240,2048,256,0.0,"SPI, PWM, I2C",5.87,0.952,59,1.8,SOIC,2006,Wearable
Microchip,MIC-MCU420035,MIPS32,32,2048,512,0.5,"I2C, USB, PWM",6.9,0.719,73,5.0,SOIC,2012,Medical
Espressif,ESP-MCU420036,ARM Cortex-M0,48,512,1,8.0,"CAN, SPI, UART, PWM",2.98,1.399,65,5.0,LQFP,2007,Consumer
Texas Instruments,TEX-MCU420037,ARM Cortex-M3,32,1024,8,1.0,"PWM, SPI, UART, I2C, Ethernet",7.35,0.433,28,1.8,LQFP,2007,Automotive
NXP,NXP-MCU420038,ARM Cortex-M0,240,512,256,8.0,"PWM, I2C, UART",11.14,0.189,84,5.0,LQFP,2017,Automotive
Nordic Semiconductor,NOR-MCU420039,ARM Cortex-M4,32,32,256,0.0,"USB, PWM, CAN, I2C",10.88,1.153,27,2.5,TSSOP,2024,Medical
Analog Devices,ANA-MCU420040,AVR 8-bit,240,32,1,8.0,"SPI, Ethernet",9.6,0.667,30,2.5,DIP,2021,IoT
Microchip,MIC-MCU420041,ARM Cortex-M4,8,256,32,0.0,"UART, USB, CAN",9.61,1.378,86,3.3,SOIC,2018,Industrial
