Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
STMicroelectronics,STM-MCU225000,ARM Cortex-M4,200,2048,32,8.0,"UART, SPI, Ethernet, PWM, USB",7.18,0.535,56,5.0,TSSOP,2015,Medical
NXP,NXP-MCU225001,ARM Cortex-M0,480,16,16,8.0,"CAN, I2C",8.79,1.497,84,3.3,LQFP,2023,Medical
Infineon,INF-MCU225002,MIPS32,72,64,16,4.0,"SPI, CAN, Ethernet",1.27,0.194,88,5.0,LQFP,2006,IoT
Infineon,INF-MCU225003,AVR 8-bit,16,16,128,4.0,"UART, CAN",6.99,0.072,75,2.5,SOIC,2014,Automotive
STMicroelectronics,STM-MCU225004,ARM Cortex-M4,16,1024,16,2.0,"PWM, CAN, SPI, USB, Ethernet",10.63,0.717,48,3.3,SOIC,2006,Automotive
Microchip,MIC-MCU225005,ARM Cortex-M3,72,32,8,1.0,"PWM, USB, CAN, I2C",3.44,0.773,38,3.3,LQFP,2016,Industrial
STMicroelectronics,STM-MCU225006,ARM Cortex-M7,8,256,8,4.0,"SPI, USB, Ethernet, CAN",10.26,1.019,37,3.3,BGA,2009,Consumer
Infineon,INF-MCU225007,ARM Cortex-M4,200,64,32,0.0,"PWM, USB, SPI",2.99,0.155,92,1.8,LQFP,2022,Industrial
Microchip,MIC-MCU225008,ARM Cortex-M7,168,512,16,4.0,"UART, USB, SPI, CAN, PWM",3.08,0.671,47,3.3,TSSOP,2016,IoT
Microchip,MIC-MCU225009,ARM Cortex-M3,200,512,8,0.5,"UART, CAN, SPI, PWM, I2C",4.79,1.377,33,5.0,LQFP,2005,Automotive
Renesas,REN-MCU225010,ARM Cortex-M4,48,256,512,1.0,"I2C, UART",7.43,0.021,8,1.8,TSSOP,2013,Consumer
