Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Analog Devices,ANA-MCU170000,MIPS32,72,16,256,8.0,"USB, CAN, Ethernet",1.84,1.395,36,3.3,BGA,2008,Automotive
Microchip,MIC-MCU170001,8051,72,512,64,1.0,"Ethernet, I2C",6.39,1.431,99,1.8,BGA,2006,Automotive
Infineon,INF-MCU170002,MIPS32,480,1024,256,4.0,"USB, SPI",11.6,0.235,32,2.5,DIP,2023,Industrial
STMicroelectronics,STM-MCU170003,ARM Cortex-M4,16,512,64,0.0,"CAN, Ethernet, USB, PWM",5.35,0.718,12,3.3,DIP,2022,Industrial
Analog Devices,ANA-MCU170004,ARM Cortex-M7,168,512,256,8.0,"Ethernet, USB, CAN, I2C, PWM",11.4,1.461,7,5.0,DIP,2022,Industrial
Infineon,INF-MCU170005,ARM Cortex-M0,48,256,1,8.0,"PWM, UART, CAN",3.65,0.318,61,2.5,LQFP,2020,Medical
Texas Instruments,TEX-MCU170006,MIPS32,480,512,2,2.0,"PWM, Ethernet, USB, I2C",1.98,0.651,48,5.0,DIP,2009,Consumer
Texas Instruments,TEX-MCU170007,ARM Cortex-M3,480,512,2,0.5,"Ethernet, CAN",1.38,0.719,51,5.0,SOIC,2006,Wearable
STMicroelectronics,STM-MCU170008,AVR 8-bit,8,1024,16,0.0,"Ethernet, I2C, CAN",5.96,0.595,71,2.5,SOIC,2011,Industrial
Microchip,MIC-MCU170009,ARM Cortex-M0,120,512,1,2.0,"SPI, CAN",2.87,1.275,33,3.3,LQFP,2023,Automotive
Analog Devices,ANA-MCU170010,ARM Cortex-M3,480,16,4,0.0,"Ethernet, SPI, I2C, PWM",5.36,0.08,90,5.0,QFN,2013,Wearable
Texas Instruments,TEX-MCU170011,ARM Cortex-M4,480,512,512,1.0,"CAN, Ethernet, PWM",5.4,1.219,46,2.5,LQFP,2014,Medical
NXP,NXP-MCU170012,ARM Cortex-M7,480,16,512,1.0,"USB, Ethernet, SPI, I2C, PWM",3.43,0.98,39,5.0,SOIC,2014,Industrial
Espressif,ESP-MCU170013,ARM Cortex-M0,48,32,16,0.0,"Ethernet, CAN, I2C",1.46,0.474,89,2.5,LQFP,2022,Consumer
Texas Instruments,TEX-MCU170014,8051,480,32,512,8.0,"SPI, PWM, UART, CAN, USB",10.39,0.465,92,3.3,TSSOP,2022,Automotive
Analog Devices,ANA-MCU170015,AVR 8-bit,8,2048,32,4.0,"Ethernet, PWM, I2C, UART, USB",8.28,0.183,96,1.8,SOIC,2023,Automotive
Espressif,ESP-MCU170016,ARM Cortex-M3,32,512,32,0.5,"PWM, I2C, CAN, SPI, Ethernet",2.2,0.521,39,3.3,SOIC,2017,IoT
Renesas,REN-MCU170017,ARM Cortex-M0,16,32,32,1.0,"I2C, CAN",5.37,1.215,89,3.3,LQFP,2024,IoT
Espressif,ESP-MCU170018,ARM Cortex-M7,480,16,64,0.5,"CAN, SPI",7.61,0.547,86,5.0,SOIC,2015,Automotive
Microchip,MIC-MCU170019,ARM Cortex-M4,16,256,8,8.0,"PWM, I2C, SPI, Ethernet, USB",1.31,0.602,47,2.5,LQFP,2020,IoT
NXP,NXP-MCU170020,ARM Cortex-M7,16,512,2,8.0,"I2C, Ethernet, CAN",6.29,0.474,6,3.3,DIP,2024,Medical
Microchip,MIC-MCU170021,AVR 8-bit,200,16,1,8.0,"I2C, USB, UART, Ethernet, SPI",2.91,0.233,12,1.8,SOIC,2017,Consumer
Microchip,MIC-MCU170022,RISC-V,168,32,128,4.0,"Ethernet, I2C",5.82,0.755,27,5.0,SOIC,2005,Consumer
Texas Instruments,TEX-MCU170023,ARM Cortex-M7,200,1024,32,8.0,"UART, Ethernet, I2C, SPI",11.38,0.766,34,1.8,LQFP,2011,Automotive
Silicon Labs,SIL-MCU170024,ARM Cortex-M4,32,64,2,4.0,"UART, PWM",10.11,0.145,31,1.8,BGA,2015,Medical
Espressif,ESP-MCU170025,8051,8,256,64,0.0,"PWM, Ethernet, CAN",8.65,0.366,90,1.8,LQFP,2011,Consumer
Infineon,INF-MCU170026,ARM Cortex-M4,200,16,4,8.0,"SPI, UART, Ethernet, USB",1.87,0.637,9,5.0,DIP,2006,Industrial
Renesas,REN-MCU170027,AVR 8-bit,200,32,4,8.0,"I2C, USB, UART, PWM, Ethernet",2.73,0.306,37,1.8,TSSOP,2014,Industrial
Nordic Semiconductor,NOR-MCU170028,MIPS32,16,64,2,1.0,"I2C, SPI, UART",9.09,0.513,41,5.0,LQFP,2016,Wearable
Renesas,REN-MCU170029,ARM Cortex-M3,168,64,64,8.0,"SPI, PWM, UART, Ethernet",5.41,0.651,98,2.5,QFN,2020,Industrial
Texas Instruments,TEX-MCU170030,ARM Cortex-M4,72,32,128,4.0,"Ethernet, SPI, CAN, UART, PWM",11.32,0.398,41,1.8,QFN,2011,IoT
Espressif,ESP-MCU170031,ARM Cortex-M3,480,128,512,0.5,"SPI, CAN, Ethernet, PWM, I2C",8.06,1.32,26,1.8,SOIC,2014,Industrial
NXP,NXP-MCU170032,AVR 8-bit,168,1024,256,4.0,"I2C, CAN, USB, SPI",9.86,0.619,63,1.8,LQFP,2010,IoT
STMicroelectronics,STM-MCU170033,ARM Cortex-M3,72,512,32,1.0,"PWM, UART, Ethernet, CAN",2.89,0.781,77,2.5,LQFP,2016,IoT
