Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Espressif,ESP-MCU355000,ARM Cortex-M7,200,32,2,0.5,"USB, CAN, I2C",4.28,0.088,63,5.0,QFN,2017,Industrial
Infineon,INF-MCU355001,MIPS32,480,16,8,0.0,"USB, SPI, CAN, I2C",6.23,1.42,47,3.3,TSSOP,2015,Wearable
Renesas,REN-MCU355002,AVR 8-bit,200,128,2,4.0,"UART, CAN, PWM, SPI, I2C",7.45,0.112,51,2.5,SOIC,2015,Automotive
Nordic Semiconductor,NOR-MCU355003,8051,32,1024,8,1.0,"UART, PWM, Ethernet, I2C, SPI",11.13,0.368,13,2.5,QFN,2008,Industrial
NXP,NXP-MCU355004,ARM Cortex-M0,32,16,128,8.0,"PWM, I2C, CAN, USB",11.42,0.099,22,5.0,BGA,2006,Industrial
Silicon Labs,SIL-MCU355005,8051,48,128,64,2.0,"CAN, UART, PWM, SPI",6.76,0.232,13,5.0,QFN,2005,Automotive
Microchip,MIC-MCU355006,ARM Cortex-M3,16,64,256,8.0,"I2C, UART, PWM, CAN",1.6,1.434,20,5.0,SOIC,2024,IoT
Infineon,INF-MCU355007,ARM Cortex-M7,72,512,8,8.0,"SPI, Ethernet, CAN, I2C, PWM",11.29,1.155,7,5.0,SOIC,2021,IoT
STMicroelectronics,STM-MCU355008,ARM Cortex-M0,72,1024,512,2.0,"CAN, Ethernet, USB, PWM, I2C",7.88,1.383,11,3.3,DIP,2014,Automotive
Renesas,REN-MCU355009,ARM Cortex-M7,240,32,128,4.0,"PWM, UART, SPI, CAN, USB",1.76,0.617,60,3.3,QFN,2019,Automotive
STMicroelectronics,STM-MCU355010,AVR 8-bit,200,16,1,1.0,"SPI, PWM, Ethernet, USB",4.15,0.301,91,3.3,QFN,2020,Wearable
Analog Devices,ANA-MCU355011,ARM Cortex-M7,120,1024,32,4.0,"USB, I2C, SPI, Ethernet, PWM",1.22,0.742,71,3.3,QFN,2008,Medical
Renesas,REN-MCU355012,8051,168,512,32,2.0,"I2C, Ethernet, SPI",0.65,0.138,15,1.8,QFN,2007,IoT
Microchip,MIC-MCU355013,ARM Cortex-M4,16,128,8,0.5,"UART, Ethernet",4.23,0.222,44,1.8,QFN,2010,Wearable
Nordic Semiconductor,NOR-MCU355014,8051,168,256,1,8.0,"CAN, SPI, USB, UART",8.77,0.569,84,5.0,SOIC,2005,Consumer
Espressif,ESP-MCU355015,ARM Cortex-M0,32,64,32,1.0,"PWM, SPI",10.57,0.29,30,2.5,TSSOP,2013,Industrial
Texas Instruments,TEX-MCU355016,MIPS32,120,32,8,0.5,"CAN, SPI",3.76,0.473,72,5.0,LQFP,2017,Automotive
