Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Infineon,INF-MCU145000,ARM Cortex-M0,16,256,32,8.0,"PWM, SPI",2.11,1.256,12,1.8,DIP,2012,Consumer
Analog Devices,ANA-MCU145001,8051,480,256,32,0.5,"PWM, UART, USB",11.26,0.094,32,5.0,SOIC,2023,Industrial
STMicroelectronics,STM-MCU145002,ARM Cortex-M3,480,2048,64,2.0,"SPI, USB, UART, PWM, Ethernet",6.28,0.04,72,3.3,BGA,2006,Automotive
Texas Instruments,TEX-MCU145003,ARM Cortex-M4,8,128,512,8.0,"Ethernet, SPI, USB, PWM",9.15,0.196,18,1.8,TSSOP,2011,Automotive
Nordic Semiconductor,NOR-MCU145004,ARM Cortex-M4,168,32,16,0.5,"UART, Ethernet, CAN, I2C",10.47,0.459,34,2.5,DIP,2014,Automotive
STMicroelectronics,STM-MCU145005,MIPS32,480,64,8,0.0,"I2C, USB, UART, Ethernet, CAN",10.88,0.353,79,2.5,LQFP,2018,Industrial
Renesas,REN-MCU145006,8051,72,512,16,4.0,"USB, SPI",11.33,0.879,99,2.5,DIP,2023,Medical
Nordic Semiconductor,NOR-MCU145007,ARM Cortex-M4,168,256,512,2.0,"PWM, UART, Ethernet, SPI",7.67,0.414,94,2.5,SOIC,2024,Consumer
Microchip,MIC-MCU145008,MIPS32,8,128,128,4.0,"UART, CAN, SPI, USB, PWM",4.7,1.077,35,1.8,QFN,2021,Industrial
Nordic Semiconductor,NOR-MCU145009,MIPS32,16,128,1,4.0,"USB, SPI, PWM",9.67,1.354,52,5.0,DIP,2015,Consumer
Texas Instruments,TEX-MCU145010,MIPS32,16,128,2,0.5,"USB, I2C, SPI, UART, CAN",10.85,1.283,75,1.8,SOIC,2017,Industrial
Texas Instruments,TEX-MCU145011,RISC-V,72,128,2,8.0,"CAN, PWM, USB, I2C, SPI",2.99,0.054,38,3.3,SOIC,2020,Consumer
STMicroelectronics,STM-MCU145012,ARM Cortex-M7,120,1024,128,4.0,"I2C, Ethernet",1.52,0.213,91,1.8,QFN,2018,Consumer
