Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Espressif,ESP-MCU445000,AVR 8-bit,16,128,4,0.5,"CAN, UART, USB, Ethernet",1.78,0.404,62,1.8,BGA,2011,Wearable
STMicroelectronics,STM-MCU445001,8051,32,256,1,2.0,"CAN, SPI, Ethernet, PWM, USB",6.82,1.364,42,1.8,TSSOP,2015,Medical
Texas Instruments,TEX-MCU445002,RISC-V,32,1024,128,1.0,"UART, I2C",5.05,0.609,98,1.8,SOIC,2019,Consumer
Texas Instruments,TEX-MCU445003,ARM Cortex-M0,32,512,32,0.5,"I2C, SPI, PWM",3.45,1.22,76,5.0,SOIC,2005,Industrial
STMicroelectronics,STM-MCU445004,MIPS32,16,2048,8,1.0,"UART, USB, I2C, SPI, CAN",5.54,0.574,82,3.3,SOIC,2010,Wearable
NXP,NXP-MCU445005,MIPS32,16,1024,1,0.0,"PWM, I2C, Ethernet",1.34,0.555,49,2.5,LQFP,2018,Automotive
Analog Devices,ANA-MCU445006,RISC-V,16,512,256,4.0,"PWM, USB",7.92,0.368,94,5.0,QFN,2019,Consumer
Infineon,INF-MCU445007,8051,72,256,128,2.0,"Ethernet, USB",1.6,1.155,41,1.8,TSSOP,2021,IoT
STMicroelectronics,STM-MCU445008,MIPS32,32,256,1,0.0,"PWM, UART, I2C",7.79,1.456,54,3.3,QFN,2023,Wearable
Texas Instruments,TEX-MCU445009,ARM Cortex-M0,72,256,32,1.0,"PWM, USB, Ethernet",9.02,0.091,36,2.5,BGA,2017,Wearable
Analog Devices,ANA-MCU445010,RISC-V,168,64,8,8.0,"I2C, SPI, USB, Ethernet, PWM",1.66,1.064,9,1.8,BGA,2018,Consumer
Nordic Semiconductor,NOR-MCU445011,ARM Cortex-M0,72,32,32,2.0,"Ethernet, SPI, UART",1.4,0.353,77,3.3,TSSOP,2006,Wearable
Renesas,REN-MCU445012,ARM Cortex-M7,16,1024,8,4.0,"Ethernet, USB, I2C, UART, SPI",3.61,0.509,69,2.5,DIP,2023,Wearable
Renesas,REN-MCU445013,8051,48,64,64,8.0,"UART, PWM, SPI, USB",2.72,0.932,95,3.3,SOIC,2006,Consumer
Nordic Semiconductor,NOR-MCU445014,MIPS32,200,128,128,1.0,"I2C, PWM",7.26,0.323,95,2.5,TSSOP,2012,Consumer
Renesas,REN-MCU445015,ARM Cortex-M0,32,16,4,4.0,"I2C, SPI",1.52,0.526,42,1.8,LQFP,2019,Automotive
Infineon,INF-MCU445016,8051,16,32,16,2.0,"PWM, I2C, CAN, Ethernet",9.15,0.168,18,5.0,QFN,2007,IoT
Renesas,REN-MCU445017,ARM Cortex-M4,32,64,64,2.0,"UART, I2C, PWM",9.63,0.391,38,1.8,SOIC,2017,Industrial
Nordic Semiconductor,NOR-MCU445018,ARM Cortex-M0,240,16,1,0.0,"SPI, CAN, PWM",5.34,0.853,85,2.5,DIP,2012,Wearable
Renesas,REN-MCU445019,ARM Cortex-M4,16,16,128,0.0,"UART, PWM, CAN, USB",10.49,1.239,42,2.5,TSSOP,2010,Industrial
Nordic Semiconductor,NOR-MCU445020,ARM Cortex-M7,8,2048,32,8.0,"I2C, CAN, USB",10.06,1.091,99,5.0,LQFP,2007,Automotive
Texas Instruments,TEX-MCU445021,ARM Cortex-M3,32,128,512,4.0,"PWM, USB, SPI, CAN",4.44,0.888,58,5.0,DIP,2018,Industrial
STMicroelectronics,STM-MCU445022,ARM Cortex-M7,200,64,4,2.0,"SPI, UART, USB",3.12,1.464,65,2.5,LQFP,2007,Wearable
Texas Instruments,TEX-MCU445023,AVR 8-bit,200,16,2,4.0,"CAN, I2C, USB",8.01,1.467,80,3.3,SOIC,2018,Industrial
Nordic Semiconductor,NOR-MCU445024,ARM Cortex-M0,240,64,256,0.0,"I2C, UART, CAN",3.58,1.331,21,5.0,QFN,2006,IoT
Infineon,INF-MCU445025,AVR 8-bit,16,2048,4,2.0,"USB, CAN",5.36,1.11,22,5.0,SOIC,2015,Automotive
Silicon Labs,SIL-MCU445026,MIPS32,72,64,8,0.5,"PWM, Ethernet, UART, SPI",10.83,0.596,22,3.3,TSSOP,2010,Wearable
Silicon Labs,SIL-MCU445027,ARM Cortex-M3,72,128,2,4.0,"PWM, Ethernet, USB",1.18,0.281,39,1.8,BGA,2016,IoT
NXP,NXP-MCU445028,AVR 8-bit,120,256,2,0.5,"Ethernet, UART",10.8,0.664,23,5.0,QFN,2012,Consumer
Texas Instruments,TEX-MCU445029,ARM Cortex-M3,72,2048,32,4.0,"PWM, UART, Ethernet, CAN, SPI",6.23,0.73,73,5.0,LQFP,2008,Medical
Analog Devices,ANA-MCU445030,ARM Cortex-M0,32,32,64,8.0,"USB, I2C, SPI",1.56,1.36,90,2.5,LQFP,2023,Automotive
Analog Devices,ANA-MCU445031,MIPS32,480,128,8,1.0,"CAN, PWM, I2C, Ethernet, USB",9.33,0.6,64,1.8,QFN,2017,Wearable
Texas Instruments,TEX-MCU445032,MIPS32,480,32,128,1.0,"UART, I2C, PWM, Ethernet",10.43,1.427,69,3.3,TSSOP,2016,Industrial
STMicroelectronics,STM-MCU445033,ARM Cortex-M3,16,1024,128,1.0,"CAN, SPI, Ethernet",7.36,0.808,19,1.8,TSSOP,2020,Consumer
STMicroelectronics,STM-MCU445034,ARM Cortex-M3,72,1024,8,8.0,"Ethernet, PWM",5.35,0.067,53,5.0,SOIC,2008,Medical
Analog Devices,ANA-MCU445035,MIPS32,72,256,16,1.0,"PWM, SPI, UART",4.09,1.458,67,1.8,TSSOP,2005,Consumer
NXP,NXP-MCU445036,MIPS32,168,2048,64,1.0,"SPI, USB, PWM",9.39,1.498,99,1.8,SOIC,2010,Consumer
Infineon,INF-MCU445037,AVR 8-bit,480,256,4,8.0,"UART, Ethernet, USB, CAN, PWM",5.98,0.336,78,3.3,DIP,2014,Automotive
Espressif,ESP-MCU445038,ARM Cortex-M3,168,2048,8,2.0,"I2C, SPI",3.14,0.921,25,3.3,QFN,2009,Wearable
STMicroelectronics,STM-MCU445039,RISC-V,240,1024,32,0.5,"CAN, PWM, Ethernet, SPI",7.7,1.323,68,5.0,BGA,2009,Industrial
STMicroelectronics,STM-MCU445040,ARM Cortex-M7,48,32,128,8.0,"Ethernet, I2C, CAN",5.45,1.48,57,3.3,BGA,2020,Automotive
Infineon,INF-MCU445041,8051,240,64,256,4.0,"I2C, USB, SPI",6.43,1.453,32,5.0,SOIC,2012,Wearable
Infineon,INF-MCU445042,ARM Cortex-M7,120,16,64,8.0,"UART, USB, PWM, CAN, SPI",11.75,0.388,93,2.5,SOIC,2013,Automotive
Nordic Semiconductor,NOR-MCU445043,RISC-V,8,256,4,4.0,"Ethernet, CAN, USB, SPI",9.9,0.819,27,1.8,LQFP,2006,Consumer
