Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Silicon Labs,SIL-MCU255000,MIPS32,72,512,2,8.0,"Ethernet, PWM, UART, I2C",0.7,0.169,60,2.5,SOIC,2006,Automotive
Nordic Semiconductor,NOR-MCU255001,ARM Cortex-M7,32,256,512,8.0,"Ethernet, USB, SPI, CAN, I2C",6.42,0.801,13,2.5,SOIC,2010,Industrial
Microchip,MIC-MCU255002,ARM Cortex-M7,200,512,8,4.0,"I2C, CAN",9.18,0.706,58,5.0,BGA,2008,IoT
Renesas,REN-MCU255003,ARM Cortex-M3,120,128,32,8.0,"USB, PWM, UART, CAN",11.09,0.238,8,3.3,BGA,2012,Wearable
Silicon Labs,SIL-MCU255004,RISC-V,16,32,64,0.0,"SPI, CAN, PWM",4.79,0.817,43,5.0,QFN,2012,Consumer
Texas Instruments,TEX-MCU255005,MIPS32,72,1024,4,2.0,"Ethernet, UART, CAN, PWM",4.11,0.887,57,5.0,DIP,2007,IoT
Texas Instruments,TEX-MCU255006,AVR 8-bit,120,64,1,1.0,"SPI, Ethernet",5.05,0.027,19,2.5,TSSOP,2009,Consumer
NXP,NXP-MCU255007,ARM Cortex-M3,72,1024,2,0.5,"USB, Ethernet",9.91,1.181,42,1.8,TSSOP,2022,Wearable
Texas Instruments,TEX-MCU255008,ARM Cortex-M7,120,32,4,8.0,"UART, I2C",6.83,1.159,8,1.8,SOIC,2020,Wearable
Infineon,INF-MCU255009,AVR 8-bit,16,128,128,8.0,"USB, UART",3.29,0.555,79,1.8,SOIC,2018,Consumer
STMicroelectronics,STM-MCU255010,AVR 8-bit,480,128,16,8.0,"Ethernet, CAN",7.97,0.222,99,1.8,TSSOP,2024,Consumer
Silicon Labs,SIL-MCU255011,MIPS32,480,32,16,4.0,"CAN, UART, Ethernet, PWM",1.87,0.655,28,5.0,SOIC,2017,Automotive
Espressif,ESP-MCU255012,AVR 8-bit,16,256,512,2.0,"USB, UART, Ethernet, PWM, I2C",10.56,0.241,25,3.3,TSSOP,2017,Automotive
Microchip,MIC-MCU255013,MIPS32,48,2048,64,1.0,"Ethernet, CAN, UART",10.06,0.699,50,5.0,DIP,2009,Automotive
NXP,NXP-MCU255014,MIPS32,240,128,8,0.5,"SPI, Ethernet, PWM, USB, I2C",9.53,1.133,61,5.0,DIP,2011,Consumer
Texas Instruments,TEX-MCU255015,ARM Cortex-M0,120,128,128,1.0,"Ethernet, UART, USB, CAN",2.9,0.821,34,3.3,BGA,2013,IoT
Microchip,MIC-MCU255016,AVR 8-bit,72,64,16,4.0,"Ethernet, CAN",1.22,1.144,62,1.8,QFN,2017,Industrial
Espressif,ESP-MCU255017,ARM Cortex-M4,72,32,4,8.0,"I2C, CAN, PWM, SPI",1.94,0.047,35,5.0,DIP,2011,Consumer
STMicroelectronics,STM-MCU255018,RISC-V,480,512,32,4.0,"I2C, SPI",6.56,1.083,55,1.8,TSSOP,2017,Automotive
Nordic Semiconductor,NOR-MCU255019,AVR 8-bit,8,128,8,4.0,"Ethernet, USB, UART",8.71,1.415,20,1.8,BGA,2005,Medical
Analog Devices,ANA-MCU255020,8051,240,512,16,0.0,"I2C, UART",2.73,1.279,39,1.8,LQFP,2024,Wearable
Silicon Labs,SIL-MCU255021,AVR 8-bit,168,128,64,0.5,"UART, SPI, CAN",11.2,0.426,40,5.0,SOIC,2024,Automotive
Infineon,INF-MCU255022,ARM Cortex-M4,200,128,8,0.5,"SPI, UART, I2C",10.63,0.3,80,5.0,TSSOP,2015,Automotive
STMicroelectronics,STM-MCU255023,RISC-V,168,32,2,2.0,"PWM, CAN, SPI, I2C",3.84,0.528,13,3.3,BGA,2008,Industrial
Microchip,MIC-MCU255024,8051,48,512,128,8.0,"SPI, UART, I2C",1.8,1.152,11,5.0,BGA,2010,Consumer
Infineon,INF-MCU255025,AVR 8-bit,168,1024,64,4.0,"SPI, USB, CAN",9.81,0.364,49,3.3,SOIC,2020,IoT
Renesas,REN-MCU255026,8051,48,16,64,1.0,"SPI, Ethernet, UART, PWM",8.96,1.15,59,5.0,LQFP,2017,IoT
Espressif,ESP-MCU255027,ARM Cortex-M4,120,64,32,0.0,"Ethernet, USB",11.14,0.443,90,3.3,TSSOP,2021,Consumer
Nordic Semiconductor,NOR-MCU255028,ARM Cortex-M4,480,512,4,0.0,"SPI, CAN",7.78,0.397,10,1.8,QFN,2007,IoT
Espressif,ESP-MCU255029,RISC-V,8,128,16,4.0,"Ethernet, SPI, I2C",7.21,1.369,73,3.3,LQFP,2009,Wearable
