Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Nordic Semiconductor,NOR-MCU35000,MIPS32,48,512,64,8.0,"CAN, PWM",11.51,0.255,9,3.3,DIP,2010,Automotive
Espressif,ESP-MCU35001,AVR 8-bit,8,32,16,1.0,"PWM, I2C, CAN",7.15,1.265,95,3.3,SOIC,2024,Industrial
Espressif,ESP-MCU35002,8051,200,2048,256,1.0,"CAN, Ethernet, USB",10.35,1.069,77,3.3,SOIC,2010,Medical
Silicon Labs,SIL-MCU35003,AVR 8-bit,72,1024,8,2.0,"UART, SPI, PWM",11.74,1.282,69,2.5,DIP,2012,Wearable
Microchip,MIC-MCU35004,ARM Cortex-M3,48,256,512,2.0,"Ethernet, CAN, SPI",11.86,0.046,98,2.5,LQFP,2016,Wearable
Silicon Labs,SIL-MCU35005,ARM Cortex-M3,120,16,16,4.0,"UART, Ethernet, I2C, USB, SPI",2.26,0.221,42,2.5,DIP,2006,IoT
Microchip,MIC-MCU35006,ARM Cortex-M3,168,512,2,0.5,"USB, CAN, PWM",2.22,1.406,36,5.0,QFN,2005,Medical
Analog Devices,ANA-MCU35007,RISC-V,240,128,2,4.0,"Ethernet, USB, PWM, CAN",11.72,0.078,75,1.8,BGA,2012,IoT
NXP,NXP-MCU35008,ARM Cortex-M3,168,64,64,2.0,"Ethernet, I2C, CAN",9.35,0.26,91,2.5,TSSOP,2012,Automotive
Microchip,MIC-MCU35009,MIPS32,8,2048,1,0.5,"PWM, USB, SPI, I2C",1.76,0.753,58,1.8,TSSOP,2010,IoT
Infineon,INF-MCU35010,RISC-V,480,1024,8,0.5,"I2C, SPI",1.48,1.078,8,1.8,QFN,2008,IoT
Nordic Semiconductor,NOR-MCU35011,RISC-V,72,128,4,8.0,"SPI, UART, USB",1.02,0.221,66,5.0,LQFP,2006,Consumer
Infineon,INF-MCU35012,AVR 8-bit,240,1024,32,8.0,"CAN, PWM, USB, UART",4.87,0.498,6,1.8,TSSOP,2006,Automotive
Infineon,INF-MCU35013,ARM Cortex-M4,240,1024,64,0.5,"I2C, USB",9.29,1.417,45,5.0,TSSOP,2014,IoT
NXP,NXP-MCU35014,RISC-V,16,512,4,4.0,"Ethernet, PWM, CAN, USB",4.39,1.48,9,5.0,DIP,2016,IoT
Nordic Semiconductor,NOR-MCU35015,ARM Cortex-M0,200,1024,4,8.0,"UART, SPI, Ethernet, USB",10.49,1.115,50,2.5,SOIC,2005,Automotive
Nordic Semiconductor,NOR-MCU35016,8051,480,128,512,4.0,"SPI, CAN, USB, PWM",10.14,1.084,21,5.0,BGA,2007,Consumer
Espressif,ESP-MCU35017,RISC-V,48,2048,32,0.5,"USB, PWM, CAN, UART",2.12,0.859,25,1.8,TSSOP,2006,IoT
Renesas,REN-MCU35018,ARM Cortex-M4,16,256,128,0.5,"Ethernet, USB, UART, I2C",1.25,0.805,43,2.5,TSSOP,2022,Medical
Espressif,ESP-MCU35019,AVR 8-bit,120,64,512,0.5,"PWM, I2C",6.58,0.871,66,2.5,QFN,2024,Automotive
Nordic Semiconductor,NOR-MCU35020,RISC-V,200,128,512,4.0,"I2C, SPI, CAN",0.82,0.051,63,1.8,DIP,2017,Automotive
NXP,NXP-MCU35021,ARM Cortex-M4,16,64,4,8.0,"USB, SPI, I2C",7.68,0.387,6,3.3,LQFP,2010,Wearable
Texas Instruments,TEX-MCU35022,MIPS32,48,512,256,1.0,"USB, UART, CAN",4.69,1.247,60,2.5,LQFP,2012,Automotive
Espressif,ESP-MCU35023,RISC-V,168,128,4,0.0,"USB, PWM, I2C, CAN, Ethernet",1.64,1.059,61,5.0,LQFP,2007,Consumer
Espressif,ESP-MCU35024,MIPS32,72,2048,16,1.0,"CAN, Ethernet, SPI, USB, UART",8.72,0.194,31,5.0,DIP,2010,Medical
Infineon,INF-MCU35025,RISC-V,8,2048,128,1.0,"SPI, UART, Ethernet, USB",5.16,0.368,7,3.3,DIP,2019,Wearable
Microchip,MIC-MCU35026,MIPS32,240,2048,16,2.0,"CAN, I2C, SPI",8.21,1.009,21,2.5,BGA,2008,IoT
Espressif,ESP-MCU35027,ARM Cortex-M4,168,16,1,8.0,"CAN, USB, PWM",8.38,0.306,36,1.8,DIP,2007,Consumer
Nordic Semiconductor,NOR-MCU35028,ARM Cortex-M4,120,16,8,1.0,"I2C, PWM",8.62,1.06,33,3.3,TSSOP,2016,Medical
Texas Instruments,TEX-MCU35029,ARM Cortex-M7,168,2048,256,1.0,"USB, SPI, PWM, I2C, UART",7.76,0.436,42,2.5,DIP,2024,Medical
Microchip,MIC-MCU35030,ARM Cortex-M7,480,128,32,0.0,"I2C, SPI, USB, UART",0.89,0.714,61,5.0,QFN,2010,Wearable
Microchip,MIC-MCU35031,ARM Cortex-M3,16,16,2,0.0,"SPI, PWM",7.72,0.706,83,5.0,QFN,2021,Industrial
Texas Instruments,TEX-MCU35032,ARM Cortex-M0,480,16,4,4.0,"CAN, UART, I2C, USB",4.54,0.507,53,1.8,SOIC,2009,Medical
Espressif,ESP-MCU35033,ARM Cortex-M0,16,16,2,0.5,"I2C, UART, Ethernet",2.88,0.813,68,1.8,DIP,2021,Industrial
Infineon,INF-MCU35034,ARM Cortex-M3,240,16,128,2.0,"UART, USB, PWM, I2C, CAN",5.95,0.029,58,2.5,TSSOP,2009,Wearable
Infineon,INF-MCU35035,ARM Cortex-M4,240,128,16,0.5,"USB, CAN, Ethernet, PWM",3.57,0.386,11,5.0,TSSOP,2016,Wearable
Espressif,ESP-MCU35036,8051,480,1024,8,2.0,"UART, SPI",7.0,0.762,74,2.5,SOIC,2012,Industrial
