Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Infineon,INF-MCU125000,AVR 8-bit,8,64,512,8.0,"USB, UART, CAN, I2C",8.67,1.174,78,5.0,DIP,2022,Consumer
Infineon,INF-MCU125001,MIPS32,72,512,64,2.0,"I2C, PWM",1.11,1.022,25,3.3,DIP,2012,Medical
Microchip,MIC-MCU125002,8051,200,512,8,0.0,"USB, SPI, CAN",3.99,0.259,35,3.3,BGA,2015,Industrial
Analog Devices,ANA-MCU125003,ARM Cortex-M7,200,64,512,0.5,"UART, PWM",1.82,0.801,97,2.5,DIP,2022,Industrial
Microchip,MIC-MCU125004,ARM Cortex-M7,240,128,256,0.5,"SPI, USB, Ethernet",8.04,0.974,45,2.5,QFN,2006,Automotive
Texas Instruments,TEX-MCU125005,8051,200,512,128,0.5,"Ethernet, USB",11.45,0.781,71,1.8,BGA,2007,Medical
Microchip,MIC-MCU125006,AVR 8-bit,32,1024,2,1.0,"SPI, CAN, Ethernet",6.75,0.754,98,1.8,DIP,2010,Automotive
Microchip,MIC-MCU125007,RISC-V,48,512,4,4.0,"USB, UART, CAN",4.74,0.231,39,2.5,DIP,2005,Wearable
Microchip,MIC-MCU125008,MIPS32,8,512,256,4.0,"PWM, I2C, CAN",9.65,0.342,65,2.5,DIP,2023,Wearable
Silicon Labs,SIL-MCU125009,ARM Cortex-M3,168,32,16,0.0,"I2C, PWM, SPI",11.33,0.42,62,3.3,LQFP,2013,Medical
Espressif,ESP-MCU125010,ARM Cortex-M3,16,16,256,8.0,"I2C, PWM, SPI, Ethernet, UART",9.67,1.266,62,1.8,LQFP,2008,Consumer
Microchip,MIC-MCU125011,8051,72,64,8,2.0,"Ethernet, I2C",2.3,1.299,34,1.8,DIP,2013,IoT
Renesas,REN-MCU125012,ARM Cortex-M4,240,128,32,2.0,"USB, Ethernet, PWM",7.02,1.439,70,2.5,BGA,2013,Medical
Infineon,INF-MCU125013,ARM Cortex-M3,120,2048,8,0.0,"UART, CAN, PWM, USB, SPI",3.88,1.415,21,3.3,LQFP,2019,Automotive
Microchip,MIC-MCU125014,ARM Cortex-M7,48,1024,4,4.0,"I2C, Ethernet",4.07,0.911,30,2.5,QFN,2015,Wearable
Espressif,ESP-MCU125015,MIPS32,48,16,8,4.0,"UART, CAN, SPI, USB, I2C",2.37,0.271,29,3.3,TSSOP,2015,Consumer
Nordic Semiconductor,NOR-MCU125016,8051,120,2048,8,0.5,"Ethernet, SPI, UART, CAN",4.5,0.187,91,1.8,DIP,2005,IoT
Microchip,MIC-MCU125017,8051,200,2048,256,8.0,"PWM, SPI, Ethernet, USB, I2C",10.39,0.793,38,3.3,BGA,2021,Medical
Renesas,REN-MCU125018,ARM Cortex-M4,480,16,512,0.0,"SPI, CAN, UART, PWM",3.89,0.257,54,3.3,BGA,2013,IoT
STMicroelectronics,STM-MCU125019,ARM Cortex-M4,8,64,1,0.5,"USB, CAN, SPI, PWM",8.91,1.073,88,5.0,TSSOP,2005,Automotive
STMicroelectronics,STM-MCU125020,8051,480,64,1,8.0,"USB, CAN, Ethernet, SPI",10.2,1.379,95,3.3,DIP,2015,Medical
Silicon Labs,SIL-MCU125021,AVR 8-bit,48,512,128,4.0,"CAN, UART, SPI, Ethernet",2.0,0.562,75,1.8,DIP,2016,Automotive
STMicroelectronics,STM-MCU125022,ARM Cortex-M4,480,32,4,4.0,"I2C, Ethernet, SPI, USB, PWM",0.86,1.036,49,1.8,DIP,2016,Automotive
STMicroelectronics,STM-MCU125023,ARM Cortex-M7,200,256,2,8.0,"I2C, PWM, SPI, USB",10.88,0.673,27,3.3,DIP,2024,IoT
Infineon,INF-MCU125024,ARM Cortex-M3,32,1024,4,1.0,"UART, CAN, Ethernet, USB, SPI",8.59,0.01,36,5.0,QFN,2017,IoT
Infineon,INF-MCU125025,MIPS32,8,32,4,0.5,"USB, Ethernet, I2C, PWM",7.52,1.483,39,3.3,BGA,2017,Automotive
Infineon,INF-MCU125026,ARM Cortex-M3,32,1024,64,1.0,"USB, SPI, PWM, Ethernet",11.37,1.489,14,1.8,LQFP,2017,Consumer
Nordic Semiconductor,NOR-MCU125027,RISC-V,200,128,64,1.0,"Ethernet, UART, USB, I2C",9.68,0.106,59,2.5,DIP,2017,Wearable
Texas Instruments,TEX-MCU125028,8051,200,16,32,0.5,"Ethernet, PWM, CAN",3.25,0.765,13,1.8,QFN,2014,IoT
Analog Devices,ANA-MCU125029,8051,200,256,4,1.0,"SPI, PWM, CAN",7.37,1.178,56,2.5,LQFP,2018,IoT
Espressif,ESP-MCU125030,AVR 8-bit,16,16,128,2.0,"SPI, CAN, USB, I2C, Ethernet",3.07,0.522,22,1.8,BGA,2020,Consumer
