Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Renesas,REN-MCU110000,ARM Cortex-M0,16,256,256,4.0,"UART, CAN",3.79,0.497,81,2.5,SOIC,2012,Automotive
Nordic Semiconductor,NOR-MCU110001,MIPS32,168,64,512,0.5,"PWM, UART, USB",5.41,0.166,98,5.0,QFN,2009,Wearable
Renesas,REN-MCU110002,RISC-V,168,256,64,0.5,"PWM, Ethernet, USB, CAN, SPI",2.07,0.124,7,5.0,LQFP,2005,Wearable
Espressif,ESP-MCU110003,AVR 8-bit,72,2048,128,8.0,"Ethernet, USB, PWM",8.79,1.192,59,1.8,LQFP,2022,IoT
Microchip,MIC-MCU110004,AVR 8-bit,240,2048,16,4.0,"CAN, UART, Ethernet, I2C",3.2,0.193,39,3.3,BGA,2015,Consumer
Microchip,MIC-MCU110005,ARM Cortex-M3,120,128,2,0.5,"CAN, PWM, SPI, UART, Ethernet",6.04,1.337,56,3.3,TSSOP,2022,Wearable
Analog Devices,ANA-MCU110006,8051,8,1024,512,0.0,"Ethernet, SPI, CAN, I2C, UART",6.45,1.415,46,2.5,DIP,2016,Industrial
Nordic Semiconductor,NOR-MCU110007,RISC-V,16,16,512,0.0,"Ethernet, SPI, CAN",3.03,0.515,61,1.8,DIP,2007,Medical
Texas Instruments,TEX-MCU110008,ARM Cortex-M7,32,16,16,0.0,"PWM, CAN",8.63,1.016,69,3.3,DIP,2015,Medical
Microchip,MIC-MCU110009,ARM Cortex-M3,48,64,1,2.0,"Ethernet, I2C",11.59,0.645,63,5.0,LQFP,2020,Automotive
Texas Instruments,TEX-MCU110010,ARM Cortex-M7,240,64,32,0.5,"I2C, SPI, USB, PWM, CAN",5.84,0.638,67,1.8,SOIC,2007,Automotive
NXP,NXP-MCU110011,ARM Cortex-M0,16,16,8,2.0,"SPI, Ethernet",2.0,1.371,6,5.0,BGA,2009,Automotive
