Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Analog Devices,ANA-MCU215000,AVR 8-bit,72,512,128,1.0,"PWM, UART",4.89,0.099,14,1.8,LQFP,2023,IoT
Analog Devices,ANA-MCU215001,ARM Cortex-M7,480,256,32,1.0,"I2C, PWM, Ethernet, USB, UART",1.37,0.804,59,3.3,TSSOP,2009,Consumer
Texas Instruments,TEX-MCU215002,8051,72,64,16,4.0,"PWM, I2C",4.19,0.94,99,5.0,LQFP,2018,Automotive
Nordic Semiconductor,NOR-MCU215003,RISC-V,168,2048,512,1.0,"CAN, USB, SPI",10.09,0.469,78,5.0,SOIC,2007,Medical
Renesas,REN-MCU215004,ARM Cortex-M3,48,16,1,0.5,"I2C, UART",9.53,0.711,96,5.0,DIP,2012,Medical
Nordic Semiconductor,NOR-MCU215005,ARM Cortex-M0,168,128,256,4.0,"SPI, UART",8.74,0.571,50,1.8,QFN,2015,Wearable
Texas Instruments,TEX-MCU215006,ARM Cortex-M7,168,128,128,8.0,"USB, Ethernet, PWM, SPI, I2C",11.02,0.237,57,2.5,LQFP,2017,Medical
Analog Devices,ANA-MCU215007,ARM Cortex-M3,8,256,2,8.0,"SPI, Ethernet, PWM, UART",9.31,0.705,26,5.0,QFN,2024,Wearable
STMicroelectronics,STM-MCU215008,ARM Cortex-M3,120,128,8,8.0,"I2C, SPI, PWM, USB",6.63,1.062,91,2.5,BGA,2019,Wearable
Nordic Semiconductor,NOR-MCU215009,ARM Cortex-M3,8,1024,8,4.0,"UART, SPI",11.76,0.56,10,5.0,TSSOP,2021,Automotive
Renesas,REN-MCU215010,AVR 8-bit,240,2048,64,0.0,"USB, Ethernet",0.58,0.268,55,3.3,LQFP,2006,IoT
Microchip,MIC-MCU215011,ARM Cortex-M3,48,1024,8,4.0,"USB, Ethernet, I2C",5.25,1.425,20,3.3,DIP,2011,Consumer
