Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
NXP,NXP-MCU30000,8051,72,512,512,1.0,"UART, USB",5.41,0.9,68,5.0,DIP,2007,Consumer
STMicroelectronics,STM-MCU30001,8051,48,128,16,2.0,"UART, SPI, Ethernet, PWM",1.34,0.4,61,2.5,BGA,2008,Industrial
Silicon Labs,SIL-MCU30002,ARM Cortex-M4,8,512,1,4.0,"PWM, I2C, UART",10.51,0.081,15,2.5,DIP,2018,Automotive
Texas Instruments,TEX-MCU30003,AVR 8-bit,480,16,2,2.0,"PWM, UART, Ethernet",8.69,0.632,22,2.5,DIP,2018,Consumer
Texas Instruments,TEX-MCU30004,AVR 8-bit,240,128,32,0.5,"PWM, CAN, UART, I2C, Ethernet",11.22,0.92,94,5.0,LQFP,2021,IoT
Nordic Semiconductor,NOR-MCU30005,8051,240,1024,16,2.0,"USB, I2C, CAN",9.42,0.281,32,2.5,BGA,2006,Medical
Renesas,REN-MCU30006,RISC-V,16,16,128,4.0,"UART, PWM, Ethernet",2.09,1.438,84,5.0,TSSOP,2008,Automotive
Silicon Labs,SIL-MCU30007,8051,240,128,128,2.0,"Ethernet, SPI, CAN, PWM",5.15,0.533,14,1.8,QFN,2024,Wearable
Analog Devices,ANA-MCU30008,ARM Cortex-M4,32,128,128,4.0,"PWM, USB, SPI",2.38,0.597,92,3.3,BGA,2020,Wearable
Infineon,INF-MCU30009,ARM Cortex-M0,8,64,16,2.0,"PWM, I2C, SPI, Ethernet",6.86,1.374,16,5.0,QFN,2015,Wearable
Analog Devices,ANA-MCU30010,RISC-V,8,256,8,1.0,"I2C, SPI, Ethernet, USB, CAN",2.26,0.491,48,5.0,SOIC,2020,Consumer
Renesas,REN-MCU30011,AVR 8-bit,240,16,512,2.0,"SPI, USB, Ethernet",1.3,0.725,79,3.3,QFN,2023,IoT
Microchip,MIC-MCU30012,MIPS32,48,2048,16,0.5,"Ethernet, PWM",11.61,0.125,21,1.8,DIP,2012,Wearable
Renesas,REN-MCU30013,ARM Cortex-M4,16,2048,8,1.0,"USB, CAN, UART, Ethernet",9.39,0.728,44,3.3,DIP,2014,Industrial
STMicroelectronics,STM-MCU30014,ARM Cortex-M0,8,128,128,0.0,"PWM, UART",6.98,1.394,80,2.5,BGA,2016,Medical
Renesas,REN-MCU30015,RISC-V,120,64,2,2.0,"USB, CAN, UART, SPI, Ethernet",2.04,0.12,39,3.3,QFN,2019,Wearable
STMicroelectronics,STM-MCU30016,ARM Cortex-M4,480,256,64,0.0,"PWM, UART, SPI",7.15,1.107,22,5.0,SOIC,2021,Consumer
Espressif,ESP-MCU30017,ARM Cortex-M0,32,256,32,8.0,"CAN, USB, UART, SPI",5.58,1.171,28,2.5,QFN,2017,Automotive
Espressif,ESP-MCU30018,ARM Cortex-M4,32,128,512,8.0,"Ethernet, CAN, I2C, UART",6.46,0.957,23,2.5,LQFP,2024,Wearable
STMicroelectronics,STM-MCU30019,AVR 8-bit,72,32,32,0.5,"CAN, PWM, SPI",5.08,0.865,46,1.8,TSSOP,2006,Industrial
