Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Nordic Semiconductor,NOR-MCU410000,AVR 8-bit,240,64,2,1.0,"I2C, UART, SPI",5.61,1.09,94,3.3,SOIC,2012,Wearable
STMicroelectronics,STM-MCU410001,8051,240,128,128,2.0,"USB, SPI, Ethernet, UART, CAN",1.46,0.084,54,3.3,LQFP,2024,Industrial
Nordic Semiconductor,NOR-MCU410002,MIPS32,72,128,128,8.0,"USB, Ethernet, CAN, UART",11.68,1.376,33,1.8,QFN,2012,Medical
Microchip,MIC-MCU410003,ARM Cortex-M4,240,256,8,8.0,"I2C, USB",5.37,0.812,92,5.0,BGA,2007,Automotive
Renesas,REN-MCU410004,AVR 8-bit,120,32,2,4.0,"I2C, CAN, Ethernet, PWM, USB",2.79,1.417,6,1.8,LQFP,2016,Medical
Espressif,ESP-MCU410005,AVR 8-bit,16,1024,1,8.0,"UART, PWM",5.8,0.249,19,2.5,QFN,2006,Automotive
Renesas,REN-MCU410006,8051,32,2048,512,0.0,"PWM, USB, SPI",4.59,0.449,49,5.0,SOIC,2005,Consumer
Texas Instruments,TEX-MCU410007,MIPS32,168,1024,16,0.5,"USB, PWM, Ethernet",4.66,1.432,84,1.8,TSSOP,2013,Wearable
Renesas,REN-MCU410008,RISC-V,168,512,256,1.0,"PWM, Ethernet",3.49,1.446,21,5.0,QFN,2019,Medical
Espressif,ESP-MCU410009,AVR 8-bit,240,256,8,4.0,"I2C, CAN, PWM, Ethernet",4.16,0.366,98,5.0,DIP,2021,Industrial
Espressif,ESP-MCU410010,ARM Cortex-M0,8,1024,8,0.0,"I2C, UART, PWM",11.03,0.51,85,2.5,TSSOP,2006,Industrial
Renesas,REN-MCU410011,MIPS32,480,128,128,1.0,"I2C, SPI, USB",8.53,1.075,24,2.5,LQFP,2013,Industrial
Nordic Semiconductor,NOR-MCU410012,8051,32,1024,16,0.5,"PWM, Ethernet, CAN, SPI",6.67,0.352,25,3.3,TSSOP,2016,Industrial
STMicroelectronics,STM-MCU410013,ARM Cortex-M4,168,16,2,4.0,"USB, SPI, UART",10.67,1.2,73,5.0,LQFP,2005,Industrial
Infineon,INF-MCU410014,8051,8,64,32,0.0,"SPI, PWM",3.6,0.49,15,3.3,LQFP,2006,Automotive
NXP,NXP-MCU410015,MIPS32,48,512,128,0.5,"USB, UART, SPI, Ethernet, I2C",7.4,0.839,43,5.0,LQFP,2019,Wearable
Renesas,REN-MCU410016,AVR 8-bit,200,16,512,2.0,"Ethernet, USB, I2C, SPI, CAN",5.99,1.278,10,1.8,SOIC,2007,IoT
Espressif,ESP-MCU410017,RISC-V,8,64,32,0.0,"I2C, PWM, UART, USB, Ethernet",8.56,0.554,46,3.3,LQFP,2016,Consumer
Nordic Semiconductor,NOR-MCU410018,RISC-V,240,64,1,4.0,"Ethernet, PWM, UART, SPI, CAN",11.18,0.828,59,1.8,QFN,2005,Wearable
Nordic Semiconductor,NOR-MCU410019,MIPS32,240,2048,2,8.0,"PWM, UART, Ethernet, USB",11.49,0.279,80,2.5,QFN,2023,Wearable
Renesas,REN-MCU410020,RISC-V,16,16,1,1.0,"UART, PWM, SPI, I2C, CAN",7.04,0.366,16,2.5,BGA,2024,Medical
Texas Instruments,TEX-MCU410021,ARM Cortex-M7,200,256,128,8.0,"UART, SPI, USB, I2C",10.2,1.0,99,5.0,LQFP,2012,Industrial
Renesas,REN-MCU410022,RISC-V,16,128,32,2.0,"PWM, Ethernet, SPI, CAN",10.27,0.49,56,3.3,LQFP,2020,Consumer
Infineon,INF-MCU410023,RISC-V,72,256,2,8.0,"UART, USB, CAN, SPI, I2C",5.2,0.761,21,2.5,LQFP,2005,Industrial
Silicon Labs,SIL-MCU410024,ARM Cortex-M0,16,16,4,2.0,"SPI, Ethernet, CAN, PWM, USB",1.98,0.224,49,3.3,TSSOP,2012,Industrial
Microchip,MIC-MCU410025,ARM Cortex-M3,16,2048,128,1.0,"CAN, USB, UART, Ethernet",10.94,0.829,73,3.3,QFN,2017,Medical
Espressif,ESP-MCU410026,AVR 8-bit,120,64,32,0.5,"Ethernet, PWM, I2C",3.77,0.047,24,5.0,DIP,2024,Consumer
Texas Instruments,TEX-MCU410027,8051,48,256,1,4.0,"CAN, PWM, I2C, UART, Ethernet",6.58,0.105,51,1.8,BGA,2015,IoT
Texas Instruments,TEX-MCU410028,8051,120,1024,32,0.5,"PWM, SPI, CAN",3.33,0.45,85,1.8,DIP,2008,Medical
