Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Renesas,REN-MCU365000,RISC-V,16,128,1,4.0,"PWM, I2C, UART, SPI",1.17,0.199,56,2.5,SOIC,2006,IoT
Texas Instruments,TEX-MCU365001,AVR 8-bit,32,64,16,2.0,"UART, PWM, I2C, USB",9.45,0.844,34,3.3,LQFP,2007,Industrial
Texas Instruments,TEX-MCU365002,ARM Cortex-M0,72,512,1,1.0,"Ethernet, UART, SPI",10.9,1.289,43,1.8,BGA,2008,Consumer
Espressif,ESP-MCU365003,MIPS32,16,128,8,4.0,"USB, CAN, PWM, Ethernet",11.36,1.043,79,2.5,TSSOP,2023,IoT
Infineon,INF-MCU365004,MIPS32,240,2048,64,2.0,"USB, Ethernet, SPI",8.35,0.84,99,2.5,DIP,2008,Automotive
Analog Devices,ANA-MCU365005,MIPS32,16,1024,2,1.0,"USB, PWM, SPI",11.51,0.621,90,1.8,BGA,2005,Wearable
Texas Instruments,TEX-MCU365006,MIPS32,240,1024,4,0.5,"SPI, USB, I2C, Ethernet",10.89,0.39,78,1.8,DIP,2011,Automotive
STMicroelectronics,STM-MCU365007,ARM Cortex-M3,168,512,512,1.0,"PWM, Ethernet, I2C",5.82,0.222,62,2.5,BGA,2022,Medical
STMicroelectronics,STM-MCU365008,ARM Cortex-M3,200,256,8,2.0,"SPI, UART",4.15,1.031,25,2.5,SOIC,2015,Consumer
Espressif,ESP-MCU365009,AVR 8-bit,168,2048,16,0.0,"SPI, USB, I2C",11.52,0.699,12,1.8,LQFP,2016,IoT
NXP,NXP-MCU365010,AVR 8-bit,48,64,256,8.0,"UART, SPI, USB",3.68,1.119,64,1.8,BGA,2017,Consumer
Analog Devices,ANA-MCU365011,MIPS32,72,512,2,0.0,"PWM, I2C, Ethernet",8.27,0.935,40,2.5,TSSOP,2014,IoT
STMicroelectronics,STM-MCU365012,8051,32,512,256,0.0,"UART, USB, Ethernet, CAN",1.73,0.917,93,1.8,DIP,2024,Consumer
Silicon Labs,SIL-MCU365013,ARM Cortex-M4,8,64,128,0.5,"UART, Ethernet",8.43,1.127,79,1.8,TSSOP,2024,Medical
Microchip,MIC-MCU365014,8051,168,16,2,0.5,"PWM, I2C, SPI",4.04,0.887,20,3.3,TSSOP,2009,IoT
NXP,NXP-MCU365015,ARM Cortex-M7,16,256,2,0.5,"I2C, SPI, PWM, USB, Ethernet",11.74,0.093,97,1.8,QFN,2008,Automotive
Infineon,INF-MCU365016,RISC-V,72,2048,512,4.0,"CAN, SPI",4.71,1.193,74,3.3,QFN,2008,Wearable
NXP,NXP-MCU365017,ARM Cortex-M7,48,512,4,4.0,"CAN, I2C, Ethernet, UART",8.0,1.069,86,2.5,LQFP,2019,Medical
Silicon Labs,SIL-MCU365018,AVR 8-bit,72,32,4,8.0,"UART, Ethernet, CAN, I2C, USB",8.03,0.558,10,3.3,BGA,2014,Automotive
Texas Instruments,TEX-MCU365019,ARM Cortex-M4,240,2048,2,1.0,"CAN, PWM, UART",10.91,0.976,71,2.5,TSSOP,2005,Wearable
Silicon Labs,SIL-MCU365020,8051,16,2048,8,1.0,"PWM, USB, CAN, UART",3.29,0.075,30,2.5,QFN,2023,Consumer
Microchip,MIC-MCU365021,8051,16,256,1,4.0,"Ethernet, SPI, PWM, CAN",10.5,1.187,90,2.5,LQFP,2016,Industrial
NXP,NXP-MCU365022,ARM Cortex-M3,200,1024,16,8.0,"PWM, USB, I2C",8.48,0.076,66,2.5,LQFP,2019,Consumer
Espressif,ESP-MCU365023,AVR 8-bit,240,1024,1,0.5,"PWM, I2C, SPI, CAN",2.68,0.69,39,5.0,SOIC,2020,Industrial
Analog Devices,ANA-MCU365024,ARM Cortex-M4,72,2048,8,0.0,"USB, CAN",4.39,1.481,7,1.8,TSSOP,2020,Consumer
Microchip,MIC-MCU365025,RISC-V,240,2048,32,1.0,"UART, SPI, USB, PWM, Ethernet",9.95,1.302,81,1.8,QFN,2016,IoT
Infineon,INF-MCU365026,MIPS32,120,1024,16,2.0,"CAN, SPI, UART, PWM",11.21,1.296,44,5.0,DIP,2017,IoT
Silicon Labs,SIL-MCU365027,RISC-V,48,256,512,4.0,"PWM, USB, Ethernet, CAN",10.59,1.118,33,2.5,LQFP,2022,Industrial
Infineon,INF-MCU365028,RISC-V,168,64,64,4.0,"SPI, I2C, PWM",9.37,1.369,31,2.5,TSSOP,2007,Consumer
Infineon,INF-MCU365029,ARM Cortex-M7,480,32,32,0.0,"UART, PWM, Ethernet, I2C, SPI",4.84,1.487,39,2.5,QFN,2016,Consumer
Silicon Labs,SIL-MCU365030,ARM Cortex-M0,32,64,512,0.0,"USB, UART, CAN, Ethernet, PWM",9.28,1.156,63,2.5,SOIC,2024,Industrial
NXP,NXP-MCU365031,ARM Cortex-M7,72,1024,512,0.0,"PWM, Ethernet, UART, CAN, USB",2.76,1.053,79,3.3,SOIC,2012,Consumer
Renesas,REN-MCU365032,ARM Cortex-M3,32,64,2,1.0,"I2C, Ethernet",9.8,0.087,14,1.8,BGA,2005,Medical
Analog Devices,ANA-MCU365033,8051,480,64,16,4.0,"I2C, SPI, USB, UART",2.15,0.183,27,3.3,DIP,2005,Automotive
NXP,NXP-MCU365034,ARM Cortex-M0,32,2048,8,2.0,"Ethernet, I2C, USB",3.71,1.078,32,1.8,SOIC,2010,IoT
Analog Devices,ANA-MCU365035,ARM Cortex-M0,16,128,64,4.0,"SPI, CAN, UART",10.67,1.387,43,5.0,TSSOP,2024,Industrial
Renesas,REN-MCU365036,AVR 8-bit,200,16,4,4.0,"UART, I2C",8.13,0.985,72,5.0,LQFP,2010,Wearable
Espressif,ESP-MCU365037,ARM Cortex-M7,8,512,64,1.0,"UART, Ethernet, USB",6.72,1.442,19,5.0,LQFP,2018,Wearable
Analog Devices,ANA-MCU365038,ARM Cortex-M0,32,32,64,0.0,"PWM, CAN, I2C, SPI, UART",11.36,0.018,28,2.5,SOIC,2021,Medical
Nordic Semiconductor,NOR-MCU365039,8051,168,16,8,2.0,"Ethernet, CAN, PWM, I2C",6.41,0.762,77,2.5,DIP,2017,Wearable
Infineon,INF-MCU365040,ARM Cortex-M4,72,128,1,4.0,"I2C, USB",6.03,0.262,97,3.3,BGA,2022,IoT
Infineon,INF-MCU365041,ARM Cortex-M7,48,16,512,4.0,"SPI, I2C",8.11,0.703,30,2.5,QFN,2012,Automotive
Microchip,MIC-MCU365042,ARM Cortex-M4,168,2048,16,4.0,"CAN, UART, SPI, I2C, USB",1.49,0.243,48,1.8,QFN,2021,IoT
STMicroelectronics,STM-MCU365043,MIPS32,16,256,4,4.0,"Ethernet, USB, I2C, SPI",5.92,0.549,17,3.3,QFN,2016,Wearable
Microchip,MIC-MCU365044,AVR 8-bit,48,16,128,4.0,"PWM, SPI, UART, Ethernet",9.88,1.405,26,3.3,SOIC,2024,Consumer
Texas Instruments,TEX-MCU365045,RISC-V,200,16,32,8.0,"UART, CAN, PWM",4.64,1.228,25,5.0,BGA,2021,Automotive
Microchip,MIC-MCU365046,8051,480,32,4,1.0,"PWM, SPI, CAN",4.06,0.34,97,1.8,QFN,2009,IoT
Texas Instruments,TEX-MCU365047,8051,480,512,64,0.5,"UART, PWM, CAN, SPI, USB",3.86,0.078,85,2.5,QFN,2009,Industrial
NXP,NXP-MCU365048,ARM Cortex-M0,120,2048,8,2.0,"UART, USB, SPI, CAN, I2C",3.69,0.402,66,1.8,TSSOP,2005,IoT
Infineon,INF-MCU365049,ARM Cortex-M7,168,128,64,1.0,"CAN, PWM",11.61,0.731,90,3.3,LQFP,2015,Consumer
Analog Devices,ANA-MCU365050,8051,168,1024,64,8.0,"USB, Ethernet",7.95,0.161,35,3.3,LQFP,2006,Automotive
Analog Devices,ANA-MCU365051,AVR 8-bit,168,16,1,0.5,"SPI, PWM, UART, I2C, USB",9.7,0.548,94,3.3,BGA,2022,Medical
Texas Instruments,TEX-MCU365052,AVR 8-bit,200,2048,256,0.5,"PWM, I2C",11.03,0.889,11,1.8,DIP,2021,Wearable
Microchip,MIC-MCU365053,ARM Cortex-M4,48,1024,256,8.0,"SPI, I2C, CAN, Ethernet",11.15,0.454,87,1.8,LQFP,2016,Automotive
Microchip,MIC-MCU365054,8051,16,2048,4,1.0,"Ethernet, USB",8.49,1.302,79,5.0,SOIC,2009,Wearable
STMicroelectronics,STM-MCU365055,ARM Cortex-M4,200,64,2,2.0,"SPI, UART, USB, Ethernet, PWM",10.39,0.843,88,3.3,SOIC,2020,Industrial
Texas Instruments,TEX-MCU365056,MIPS32,48,2048,512,8.0,"I2C, PWM, UART, USB, CAN",6.58,0.562,58,1.8,SOIC,2010,IoT
Microchip,MIC-MCU365057,AVR 8-bit,200,32,32,8.0,"I2C, UART, USB, PWM",4.09,0.874,92,2.5,LQFP,2013,Medical
Silicon Labs,SIL-MCU365058,RISC-V,8,128,16,8.0,"I2C, SPI, PWM",4.12,0.317,7,2.5,SOIC,2020,Wearable
Texas Instruments,TEX-MCU365059,ARM Cortex-M3,240,512,64,2.0,"CAN, SPI, Ethernet, UART",7.88,0.834,63,3.3,BGA,2018,Consumer
Texas Instruments,TEX-MCU365060,RISC-V,480,256,32,1.0,"Ethernet, I2C, PWM",10.35,1.136,94,1.8,LQFP,2024,Automotive
Infineon,INF-MCU365061,RISC-V,200,16,16,4.0,"Ethernet, UART, I2C, PWM, SPI",5.35,1.082,49,5.0,SOIC,2006,Industrial
Nordic Semiconductor,NOR-MCU365062,MIPS32,168,16,2,8.0,"USB, I2C, CAN, SPI",0.78,0.041,49,2.5,DIP,2019,Automotive
Nordic Semiconductor,NOR-MCU365063,8051,168,1024,8,0.0,"Ethernet, I2C",11.29,1.496,32,3.3,QFN,2016,Wearable
NXP,NXP-MCU365064,ARM Cortex-M7,240,2048,256,0.5,"CAN, UART, I2C",1.49,0.376,96,1.8,TSSOP,2023,Industrial
