Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Nordic Semiconductor,NOR-MCU440000,8051,120,128,32,8.0,"PWM, CAN, I2C, Ethernet, UART",8.74,0.334,14,1.8,TSSOP,2018,Industrial
Renesas,REN-MCU440001,AVR 8-bit,16,256,32,4.0,"USB, Ethernet, SPI, UART",2.67,0.256,58,3.3,SOIC,2011,Wearable
Texas Instruments,TEX-MCU440002,AVR 8-bit,8,512,4,1.0,"Ethernet, USB, CAN, I2C",6.54,1.225,97,5.0,QFN,2011,IoT
STMicroelectronics,STM-MCU440003,ARM Cortex-M0,200,128,512,8.0,"Ethernet, USB, CAN, I2C",10.24,0.251,90,2.5,BGA,2018,Wearable
NXP,NXP-MCU440004,RISC-V,32,32,128,0.5,"USB, PWM, CAN, I2C, UART",11.37,0.703,46,2.5,QFN,2018,Consumer
STMicroelectronics,STM-MCU440005,ARM Cortex-M0,48,128,4,1.0,"CAN, UART, PWM, I2C, USB",3.51,0.56,82,1.8,TSSOP,2024,Industrial
Silicon Labs,SIL-MCU440006,ARM Cortex-M7,32,2048,2,2.0,"SPI, CAN, UART",4.89,0.708,52,3.3,LQFP,2008,Automotive
Analog Devices,ANA-MCU440007,ARM Cortex-M0,32,64,64,0.0,"USB, SPI",6.85,1.23,93,3.3,LQFP,2008,Consumer
STMicroelectronics,STM-MCU440008,ARM Cortex-M3,200,64,64,0.0,"I2C, UART",10.43,1.038,79,2.5,TSSOP,2008,Consumer
Microchip,MIC-MCU440009,RISC-V,16,64,8,2.0,"PWM, SPI, CAN",5.93,0.319,51,5.0,BGA,2020,Automotive
Infineon,INF-MCU440010,8051,168,128,64,0.5,"SPI, USB, UART, CAN",1.38,1.419,57,2.5,TSSOP,2008,IoT
Renesas,REN-MCU440011,MIPS32,168,128,1,8.0,"PWM, UART, Ethernet, I2C, USB",4.35,0.083,55,3.3,TSSOP,2012,Industrial
Nordic Semiconductor,NOR-MCU440012,8051,200,64,128,8.0,"Ethernet, UART, PWM",1.39,1.26,22,2.5,DIP,2005,Wearable
Renesas,REN-MCU440013,ARM Cortex-M4,120,1024,64,4.0,"UART, CAN",5.23,1.471,35,1.8,TSSOP,2019,Industrial
Renesas,REN-MCU440014,RISC-V,32,256,1,0.0,"I2C, USB, Ethernet, SPI, CAN",3.16,1.217,56,3.3,BGA,2005,IoT
Analog Devices,ANA-MCU440015,8051,32,16,512,0.5,"I2C, UART, USB, CAN, SPI",11.39,0.152,26,3.3,TSSOP,2024,Consumer
NXP,NXP-MCU440016,RISC-V,48,32,64,1.0,"I2C, SPI, Ethernet",6.31,1.402,26,2.5,TSSOP,2011,Automotive
NXP,NXP-MCU440017,RISC-V,16,32,64,8.0,"UART, SPI, USB, Ethernet",11.72,0.222,74,2.5,TSSOP,2021,Consumer
Espressif,ESP-MCU440018,ARM Cortex-M7,16,2048,2,0.5,"PWM, SPI, Ethernet, I2C, USB",9.64,0.866,50,2.5,TSSOP,2023,Medical
Nordic Semiconductor,NOR-MCU440019,ARM Cortex-M7,32,16,16,2.0,"PWM, UART, Ethernet",0.83,0.899,41,1.8,QFN,2007,Industrial
NXP,NXP-MCU440020,MIPS32,48,512,32,4.0,"USB, I2C, SPI, PWM, Ethernet",1.24,1.084,63,1.8,TSSOP,2024,Consumer
STMicroelectronics,STM-MCU440021,ARM Cortex-M3,168,16,2,8.0,"PWM, UART, CAN, SPI",8.82,0.487,61,1.8,SOIC,2014,Industrial
Silicon Labs,SIL-MCU440022,ARM Cortex-M0,48,16,8,0.0,"I2C, Ethernet, PWM, USB",5.8,0.796,71,5.0,BGA,2014,Automotive
Nordic Semiconductor,NOR-MCU440023,RISC-V,32,64,512,0.0,"SPI, PWM",10.28,1.325,7,2.5,DIP,2016,IoT
