Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Texas Instruments,TEX-MCU20000,RISC-V,16,16,1,1.0,"I2C, USB, Ethernet, SPI, CAN",6.59,0.818,47,3.3,BGA,2023,Medical
Infineon,INF-MCU20001,8051,16,2048,16,8.0,"SPI, PWM, I2C, Ethernet, UART",4.98,0.384,45,5.0,TSSOP,2009,Automotive
Microchip,MIC-MCU20002,RISC-V,480,128,4,2.0,"CAN, I2C",3.13,0.145,22,1.8,TSSOP,2005,Consumer
Renesas,REN-MCU20003,AVR 8-bit,480,512,4,2.0,"SPI, UART",8.12,0.931,42,2.5,SOIC,2005,Medical
Microchip,MIC-MCU20004,8051,32,128,32,0.0,"PWM, Ethernet, I2C",9.49,1.361,28,5.0,DIP,2015,Consumer
Espressif,ESP-MCU20005,8051,168,32,128,2.0,"SPI, PWM, CAN",2.95,1.078,37,2.5,DIP,2011,Wearable
Silicon Labs,SIL-MCU20006,RISC-V,32,128,4,0.0,"Ethernet, PWM, UART",6.36,1.127,90,1.8,SOIC,2014,Consumer
NXP,NXP-MCU20007,RISC-V,120,32,32,4.0,"SPI, I2C, Ethernet",6.31,0.86,43,1.8,LQFP,2024,Automotive
Infineon,INF-MCU20008,RISC-V,168,512,1,2.0,"UART, USB, SPI, PWM, CAN",8.94,0.138,73,1.8,DIP,2020,Consumer
Texas Instruments,TEX-MCU20009,8051,48,64,16,0.5,"CAN, I2C",7.74,0.389,37,1.8,DIP,2012,Wearable
Silicon Labs,SIL-MCU20010,ARM Cortex-M4,32,64,512,0.5,"PWM, SPI",10.96,0.305,64,1.8,BGA,2009,Medical
Analog Devices,ANA-MCU20011,MIPS32,240,2048,16,2.0,"UART, USB, Ethernet, CAN",7.6,1.267,32,5.0,QFN,2010,Industrial
Texas Instruments,TEX-MCU20012,ARM Cortex-M7,72,16,1,0.5,"UART, USB",2.7,0.912,71,5.0,QFN,2007,Automotive
Nordic Semiconductor,NOR-MCU20013,RISC-V,8,16,8,0.0,"I2C, UART",5.72,0.21,21,5.0,DIP,2021,Automotive
Silicon Labs,SIL-MCU20014,MIPS32,168,128,32,1.0,"PWM, CAN, UART, SPI, I2C",6.29,0.551,76,5.0,QFN,2011,Consumer
Espressif,ESP-MCU20015,ARM Cortex-M3,32,1024,256,2.0,"I2C, UART",6.72,1.26,7,3.3,LQFP,2018,Consumer
Silicon Labs,SIL-MCU20016,8051,120,64,1,0.0,"PWM, UART, I2C, USB, Ethernet",7.99,0.951,28,3.3,TSSOP,2009,IoT
Renesas,REN-MCU20017,ARM Cortex-M0,16,1024,128,0.0,"Ethernet, SPI, I2C, UART, CAN",11.38,0.181,31,1.8,LQFP,2010,Medical
