Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Silicon Labs,SIL-MCU90000,RISC-V,480,512,16,8.0,"PWM, CAN",3.5,0.61,10,1.8,LQFP,2006,Medical
Microchip,MIC-MCU90001,AVR 8-bit,120,256,8,4.0,"I2C, SPI",4.48,1.345,62,1.8,BGA,2010,IoT
Texas Instruments,TEX-MCU90002,ARM Cortex-M3,240,64,32,0.0,"USB, CAN, UART",11.62,0.813,86,1.8,DIP,2021,Automotive
Texas Instruments,TEX-MCU90003,8051,16,32,256,1.0,"PWM, Ethernet, I2C",4.13,1.408,78,3.3,SOIC,2008,Industrial
Silicon Labs,SIL-MCU90004,ARM Cortex-M4,16,2048,16,8.0,"CAN, I2C, USB, Ethernet, SPI",4.65,1.355,76,1.8,BGA,2006,Industrial
Microchip,MIC-MCU90005,AVR 8-bit,240,64,256,8.0,"USB, I2C, SPI",2.14,1.173,11,1.8,BGA,2011,Consumer
Renesas,REN-MCU90006,RISC-V,16,1024,32,2.0,"SPI, UART, Ethernet, I2C",6.62,1.46,74,3.3,LQFP,2010,Consumer
Renesas,REN-MCU90007,ARM Cortex-M4,16,256,16,0.0,"PWM, CAN, USB, UART",2.86,1.352,57,3.3,BGA,2006,Industrial
STMicroelectronics,STM-MCU90008,ARM Cortex-M3,480,1024,64,2.0,"UART, I2C, USB",0.98,1.269,81,3.3,BGA,2022,Automotive
Silicon Labs,SIL-MCU90009,RISC-V,72,32,2,0.5,"SPI, PWM",11.64,0.018,80,1.8,DIP,2022,Wearable
Microchip,MIC-MCU90010,MIPS32,120,256,4,8.0,"PWM, USB, CAN, SPI, Ethernet",4.38,0.499,98,1.8,LQFP,2014,Industrial
Renesas,REN-MCU90011,ARM Cortex-M4,72,16,8,2.0,"SPI, USB, CAN",7.75,0.212,12,2.5,SOIC,2023,Medical
Espressif,ESP-MCU90012,ARM Cortex-M4,72,1024,8,1.0,"SPI, USB, UART",1.41,0.38,77,3.3,TSSOP,2018,Automotive
Silicon Labs,SIL-MCU90013,RISC-V,480,16,128,8.0,"UART, PWM, CAN, I2C",5.34,0.224,29,5.0,BGA,2010,Automotive
Renesas,REN-MCU90014,ARM Cortex-M7,168,1024,512,4.0,"SPI, USB, I2C, Ethernet",8.62,0.315,12,5.0,BGA,2013,Industrial
Analog Devices,ANA-MCU90015,RISC-V,16,16,4,0.5,"CAN, UART",11.63,1.083,82,1.8,LQFP,2014,Wearable
Nordic Semiconductor,NOR-MCU90016,RISC-V,240,512,1,4.0,"I2C, USB, PWM",2.56,1.177,16,5.0,LQFP,2023,Automotive
Analog Devices,ANA-MCU90017,MIPS32,8,256,64,2.0,"I2C, SPI, PWM, CAN",3.16,0.69,13,3.3,BGA,2020,IoT
STMicroelectronics,STM-MCU90018,MIPS32,168,16,1,1.0,"Ethernet, SPI, USB, CAN",10.83,0.291,84,5.0,LQFP,2006,Consumer
Microchip,MIC-MCU90019,ARM Cortex-M0,32,512,16,4.0,"USB, CAN, I2C",7.7,1.092,24,5.0,LQFP,2024,Medical
Analog Devices,ANA-MCU90020,ARM Cortex-M0,8,256,64,1.0,"I2C, CAN, Ethernet",11.26,0.2,84,5.0,SOIC,2013,Consumer
Nordic Semiconductor,NOR-MCU90021,MIPS32,480,256,32,8.0,"Ethernet, CAN, I2C, USB, SPI",4.1,0.769,81,5.0,TSSOP,2005,Wearable
Nordic Semiconductor,NOR-MCU90022,ARM Cortex-M0,120,512,2,1.0,"USB, SPI, UART",3.96,1.195,50,2.5,DIP,2016,Wearable
Texas Instruments,TEX-MCU90023,ARM Cortex-M7,120,16,512,0.5,"UART, I2C",2.24,0.402,87,2.5,TSSOP,2017,Industrial
Analog Devices,ANA-MCU90024,ARM Cortex-M7,48,2048,512,0.5,"UART, CAN, Ethernet",2.95,0.154,6,3.3,SOIC,2018,Automotive
Espressif,ESP-MCU90025,ARM Cortex-M3,200,1024,256,4.0,"PWM, Ethernet, UART",10.41,1.31,38,2.5,BGA,2010,IoT
Nordic Semiconductor,NOR-MCU90026,MIPS32,480,32,1,0.0,"USB, UART, SPI, Ethernet, I2C",6.48,0.774,93,3.3,QFN,2008,Consumer
Texas Instruments,TEX-MCU90027,ARM Cortex-M0,72,16,256,2.0,"USB, PWM",2.77,0.69,52,3.3,LQFP,2019,Medical
Infineon,INF-MCU90028,ARM Cortex-M7,200,16,16,0.0,"I2C, PWM",9.9,0.193,37,5.0,LQFP,2009,Medical
Analog Devices,ANA-MCU90029,AVR 8-bit,48,512,1,8.0,"PWM, CAN",1.29,0.749,62,3.3,TSSOP,2022,IoT
Texas Instruments,TEX-MCU90030,ARM Cortex-M7,8,512,2,4.0,"PWM, SPI, CAN",8.73,0.676,94,2.5,TSSOP,2019,IoT
Nordic Semiconductor,NOR-MCU90031,ARM Cortex-M4,480,16,1,0.5,"SPI, UART",2.26,0.657,12,2.5,SOIC,2022,Consumer
Analog Devices,ANA-MCU90032,MIPS32,16,512,16,4.0,"CAN, UART, USB, SPI",4.01,1.456,75,1.8,QFN,2010,IoT
Texas Instruments,TEX-MCU90033,MIPS32,48,256,4,1.0,"UART, I2C",11.07,0.611,46,3.3,SOIC,2020,Industrial
Renesas,REN-MCU90034,RISC-V,240,32,4,1.0,"USB, SPI, Ethernet, PWM",2.63,1.203,37,5.0,SOIC,2008,Automotive
Nordic Semiconductor,NOR-MCU90035,MIPS32,48,2048,1,0.0,"Ethernet, CAN, UART",1.72,0.684,77,1.8,TSSOP,2008,Medical
