Producator,Model,Arhitectura,Frecventa_MHz,Flash_KB,RAM_KB,EEPROM_KB,Magistrale,Pret_USD,Consum_W,IO_Pins,Tensiune_V,Pachet,An_Lansare,Aplicatie
Silicon Labs,SIL-MCU500000,ARM Cortex-M3,16,128,128,8.0,"CAN, Ethernet",10.39,0.289,61,3.3,SOIC,2021,Consumer
STMicroelectronics,STM-MCU500001,RISC-V,240,16,64,4.0,"USB, SPI",4.46,1.177,82,3.3,TSSOP,2016,Automotive
Renesas,REN-MCU500002,RISC-V,120,32,2,8.0,"CAN, I2C",9.44,0.205,38,3.3,TSSOP,2010,IoT
Renesas,REN-MCU500003,RISC-V,48,128,128,0.5,"PWM, USB, SPI, I2C",11.71,1.285,84,5.0,BGA,2019,Industrial
STMicroelectronics,STM-MCU500004,8051,200,512,8,2.0,"Ethernet, USB, I2C, UART, SPI",1.25,1.471,57,2.5,QFN,2011,Wearable
Nordic Semiconductor,NOR-MCU500005,ARM Cortex-M4,120,64,32,0.0,"PWM, USB, I2C",8.82,0.878,10,3.3,QFN,2009,IoT
Nordic Semiconductor,NOR-MCU500006,ARM Cortex-M4,120,1024,1,4.0,"I2C, PWM, Ethernet, UART",6.22,1.382,86,5.0,SOIC,2021,Automotive
Renesas,REN-MCU500007,ARM Cortex-M7,72,64,1,2.0,"SPI, I2C",10.75,0.162,87,1.8,SOIC,2006,IoT
Texas Instruments,TEX-MCU500008,AVR 8-bit,32,64,32,0.0,"Ethernet, UART",11.92,0.911,22,3.3,TSSOP,2021,Wearable
Analog Devices,ANA-MCU500009,ARM Cortex-M4,120,16,512,2.0,"CAN, I2C, PWM",9.33,0.882,86,2.5,SOIC,2016,Medical
Silicon Labs,SIL-MCU500010,ARM Cortex-M0,120,512,256,4.0,"SPI, USB, CAN, UART, PWM",6.04,1.118,77,3.3,TSSOP,2021,Medical
STMicroelectronics,STM-MCU500011,AVR 8-bit,72,256,8,1.0,"I2C, PWM, USB, Ethernet",7.38,0.902,42,1.8,BGA,2019,IoT
Texas Instruments,TEX-MCU500012,8051,32,512,512,2.0,"UART, USB, I2C, SPI, Ethernet",6.74,1.323,83,1.8,DIP,2010,Industrial
NXP,NXP-MCU500013,ARM Cortex-M3,72,256,256,0.0,"I2C, PWM",10.46,0.766,79,1.8,TSSOP,2007,Wearable
NXP,NXP-MCU500014,RISC-V,200,256,16,4.0,"UART, PWM, USB",2.4,1.348,89,1.8,LQFP,2006,Medical
Espressif,ESP-MCU500015,8051,480,64,16,8.0,"Ethernet, I2C",1.28,0.437,67,5.0,QFN,2023,Automotive
Texas Instruments,TEX-MCU500016,AVR 8-bit,16,1024,8,1.0,"SPI, PWM, USB",6.72,0.276,45,2.5,QFN,2017,Medical
Renesas,REN-MCU500017,AVR 8-bit,72,1024,8,0.0,"Ethernet, UART, CAN, PWM, SPI",7.69,0.357,27,2.5,TSSOP,2020,Automotive
Analog Devices,ANA-MCU500018,AVR 8-bit,240,256,1,0.5,"SPI, I2C, USB, UART",7.37,0.868,54,3.3,TSSOP,2019,Consumer
NXP,NXP-MCU500019,MIPS32,72,1024,128,1.0,"PWM, UART, USB, CAN",2.59,1.304,13,3.3,DIP,2013,Medical
Nordic Semiconductor,NOR-MCU500020,AVR 8-bit,16,1024,1,0.5,"USB, I2C, UART",7.83,0.531,31,2.5,LQFP,2022,Wearable
Infineon,INF-MCU500021,ARM Cortex-M3,32,64,2,0.0,"UART, SPI, CAN",3.48,1.088,13,5.0,BGA,2009,Industrial
Renesas,REN-MCU500022,ARM Cortex-M0,120,16,256,1.0,"CAN, USB, UART, I2C, PWM",1.17,0.162,85,5.0,QFN,2016,Automotive
Microchip,MIC-MCU500023,8051,168,64,32,0.5,"I2C, USB, CAN",4.19,0.298,62,2.5,DIP,2007,Medical
